file_name,value_per_atom,space_group
3_Mn4Sb2,0.4959808317815088,I4_1/amd
4_Ir2Na2,0.4721300324400452,Imma
8_Ge4P12,0.2086850365686645,Pnma
14_Pd2Ta2,-0.3572595305178883,P4/nmm
19_In4Sn2,0.0058372774279457,C2/m
25_Fe4Na8,1.6371448910768656,Pa-3
27_Cr4Sr5,0.8411270269282158,I4/mmm
28_CeSb,-1.0332635248915611,P-6m2
34_Nb4W8,0.1253886633291424,Pnma
38_SbP,-0.0401790750342963,Fm-3m
43_Ir2Ta4,-0.0336096433566623,Pnnm
48_Pb4As2,0.0885945378502513,Pnnm
50_Ir16Pd8,0.7219119116409539,Fd-3m
54_Ba2Sn6,-0.2436607623660132,Cmcm
55_AgMn,0.829020340298344,P4/mmm
59_GaNp,-0.1856436631432938,P-6m2
63_Cr2Sr2,0.7446481806535772,P4/nmm
66_CsSb,-0.1281485487240288,P-6m2
68_FePb3,0.7885119954880766,Fm-3m
79_Ag2Al6,0.0341048023002974,I4/mmm
82_Al2Sn6,0.0934787482373256,Cmcm
88_Ag2Al2,-0.0094356971058457,I4_1/amd
89_Ba2Ge2,-0.1168555505437622,Pmmn
108_Fe2Pb2,0.4067883133950829,Cmcm
110_Cr4Rh,0.6478040969868033,I4/mmm
116_Ba2Ge2,-0.5915835598114554,Cmcm
120_Cu8Fe16,0.325100666679899,Fd-3m
127_Ge4As2,0.2688744583085179,Pnnm
130_GaP,0.2827077846157659,Pm-3m
133_AlNb5,0.0071761993991602,P4/mmm
139_NpSb,-0.4497482521408535,Fm-3m
141_CeBr,-0.8023102457033016,F-43m
144_CaRh4,-0.0123593460472001,I4/m
147_Cu2Ni26,0.2677396298890073,Fm-3c
148_CrTh,1.709790452893314,F-43m
153_Al3V,-0.2967745434488575,I4/mmm
154_Pd2Ta2,-0.3618708831950421,P4/nmm
156_Cr10Nb6,0.3962055410731953,I4/mcm
160_Ba2Pt2,-0.4579160620289459,P6_3/mmc
170_AlTa2,-0.109572504407905,I4/mmm
172_CuTh,0.7968494262166388,F-43m
174_PbSr7,-0.030999434316967,Fm-3m
175_Fe3As,0.0166827533278075,Cmmm
186_Ir2Mo6,0.0459888007119957,Cmcm
188_BiBr,-0.3222004881677978,P-6m2
195_Ni6Ge18,0.2198266953462753,Pmmn
201_CrPd,0.7786205625391744,Fm-3m
209_CuI,0.163268240844149,P-6m2
213_Mn2Sn2,0.1906174282030415,I4_1/amd
214_PI,0.6761453129882056,R-3m
216_Cr5Rh4,0.043413251064886,I4/mmm
224_K2As6,0.0183152754736446,I4/mmm
227_Ir2Na4,0.2310379275124135,Cmcm
242_Ag7Ta,0.3318113890532039,Fm-3m
251_Ba2Ni2,0.597629677831121,P6_3mc
252_AuPt,1.1568970335132995,F-43m
261_Fe3Na,1.127116443806946,Fm-3m
263_Fe2Pb2,1.224709304364091,Fd-3m
265_Pd16Ta14,-0.2155509804832832,P4_2/mnm
266_Ag4Al4,-0.0171242730527843,Cccm
273_Ba3Br,-0.6944199402649203,P4/mmm
285_MoPb3,0.5025277881857404,Immm
287_Ca12Mo4,0.6399058390486374,Pnma
288_As2Br6,0.3046454324844947,I4/mmm
305_Au3Ga,-0.0390593413436333,P4/mmm
307_NbW3,0.4627843224115704,Pmm2
309_Fe16Pd8,0.2678129794078536,Fd-3m
311_Fe3Pd,0.0705064552450434,Fm-3m
312_Nb2W4,0.1948479195466153,Pnnm
314_Mo3Ta,-0.1259140954870599,P4/mmm
321_PAs,0.552972441845033,Pm-3m
322_Nb4V8,0.1597620642543861,I4_1/amd
323_TaYb,3.229303225683664,F-43m
332_FePd2,0.637573661042404,Fm-3m
338_Nb2V,0.0503705615820422,I4/mmm
340_Ag2Ge2,0.1739586116285205,Pmmn
341_PtV3,-0.2432882618193055,I4/mmm
