file_name,value_per_atom,composition,HHI_P,HHI_R
1198_Ag5Al3,-0.0362252790731596,Al3Ag5,1252.19828655585,1347.801713444151
1199_Pt10Sn6,-0.2581695353379691,Sn3Pt5,4724.379858060155,7094.085839810747
1200_K4Ni2,0.6744503580154383,K2Ni,1399.865731609322,4756.049528818759
1201_Cu6Pt4,-0.1170175652860208,Cu3Pt2,4219.902686955713,6605.451389964978
1202_PdTa4,0.7824558231776578,Ta4Pd,2415.365780518199,5210.189441842484
1203_BaCu5,0.1611099610981305,BaCu5,2022.491687854489,1741.423821631136
1204_PdW2,0.0761774245930648,PdW2,6147.023834634043,5130.529424172115
1205_PAs3,0.6237256083686127,As3P,3142.550570844298,4133.226440054825
1206_K2Ge6,0.180561388428706,KGe3,4752.358528556138,2706.24994407013
1207_Ce4Ge4,-0.9901764428373054,CeGe,8066.019289702757,2690.291225629359
1208_W16Sb4,1.0332184323450888,SbW4,7127.851409370917,4172.148590629084
1209_Ag4Al,-0.0270003615448651,AlAg4,1223.541309420166,1376.458690579834
1210_In2Ge2,0.1434853874473254,InGe,4075.000266726413,1961.249986663679
1211_PbSb,0.0827676745746988,SbPb,4624.708171206225,2392.217898832685
1213_Al9Sr5,-0.2739927291874911,Sr5Al9,3272.790983073109,2286.762294671622
1214_GaW3,0.2057357064825211,GaW3,6831.652831500718,4030.644530401148
1215_Ag3Mn,0.1560579519535476,MnAg3,1258.052159486549,1458.052159486549
1216_Pb16Sr4,-0.0826897159433492,SrPb4,2843.416773968268,1914.733419174614
1218_Ba4Cu8,0.2957104055890719,BaCu2,2327.095254123191,1915.483002356109
1219_Pd2Ta2,-0.2982261976196536,TaPd,2633.294034114042,5985.045454627705
1220_Ba4As,-0.4649167621253038,Ba4As,3036.006751361999,2504.038257717993
1221_Mo3Pb,0.507330070879302,Mo3Pb,2525.570684012767,3835.008686517716
1222_K5Ge,0.115353885773028,K5Ge,2675.282650490524,5764.167209000061
1223_Al2Cu,-0.1791318434967745,Al2Cu,1600,1270.387622446583
1224_Na3Pt,-0.0569240620067024,Na3Pt,4350.7435980318,6853.726123425789
1225_FePd3,-0.0160473646052743,FePd3,3080.897348742352,7017.403127124405
1226_Ag4Al,-0.0484028888270259,AlAg4,1223.541309420166,1376.458690579834
1227_Mn2W6,0.1105672566669202,MnW3,6510.82280885564,4073.529078173907
1228_Mn2V2,0.0580102388124679,MnV,2417.915774005262,2569.803081416717
1229_Nb2V6,0.1581114690204579,NbV3,5266.025499115129,5441.641864465711
1230_Mo5W,0.4296285247493069,Mo5W,3674.473279681707,5022.940591373543
1231_AgMn4,0.4837143497390969,Mn4Ag,1468.300989089873,1668.300989089873
1233_Ba2Ga2,-0.0618128052502804,BaGa,3841.86186911374,2165.302100941801
1234_SbGe3,0.3208394111207813,Ge3Sb,6231.983042863872,2437.682524729157
1235_FePb,0.8299400887561053,FePb,2636.309376722614,1715.079168963485
1236_Ag2Ge4,0.2981145380044309,AgGe2,3552.961624850582,1686.946539615925
1237_CaNi5,-0.1309344261631579,CaNi5,1348.457329595707,1500
1238_Cr2Ta2,0.0607414872424509,TaCr,2478.570315489587,4643.750973946611
1239_Ba2Sn2,-0.6111419105514235,BaSn,2814.542429414499,1975.449251475373
1240_VW3,-0.0782328929197611,VW3,6687.144240752313,4223.899950453265
1241_VW2,-0.0960441537532806,VW2,6549.751864154135,4190.480183172627
1242_CrAs3,0.6062406563238731,CrAs3,3262.425255879714,4018.787372060143
1243_Ag2Ge6,0.2741174677480242,AgGe3,3942.49343591941,1734.450419014562
1244_V10W6,0.2820367812171813,V5W3,5831.077146338967,4015.667413974344
1245_P17Br12,0.0963308127641721,P17Br12,2839.168412727159,6261.925494545297
1246_Al3Cu5,-0.2072909856782967,Al3Cu5,1600,1398.482857207284
1247_Ba2Ga2,-0.3509398047293142,BaGa,3841.86186911374,2165.302100941801
1248_Pd2Sn2,-0.4222715211301207,SnPd,2883.622795718029,4625.309820992316
1249_AuNb3,-0.0157210614419369,Nb3Au,5435.89152874887,5570.264043816376
1250_Ag2Mn,0.2204605998716194,MnAg2,1281.18689594062,1481.18689594062
1252_Cr16Nb4,0.5503360172435151,NbCr4,4767.363991678309,5551.224214979269
1253_AgBr3,0.0367241133058517,AgBr3,2648.285028894051,5193.127456627276
1254_P8Br16,0.5215730473216924,PBr2,3088.942663188109,6607.766764414306
1255_Ga4W,0.5111326559478918,Ga4W,6095.93890199943,2853.502243199087
1256_Ag2Ge2,0.1947644454814843,AgGe,2849.919505041877,1601.209695736814
1257_Ba6Ir2,0.3878091569580264,Ba3Ir,3795.339441706195,4463.323281440853
1258_AgBr3,0.0322776735988974,AgBr3,2648.285028894051,5193.127456627276
1259_VW3,-0.0783489245455051,VW3,6687.144240752313,4223.899950453265
1260_KP3,0.5600689693530976,KP3,1911.153410222026,5721.92612844582
1261_FePb3,0.8225211552662088,FePb3,2675.26957908022,1767.026105440294
1262_Cr6Ta18,0.2735172897114353,Ta3Cr,2369.92955783351,4738.811636895679
1263_Ni2P4,0.0238628367824442,NiP2,1513.486816463707,3348.552539269345
1264_Sb4Ge2,0.1172749535292852,GeSb2,7302.631578947367,3055.364372469635
1265_CsNi,1.2031352450911528,CsNi,4468.32589501545,4621.493305513904
1266_Mn5Sb,0.3337874259315647,Mn5Sb,3534.89106986886,2291.400906633361
1267_Al2Rh2,-0.8673376400270163,AlRh,2867.630718004529,6545.884391269816
1268_Ca3W,0.735085956096504,Ca3W,5774.227983977586,3192.851082302335
1269_PdSn3,-0.2541301370193132,Sn3Pd,2738.043454761647,3072.463517457572
1270_Cu2Sn2,0.0571521049419954,CuSn,2251.336581511719,1565.133658151172
1271_GaMn3,0.0619946859989424,Mn3Ga,2759.388682734612,1829.727914941913
1272_Ba6Ga2,-0.07673025911448,Ba3Ga,3361.856036071944,2242.103034228489
1273_Ag2Mn4,0.6947248627524445,Mn2Ag,1401.844264205505,1601.844264205504
1274_Al5Sr,0.0170560447700485,SrAl5,2623.74673879354,1787.497491379646
1275_Ca2W2,0.4891521987122589,CaW,6445.145990943113,3798.841540206683
1276_Mn3W,0.0958503255778993,Mn3W,4447.337519745751,3118.211814697107
1277_PtSb3,0.2069259494686512,Sb3Pt,7064.4688095595,5384.386577296185
1279_MnW3,0.4059069997705169,MnW3,6510.82280885564,4073.529078173907
1280_Fe17Pd12,0.6157757955179565,Fe17Pd12,2858.870690642539,5185.68319780094
1281_Mn8W16,0.2511346581815014,MnW2,6298.029399099606,3975.013610694262
1283_CaNi5,-0.1108199941880911,CaNi5,1348.457329595707,1500
1284_Cr4Nb4,0.3977030851031742,NbCr,6562.29030724664,7113.474897048
1285_Ga4As2,0.1240833690026974,Ga2As,4731.098729472178,2633.951212776557
1286_Ta2V4,0.0447167169141889,TaV2,2660.225870668719,4295.683781063794
1287_Nb3Sn,-0.1626790395041961,Nb3Sn,6737.700939593911,6649.397756792569
1289_Bi16I4,-0.1405454727266878,Bi4I,5247.278340728767,5841.835022186302
1290_Ag2Br2,-0.4427062432956123,AgBr,2093.627491183466,3740.452953099553
1291_Al5Sb,0.1330706441740492,Al5Sb,4588.642594765521,2138.530512291627
1293_Au3Ir,0.3039893633854751,IrAu3,2179.985642548678,2988.155387419158
1294_Au3Ga,-0.0748055552389126,GaAu3,1564.381857827966,1094.987198192084
1298_Al12K12,0.3068203356212556,KAl,1659.168274058103,4668.432991602373
1299_Cr2Na6,0.6015848251485396,Na3Cr,1959.685441126687,2047.433794028037
1300_Al4P2,0.0048209866646065,Al2P,1745.867269334412,2495.139510677717
1301_Al2Sb4,0.0344713044585702,AlSb2,7271.598054267039,3160.60878257792
1302_Ir2Pb4,0.1596593003387981,IrPb2,3587.228020315949,4113.130195823724
1303_Ga4W,0.4929919372029175,Ga4W,6095.93890199943,2853.502243199087
1304_SrAs3,-0.6826751140489415,SrAs3,3552.438658987249,3719.512601125279
1305_GaW2,0.1380785238708952,GaW2,6760.896701668712,3917.43472266994
1306_Na6Pb2,-0.1263341472736097,Na3Pb,2300.423039739331,1475.343719788207
1307_Fe26Pd2,0.3245601126779028,Fe13Pd,2502.277136730318,2243.78637802512
1308_Ba2Sn4,-0.5594160073734505,BaSn2,2746.581026665991,1856.516796665484
1309_Al2Cu,-0.1656155871266828,Al2Cu,1600,1270.387622446583
1310_Ag4Mn2,0.5553655597303203,MnAg2,1281.18689594062,1481.18689594062
1311_FeW,0.1734095909487258,FeW,5928.230802928844,3624.31941923775
1312_PtSb3,0.0018055570048129,Sb3Pt,7064.4688095595,5384.386577296185
1313_Sn4W,0.4976734814005475,Sn4W,3828.056112224449,2353.579887046821
1314_Ta3V,0.2921233851410409,Ta3V,2385.791133136137,4679.892413609408
1315_P7As,0.7665221907047712,AsP7,2333.854698511713,4817.507562797781
1316_TaGe3,0.2141826952026813,TaGe3,3939.038972002458,3215.595660397623
1353_Ni2Sb4,0.0233909646702888,NiSb2,6559.938771742087,3030.997632798546
1354_V3Br,0.2459976949128535,V3Br,3300,4601.67491304245
1361_Pt2Sb2,-0.5598253645688853,SbPt,6422.296145737335,6909.54665387383
1362_CuPb,0.3462815846160936,CuPb,2441.8222245204,1729.587879414654
1363_BaFe2,0.6576172441119587,BaFe2,2730.885843135207,1896.328764702811
1364_Ca2In2,-0.1173949604676822,CaIn,3455.244809420514,1870.629325482905
1365_FePb3,0.9185793676251812,FePb3,2675.26957908022,1767.026105440294
1379_Cu18As6,-0.0680231611870526,Cu3As,2079.616327182297,2205.318128209261
1380_Fe4Pb8,1.0701517736064603,FePb2,2664.372826930643,1752.49710257419
1381_Mo4Pb4,0.986165049405022,MoPb,2605.053770535066,2907.706010424226
1382_In2Mn4,1.087186877735301,Mn2In,2468.694855303047,1902.199394741535
1384_VBr3,0.6187073980676105,VBr3,3300,6286.571123347903
1388_Fe8Na16,0.7667905908766114,Na2Fe,1812.976469392212,993.5990941946085
1389_Cu2Ga4,0.0349927688044265,Ga2Cu,4279.117403641523,1774.781272168362
1391_PdTa2,-0.0609986808037371,Ta2Pd,2504.515859128892,5527.167499124949
1392_GaNb,-0.1452180837217334,NbGa,7213.830182467645,5841.809419675585
1397_Cr20W10,0.1884869986014261,Cr2W,5590.951325112339,4227.741093595505
1398_Ga2Nb6,-0.1994136748875981,Nb3Ga,7899.702343694709,7419.315390497831
1399_Ni2Sb,-0.0823336954427803,Ni2Sb,4513.089031507007,2467.372342009176
1400_VBr2,-0.4096795574544997,VBr2,3300,6053.994434150496
1403_Ba3Br,-0.6963803494486649,Ba3Br,3048.733342142981,3047.244579525702
1404_Al3Pd,-0.3980137157838905,Al3Pd,2508.773512399773,4975.884116749006
1406_Cu2Br2,0.0045894584552015,CuBr,2546.927849424887,4507.888462879052
1407_BaAs,-0.8248225062646046,BaAs,3105.896952912763,2900.082733172327
1408_Au4As2,0.3492469345038422,AsAu2,1451.553491179607,1479.391124335828
1409_Cu5Br,0.2437103675173967,Cu5Br,1941.612638758255,2585.122499585045
1410_K2Na,0.0087589688820123,K2Na,1563.678658833681,5677.745023642773
1411_Mo2W4,0.6719375937229822,MoW2,6048.091109097969,4506.936715413485
1412_FeK,1.3241645138926663,KFe,2111.735214596501,3788.479650486132
1413_Nb2Pb2,0.4433461486233714,NbPb,4495.553310129561,3967.047098432229
1415_Mo4Pb4,0.9888519019726364,MoPb,2605.053770535066,2907.706010424226
1416_Cu2Ge6,0.2952457794634711,CuGe3,4464.658608855066,1809.692822578926
1417_Mn2Sb,0.1825550662347351,Mn2Sb,4911.608307669154,2641.0433797255
1418_Ag4Al2,0.0167224435327266,AlAg2,1244.465668678022,1355.534331321978
1419_Fe2Pb4,0.4720998800685994,FePb2,2664.372826930643,1752.49710257419
1420_CaCs,0.2514498412173807,CsCa,5513.457506625233,4957.408942768357
1421_In2Ta,0.3123895790519941,TaIn2,2859.291319474111,3233.98430547249
1422_Ba2Br,-0.9571124790398188,Ba2Br,3067.608684615775,3336.666497441885
1423_SnW3,0.5193271044310759,SnW3,6220.679468242245,3821.780582785014
1424_Pd12Sb4,-0.3704102548060044,SbPd3,4497.610085710399,6729.998639517482
1425_Mn6Sb2,0.1532675726229939,Mn3Sb,4276.752387301108,2479.810130108218
1426_In4Sn2,0.003060684052329,In2Sn,3061.452693586262,1863.687253477864
1427_Ni3Sb,-0.1358773065812233,Ni3Sb,3820.78779157414,2276.738667245053
1428_InV,0.4022346652563175,VIn,3300,2430.25045321686
1429_Ga3Br,-0.0668485881833467,Ga3Br,4891.887862235491,3282.073040373885
1430_BaCu,0.1183265687375136,BaCu,2557.111209570226,2046.920691182986
1431_Ba2Br,-0.9593332803697492,Ba2Br,3067.608684615775,3336.666497441885
1432_Pb2Ta2,0.3806331488239092,TaPb,2513.526865070086,3198.548511974353
1433_Cr16W14,0.1711127888080928,Cr8W7,6047.315111006919,4251.144364667021
1434_Cr12P17,-0.0830506357085518,Cr12P17,2596.561714209036,4557.671168900875
1435_Ni4Sb2,0.1844372324256843,Ni2Sb,4513.089031507007,2467.372342009176
1436_AlFe,-0.2410192208620589,AlFe,2139.392334330871,1269.696167165436
1437_GaP,0.3845919851814665,GaP,4423.419533589372,2884.302140718288
1438_KNa3,0.0243309260970867,KNa3,1317.076887967506,2924.025248970479
1439_PbTa3,0.2290332506804056,Ta3Pb,2410.500237026208,3971.248222303438
1440_KI,-1.585149885067622,KI,4146.310407952831,5365.267194035378
1441_BaCu3,0.4070886445157522,BaCu3,2186.214382632293,1834.979647218453
1442_Ag8P16,0.5154180949090043,AgP2,1491.834101299124,2749.732718508447
1443_Pd4Ge2,-0.003291648050693,GePd2,3734.342160571669,6447.863247863248
1444_Au5Nb3,0.0112431867626598,Nb3Au5,2732.320363930258,2720.553897115678
1445_CsI,-1.619871335866558,CsI,5462.703672057107,5413.858551335024
1446_GaNb,-0.1390046700444722,NbGa,7213.830182467645,5841.809419675585
1447_Fe2Pb2,0.2944677495223846,FePb,2636.309376722614,1715.079168963485
1448_PtV3,-0.2197814555382198,V3Pt,4533.614010580368,6596.1817546855
1450_Pb4V,0.3160382440149568,VPb4,2734.743046679053,1892.648124477474
1451_PbI2,-0.7771972389298755,PbI2,3911.212233758417,3451.653046034205
1452_In3Br3,-0.617555666652034,InBr,3300,4010.710654163372
1453_Na3Pd,-0.0211022296641258,Na3Pd,2374.205382028606,5050.733507245022
1454_Al2Sn6,0.1020939395614122,AlSn3,2529.572628643349,1557.74357718601
1455_SrBi,-0.630477073737969,SrBi,4975.044268315214,5113.757095405131
1457_Au2Nb4,0.045874804663016,Nb2Au,4692.185679389182,4786.357878275084
1458_CsYb,0.7037468588154681,CsYb,7979.568567660738,4359.786043938247
1459_CsW,-11.82074013651485,CsW,6580.402966790001,5013.314956456996
1460_Ge8I32,-0.4836880931436205,GeI4,4950.074287659824,4436.961414466272
1461_Pd2Ge4,0.1011663982781095,Ge2Pd,4412.109654350417,4479.110051648789
1462_P4Br8,0.1761227743372254,PBr2,3088.942663188109,6607.766764414306
1463_Cr2Na,1.0064532429628876,NaCr2,2737.904981150407,3448.228966070733
1465_BaAs,-0.8242589244395955,BaAs,3105.896952912763,2900.082733172327
1466_Fe6Na2,1.2328789781487774,NaFe3,2243.134831355823,1291.401037092493
1468_Cr3P,-0.1446743340815022,Cr3P,2917.764428593006,4265.668701279086
1469_CuGe,0.0786484601624302,CuGe,3573.536193147606,1713.355264124066
1471_CuGe,0.1994466412303577,CuGe,3573.536193147606,1713.355264124066
1472_SnW4,0.8177328976757025,SnW4,6388.429519828585,3924.718114440268
1473_VBr2,-0.4152301239996578,VBr2,3300,6053.994434150496
1474_Ge2Br2,0.1309502640754578,GeBr,4252.380952380953,4519.047619047619
1475_Ca2P2,-0.816929871768715,CaP,3071.728523776793,3069.356481265025
1476_Ni3Ta,-0.1899694483609204,TaNi3,1658.862025642353,3172.495911245972
1477_CuFe,1.5323561329046536,FeCu,1974.199060230671,1453.225117471166
1478_Ta2Ge6,0.1118716085629225,TaGe3,3939.038972002458,3215.595660397623
1479_Fe6Sb2,0.2828788980736254,Fe3Sb,4714.868905442541,2241.770511070015
1480_Fe2Pb2,0.7151422050452814,FePb,2636.309376722614,1715.079168963485
1481_Fe3V,0.0116175512059566,VFe3,2609.850258494621,1866.333907765824
1482_Cr8P4,0.095169955832033,Cr2P,2847.557549361964,4329.493136943669
1483_Fe2Pb4,0.655256511776629,FePb2,2664.372826930643,1752.49710257419
1485_BaCu5,0.2562033384073583,BaCu5,2022.491687854489,1741.423821631136
1486_InIr,0.4610586516897141,InIr,4677.293793867148,6444.902698389435
1487_Fe8W4,0.106739363251543,Fe2W,5261.516597299767,3203.999593949854
1488_IrTa,-0.2715116790559833,TaIr,3948.318030356982,7014.927353292196
1489_Ge2P2,0.1221786004450189,GeP,4313.515071482493,2856.591445835158
1490_PbSb3,0.1251027141729275,Sb3Pb,6017.942984907771,2820.905533817775
1491_AsBr5,0.239346255118716,AsBr5,3300,6442.045554184119
1492_K6Sn2,-0.0242253265418126,K3Sn,2152.698227875777,4383.21102655072
1493_InK2,0.0403808359025378,K2In,2651.787066885096,4106.692032623439
1494_Fe7Pb,0.3180355931039793,Fe7Pb,2503.926502428462,1538.568669904617
1496_Cu12Ni17,0.1192806312733478,Cu12Ni17,1259.910728599104,1500
1497_W5Sb24,0.4023882197469812,Sb24W5,7684.643258777957,3615.356741222041
1499_Fe6Sb2,0.3131206590505275,Fe3Sb,4714.868905442541,2241.770511070015
1500_Ag2Al4,0.0457588772121333,Al2Ag,1333.381082158326,1266.618917841674
1501_Au2Nb2,-0.0823842144160345,NbAu,3471.753605749531,3499.956503357614
1502_Fe5Mo,0.1221333189670185,Fe5Mo,2400,2397.337171644476
1503_FeMo5,0.5453663357175754,FeMo5,2400,4893.319889084951
1504_FeNa3,1.3762284436560104,Na3Fe,1681.652065827776,902.6821994192296
1505_Ce4Cu4,-0.1497641612650788,CeCu,7035.065942591156,2600.772849132386
1506_Ba2Pd2,-0.5512698825241915,BaPd,3087.32004906727,4788.621398417211
1507_Ge2As4,0.1162548416320869,GeAs2,3952.993124874148,3314.357218882144
1508_Na2Pd2,-0.0727240279877157,NaPd,2826.932991561547,6667.617827005525
1509_Fe4Na8,1.6118337303855472,Na2Fe,1812.976469392212,993.5990941946085
1511_V2W,0.1508598416056431,V2W,5680.655390010605,3979.078338110688
1512_CuNi,0.6666003672900942,CuNi,1311.909253481283,1500
1513_CrP3,0.4691332273700528,CrP3,2394.67804090808,4741.201780992655
1514_Ga16Pt8,-0.3962004231706816,Ga2Pt,5500,6098.740920096852
1515_Fe16Na4,0.8900192099042854,NaFe4,2278.691691146435,1316.017324639839
1516_Ge2P4,0.2592394888634833,GeP2,3781.086336055933,3372.885977157883
1518_Mo2Pb4,0.5624454406346094,MoPb2,2643.602304346122,2457.973115961908
1519_Cr2Ta4,0.758102563824084,Ta2Cr,2400.501807404475,4712.060918521083
1521_InBr5,-0.2827377903090093,InBr5,3300,5806.150819111168
1522_Cu6Ni2,0.1060776691267886,Cu3Ni,1458.75810266978,1500
1523_Ga2Br6,-0.4421051503954034,GaBr3,3795.711861941926,5773.382131950167
1524_KAs8,0.2680072295464981,KAs8,3202.020185408549,4195.959629182903
1525_CsYb,0.6718211478979981,CsYb,7979.568567660738,4359.786043938247
1527_Ba2Br2,-1.6453708263697826,BaBr,3110.348891272424,3992.016332843839
1529_AgCa2,-0.2246726768933656,Ca2Ag,2351.02843144659,1442.63068264617
1530_NiTa5,0.4665004146776101,Ta5Ni,2220.802551044557,4598.960321882336
1531_AuCu3,-0.0241945328699291,Cu3Au,1345.918153766655,1245.918153766655
1533_Ga5P24,0.25576877184418,Ga5P24,3117.37082303988,4078.403818934967
1534_Cu8Sn,0.0012890280471198,Cu8Sn,1789.306593438137,1518.930659343814
1535_Ba2Pd,-0.3625728003444,Ba2Pd,3055.85266903541,3891.801067509197
1536_Ta5V,0.0288458920268771,Ta5V,2353.303879987556,4725.37456801742
1537_BaV2,0.8221410070346913,BaV2,3127.774340537603,2768.505915304544
1538_MoNb,-0.1333689993059774,NbMo,5401.004933216087,7021.88807643546
1540_Ag3P,0.1704723993172554,Ag3P,1269.883028000451,1723.209004502085
1541_Pd8Ta22,-0.1923537903864579,Ta11Pd4,2458.565846107424,5363.789675048621
1542_BaAs8,0.1090165162356824,BaAs8,3244.077492623182,3683.105791531367
1543_Cu5Pb4,0.2302710594214126,Cu5Pb4,2395.164539959704,1716.863056352647
1544_Mn2Sb2,0.2537435629950586,MnSb,5941.23648623277,2902.536250471815
1545_Ca4In,-0.0793600515693867,Ca4In,3649.606367898812,1708.661360084324
1546_Mo2Pb4,0.5704802408949945,MoPb2,2643.602304346122,2457.973115961908
1547_GaAs2,0.1910730051542918,GaAs2,3998.607527023741,3333.147360568248
1548_Ni2Br6,0.5173969276250716,NiBr3,2847.612677250479,5837.873242240254
1549_Ga3P,0.1349100492576389,Ga3P,5048.567834828184,2312.73797958566
1550_Ag4Al6,-0.0121998775051977,Al3Ag2,1309.133529264396,1290.866470735604
1551_Cr16Nb4,0.5528695390018527,NbCr4,4767.363991678309,5551.224214979269
1552_Pd4Sn4,-0.3934178880777548,SnPd,2883.622795718029,4625.309820992316
1553_AlTa2,-0.1247615256722092,Ta2Al,2251.431783012288,4536.34396492385
1554_Ba5P,0.243126367836548,Ba5P,2956.837536495966,2420.854897811295
1555_FeW,0.3016816518868364,FeW,5928.230802928844,3624.31941923775
1556_Fe6Mo2,0.0530397565109037,Fe3Mo,2400,2820.119555935098
1557_CuGe3,0.2349109754561507,CuGe3,4464.658608855066,1809.692822578926
1558_AuPb,-0.0561221939407761,PbAu,1920.255868317501,1410.12793415875
1559_Cu6Pt5,-0.1148469734807642,Cu6Pt5,4403.972297404871,6964.151143660776
1560_SmSr,-0.1430822315729507,SrSm,7548.634339020086,3063.181779981511
1561_CrMn,0.2397128541524225,MnCr,2329.366190752262,2918.361492486801
1562_NiP,-0.2095465905788165,NiP,1345.430381748895,2743.549374296022
1563_Ag2Na4,0.0735529798504162,Na2Ag,1170.113607784967,1131.022470064704
1564_Fe4W2,0.2982040333764632,Fe2W,5261.516597299767,3203.999593949854
1565_In2Br2,-0.7314480474795149,InBr,3300,4010.710654163372
1566_NbP2,-0.6500207683252507,NbP2,5899.749727975861,7319.857537463182
1567_AgIn3,0.0414522576685278,In3Ag,2799.199420236283,1856.914120067509
1568_Cs16Bi16,-4.954624198783083,CsBi,5572.119527067214,6000
1569_Pd20Ta10,-0.3203614440292625,TaPd2,2786.444631053653,6529.580910412988
1570_Ge4As2,0.2483039054601121,Ge2As,4619.518114309796,2614.505979974714
1571_Ca2Rh4,-0.1264421561850426,CaRh2,3314.094571127623,6940.550410957791
1572_Ba2Ta2,0.9726660089722784,BaTa,2602.031061954999,3721.317635875002
1573_Al2Nb2,-0.2448142268345599,NbAl,6947.111114163592,7044.56038992406
1574_Al4Sn2,0.3032474216993517,Al2Sn,2287.48412853327,1412.490477119962
1575_AuP3,0.0329340208447916,P3Au,1388.487965113268,2314.222952182664
1576_Ag2Sn,-0.0051447146254079,Ag2Sn,1696.922675800965,1470.988953685852
1577_Cr4Sn8,-0.0258652017659611,CrSn2,2689.829314955181,2049.146574775902
1578_Fe12W12,0.1609000908420957,FeW,5928.230802928844,3624.31941923775
1579_Nb4V8,0.1587140476625173,NbV2,5780.182317947724,5975.573945561097
1580_Ag2Br2,-0.4266515631149774,AgBr,2093.627491183466,3740.452953099553
1581_FeV3,-0.1426573123202441,V3Fe,3059.138254512519,2864.751676694485
1582_Ga2Pt2,-0.2834445013076179,GaPt,5500,7204.258573225027
1583_Ag3Br,0.1583920348366088,Ag3Br,1615.848385883225,2489.126724932256
1584_SnW2,0.4333257138619674,SnW2,5926.12101400111,3641.028804046136
1585_CuFe,0.793062598387337,FeCu,1974.199060230671,1453.225117471166
1586_Cu6Pt5,-0.1172930858644618,Cu6Pt5,4403.972297404871,6964.151143660776
1587_Nb4W4,0.3120608256959514,NbW,7503.564201996067,5810.692605988197
1588_Ag2Al3,-0.0310931534378596,Al3Ag2,1309.133529264396,1290.866470735604
1589_CeBi,-0.5555537611125843,CeBi,6985.744109649942,4836.033829051231
1590_PtYb,-0.9045942152103312,YbPt,7380.236007432279,6279.645988851582
1591_Ag2Sn2,0.0140750344839628,AgSn,1933.495102353183,1504.785014621883
1593_W2As2,0.6139095757248487,AsW,5928.705341132533,4213.138270902638
1594_SbI,0.1741662779612185,SbI,6368.96740012757,4114.481879940467
1595_Ag7Al5,-0.033099776589608,Al5Ag7,1260.633686591422,1339.366313408578
1596_Ag4Ge6,1.1126645576840708,Ag2Ge3,3260.322411937193,1651.258830724048
1597_MoSn,0.1935548928516741,SnMo,2510.607966457023,3253.752620545074
1599_Eu3Sm,-0.1120561147407701,SmEu3,9500,3100
1601_IrV3,-0.3769391857983084,V3Ir,4525.584168860847,6575.37716477583
1602_IrPb3,0.2292775848969874,IrPb3,3361.337376830418,3524.201018165018
1603_Au3Sr,-0.4641703289192604,SrAu3,1500.31556518962,1258.268106573948
1604_Cu16Ni4,0.3643143718723906,Cu4Ni,1487.444602901968,1500
1605_Ge8P4,0.2090046404551131,Ge2P,4720.078111013596,2462.348498411058
1606_Ba2In4,-0.4937894542599756,BaIn2,3187.732278186084,2112.267721813916
1607_K2Na4,0.0638998573109968,KNa2,1375.735495836038,3579.046370169091
1608_Ag4Sn2,0.0827211942524138,Ag2Sn,1696.922675800965,1470.988953685852
1609_CuRh,1.38952287924684,CuRh,2589.169818235342,5518.502386581075
1610_Cu2Ga2,0.0515306965752166,GaCu,3640.382234428111,1709.269972761857
1611_Na4Pt2,0.2613324801413122,Na2Pt,4660.760806580271,7459.668849225076
1612_SnW3,0.5070538116518577,SnW3,6220.679468242245,3821.780582785014
1613_P12As17,0.3327069785419281,As17P12,3006.329960897421,4248.490033086799
1614_NaNi,0.4633427963348522,NaNi,1028.145050544248,1218.549494557516
1615_CuP3,0.1581477937523514,CuP3,1837.548150480478,3637.933354324303
1616_Al2K2,0.2424803932814523,KAl,1659.168274058103,4668.432991602373
1617_AlSr5,0.0473004984587275,Sr5Al,4049.161932827578,2883.970717559675
1618_AlTa2,-0.1258737631483046,Ta2Al,2251.431783012288,4536.34396492385
1619_Fe3V,-0.1830790839423262,VFe3,2609.850258494621,1866.333907765824
1621_FePb,0.8402487620204404,FePb,2636.309376722614,1715.079168963485
1622_Fe44Mo2,0.2251934174866468,Fe22Mo,2400,1682.489637833797
1623_Cr8Pb4,0.6935188602294282,Cr2Pb,2833.669417164055,2568.599148693316
1624_Al3Cu9,-0.0331233459433093,AlCu3,1600,1438.007545706652
1625_In3Sm,-0.6863031035524711,SmIn3,5184.004898810463,2334.258933659921
1627_Al3Sb,0.1942464372407792,Al3Sb,5384.265084307962,2441.624794022081
1628_Nb2W2,0.333740593282716,NbW,7503.564201996067,5810.692605988197
1629_PtYb,-0.9133928122090472,YbPt,7380.236007432279,6279.645988851582
1630_BaIr,1.1244898747305545,BaIr,4458.204367246863,6266.315878911467
1631_Mn16W8,0.4934416629123663,Mn2W,4979.916980373802,3364.776379802686
1632_InBr3,-0.5535261041398845,InBr3,3300,5313.087185851691
1633_Ba5Sn3,-0.4833400665952947,Ba5Sn3,2863.390121455937,2060.932712547889
1634_Cu2Na,0.1896229369415631,NaCu2,1523.40918757058,1346.818375141159
1635_Mn3V,-0.0531336093233463,Mn3V,2001.382564121674,2177.771825055693
1636_NiP3,0.3806580164047135,NiP3,1612.877871210972,3706.3603363595
1637_MoNb,-0.1295801188152356,NbMo,5401.004933216087,7021.88807643546
1638_CrGa,0.5566800946973203,CrGa,4474.765340854476,2839.798437550064
1639_V3W,-0.0312432122397954,V3W,5320.432804765576,3891.456628186222
1640_Ag2Ca4,-0.2512035885165782,Ca2Ag,2351.02843144659,1442.63068264617
