file_name,value_per_atom,composition,HHI_P,HHI_R
3996_Mo12W4,0.2400632513012386,Mo3W,4192.952550566087,4910.227706398678
3997_Mn3Ta,0.0642209454664826,TaMn3,1966.331495378404,3369.992123050301
3998_AgSr2,-0.1903265589472257,Sr2Ag,3056.957869817971,2390.377530569584
3999_GaAs3,0.3380044080014444,GaAs3,3820.872511526793,3502.803511724424
4000_MnTa2,0.0306398640400852,Ta2Mn,2207.741092400123,4404.604681714814
4001_KSr5,0.1226925396156953,KSr5,3995.167438777548,3344.118702853719
4002_NiAs,-0.3012501129468337,NiAs,2289.673165438012,2901.818658084796
4003_Na4P20,-0.278409981598901,NaP5,1883.667167275486,4505.409966074705
4004_Na12P4,-0.3687060882754256,Na3P,1378.922649110415,1925.604651008787
4005_Mn2Sb2,0.1044043826542004,MnSb,5941.23648623277,2902.536250471815
4006_Ga3As,0.0935757977451485,Ga3As,4919.80649834947,2453.821069757324
4007_Ni4Ge2,-0.1756610055196823,Ni2Ge,2643.726042852903,1652.904748172363
4008_V8As4,0.1239380017364091,V2As,3300,3654.252208370144
4009_Ag2Ba2,-0.2761736007103255,BaAg,2208.1298491977,1904.06492459885
4010_Fe3Ta,-0.1127685116032299,TaFe3,2348.075532433616,3165.431897257047
4011_SrBr,-1.3925750242942536,SrBr,3770.726582459827,4860.184809340752
4012_Na2Pd4,-0.009570242687688,NaPd2,2995.282352879382,7268.86554599779
4013_MoRh2,-0.1614324447944059,MoRh2,2945.64458775613,7141.55048367694
4014_Ta2P6,-0.1821465687261643,TaP3,2198.212762659086,4901.787237340914
4015_Ta5Sb4,0.0942704375860425,Ta5Sb4,4259.66688399038,4310.083279002405
4016_Cu17Nb12,0.3728100275968739,Nb12Cu17,5104.370210049883,5207.522106284659
4017_Cu8In,0.0159428749984079,InCu8,1913.21403240766,1592.121774237547
4018_Na3Pd,-0.0141660341409721,Na3Pd,2374.205382028606,5050.733507245022
4019_Mo4W4,0.4015146948815431,MoW,5422.603474158268,4642.912288226464
4020_Pt2V4,-0.1754896770449102,V2Pt,4745.227247471941,7144.452413904575
4021_CeMo,1.5109984231473377,CeMo,6614.354221032298,3994.143762497034
4022_KP,0.712586257773205,KP,1832.608179847769,6271.742741065619
4023_Pb2P2,0.3564752675865845,PPb,2608.967162386258,2229.154805893354
4024_AuRh2,0.1829427448860971,Rh2Au,2173.056528627095,4576.855095423649
4025_Fe3W,0.0411978976634284,Fe3W,4806.727854855923,2917.284951974386
4026_BaIn5,-0.1550668724833904,BaIn5,3242.090082188084,2057.909917811916
4027_Na2Sr2,0.1054436255100468,NaSr,3555.678207884243,2480.385651519551
4028_Au5Ni,0.0825313759901096,NiAu5,1094.375474475968,1028.122627620161
4029_VW5,0.4316567842693999,VW5,6805.715403371571,4252.741584603896
4031_Mn4P2,-0.0374880990532998,Mn2P,1687.962497823569,2525.690607044443
4032_K3P,-0.030217587200664,K3P,1762.670887257349,6761.303789198556
4033_Ni3Yb,-0.0804497372718122,YbNi3,5212.990253786519,2293.033459536286
4034_Au2Na4,0.066824322316533,Na2Au,1100,905.370909166255
4035_Al3In,0.2005794903275313,Al3In,2597.078013094265,1586.516478290745
4036_Na6Pd2,-0.0136777169854349,Na3Pd,2374.205382028606,5050.733507245022
4037_Ca8Br16,-1.8897337814623807,CaBr2,3420.302572466306,5817.276847803248
4038_Ga2K2,0.085636318940012,KGa,4134.701662266486,3804.231892102006
4039_NaBr,-1.5671150316488234,NaBr,2808.449415645705,5470.034663696596
4040_Na3V,0.63313957064004,Na3V,2034.622174754586,1732.001957631045
4042_V4W8,1.3927489663079091,VW2,6549.751864154135,4190.480183172627
4043_AlBa5,-0.0042544079372278,Ba5Al,2947.066593896343,2250.847551475175
4044_Sr8Bi12,-0.7505659320773692,Sr2Bi3,5059.700177466138,5344.636847634923
4045_AlAs3,0.3084391696072028,AlAs3,3117.798281098814,3678.46755488026
4047_Au3Cu,0.80561609820449,CuAu3,1148.549481890023,1048.549481890023
4050_Au3Ni,0.0700246573522385,NiAu3,1090.964590084543,1045.177049577283
4051_Al8As4,0.1096141093467484,Al2As,2588.222361005378,2743.921813538902
4053_Mo18V6,0.2154315725919993,VMo3,2535.338136122316,5014.28615707511
4054_MnTa2,0.0326198714318716,Ta2Mn,2207.741092400123,4404.604681714814
4055_Al16As8,0.1657365845596465,Al2As,2588.222361005378,2743.921813538902
4056_Ni6As4,-0.1381767844322986,Ni3As2,2057.424413221021,2649.374362196761
4058_SrAs,-0.862153859829148,SrAs,3785.155800115171,3460.937999872032
4059_Pb2P6,0.0608281721851131,P3Pb,2483.27128652914,2821.721077791197
4060_VAs5,0.1273263648936259,VAs5,3300,3928.175453149398
4061_Mn5V,0.1339017868412367,Mn5V,1865.946292548737,2050.302392987047
4062_Cu4In16,0.1786766166937521,In4Cu,3093.373219743773,1939.227417571698
4063_Fe2Ta2,-0.0429836756126427,TaFe,2323.583901678125,3998.147342943757
4064_In5Mo,0.2891137401028671,In5Mo,3171.13114338164,2472.519140933989
4065_Mo4Rh2,0.7288084832143985,Mo2Rh,2679.268824280706,6242.532281947382
4067_PdBi,-0.3015815765160319,BiPd,4591.433999449589,6674.824762428963
4068_Ni4Ge5,0.1658968720271679,Ni4Ge5,3611.754097505308,1742.953869535377
4069_Ba5P,0.3985963186882178,Ba5P,2956.837536495966,2420.854897811295
4070_Mn2Sb2,0.2133661323603402,MnSb,5941.23648623277,2902.536250471815
4071_Fe4As,0.4298662774482622,Fe4As,2626.044513338178,2053.01748297696
4073_Cu24In5,0.0511636891329517,In5Cu24,2064.917963751802,1636.740577574059
4074_K2Mo2,1.1300388461502564,KMo,2197.325573559501,5850.116300338497
4075_GaPb3,0.0396178590203546,GaPb3,2982.39245620354,1810.085444864412
4076_InSr,-0.1074781430223197,SrIn,3689.54148924609,2432.8238769401
4077_Mo4Rh8,-0.1778144107156573,MoRh2,2945.64458775613,7141.55048367694
4078_Cu16In4,0.1568465307846374,InCu4,2128.968948677785,1655.57910255229
4079_Al2As,0.2365133531478314,Al2As,2588.222361005378,2743.921813538902
4080_MoSn2,0.0805992023603892,Sn2Mo,2542.44060475162,2664.848812095032
4081_BaIn,-0.3934987706890727,BaIn,3136.609490570901,2163.390509429099
4082_Mo3W,0.4366388836053136,Mo3W,4192.952550566087,4910.227706398678
4083_Fe6Ta10,-0.0784120095070566,Ta5Fe3,2315.624265579781,4268.774970287456
4084_Ta2Sb4,0.0578058763603053,TaSb2,5512.756640149074,3996.810839962732
4085_Ga2Mn4,0.4832637774343287,Mn2Ga,3114.037181368793,1838.821466188944
4086_Sn8W4,0.4984100343295215,Sn2W,4520.18231021222,2778.293690357499
4087_AuNi3,0.0985591715563041,Ni3Au,1052.799430357752,1236.002848211239
4088_Fe7Ge,0.1567704748029283,Fe7Ge,2854.435827463839,1478.351004735145
4089_Al3Mo,-0.1944689772432752,Al3Mo,2033.909979411562,3332.266139337144
4090_Cu2Sb2,0.0947745338992556,CuSb,5739.57454156908,2748.44311571131
4091_Ca2Pd,-0.4987472775199446,Ca2Pd,3500.731069376554,5207.497212931995
4092_Au6Pb10,-0.0606662388242571,Pb5Au3,2118.870427518001,1509.435213759
4095_Ir2Pb2,0.3368817978345504,IrPb,4047.482956408966,5313.080564923375
4096_InRh,-0.4297782565255268,InRh,3252.735694585104,4835.85832489373
4097_Mn3Sb,0.2143725397026807,Mn3Sb,4276.752387301108,2479.810130108218
4098_Ca4W4,1.7124751815438843,CaW,6445.145990943113,3798.841540206683
4099_CuW,2.2610068203752807,CuW,5612.902912856832,3580.764473333172
4100_Pt4V8,-0.2722998168753759,V2Pt,4745.227247471941,7144.452413904575
4101_NiGe2,0.0045054710163607,NiGe2,4062.673858454093,1784.899893809683
4102_Fe2Mo2,0.1543280102061235,FeMo,2400,3865.105247554106
4103_AgMo,0.9627148163233477,AgMo,1764.884042938409,3235.873139549832
4104_CaW3,1.1974411247556669,CaW3,6789.98948610374,4110.313084222733
4106_Rh3As,-0.0143576654625379,AsRh3,3219.529238623588,7218.830455056472
4107_Mn3W5,0.1556870506274474,Mn3W5,6178.980882015897,3919.898556488841
4108_CuIn,0.2413165592473523,InCu,2694.338543652306,1821.864277544796
4109_RbTa,1.5587009498917554,RbTa,3486.982913318015,5184.967431346383
4110_Na2Pb2,-0.1562603921855645,NaPb,2540.203016132933,1670.164950608008
4111_Ba5V,0.5603798148423765,Ba5V,3020.719816859675,2375.972661818808
4112_Pd2Rb,0.1444467522241363,RbPd2,4002.224547933376,7426.982465761875
4113_Cu2Mo2,0.2552253731582725,CuMo,2081.246002783943,3785.918513223732
4114_Ag2Nb,0.3134987729553824,NbAg2,3397.415970657081,3627.517559296219
4115_Al2In,0.2284985677949282,Al2In,2756.472059771876,1680.277682218751
4116_BaIn,-0.3942991436374097,BaIn,3136.609490570901,2163.390509429099
4117_CaGe3,-0.0378530245933212,CaGe3,5082.520794734843,1837.863084209955
4118_Mo2Nb2,0.3806547880258044,NbMo,5401.004933216087,7021.88807643546
4119_Al5K4,0.221806964842009,K4Al5,1653.687854640391,4328.646987704223
4120_Cu8Sb4,0.4144417011578489,Cu2Sb,4682.506871554177,2429.644929516339
4121_NaP3,0.3117392660306839,NaP3,1821.49422846666,4187.637167718485
4122_Al2Sr6,0.03583471460575,Sr3Al,3957.964297668133,2813.818690513948
4123_Au2Pb4,0.2124181947602489,Pb2Au,2184.521191736933,1542.260595868466
4124_Al3Ta,-0.3367066690608897,TaAl3,2083.646985046602,3625.512204538699
4125_InRh4,1.09674590170157,InRh4,3221.810272775625,6691.383633462502
4126_Ba4Cu2,0.0315725948119934,Ba2Cu,2736.947368421052,2149.684210526316
4128_Mn8Sb4,0.1912105869806796,Mn2Sb,4911.608307669154,2641.0433797255
4129_Al5Fe,-0.0528174990306299,Al5Fe,1834.209013237889,1117.104506618944
4130_Au3Na,-0.1153779668336403,NaAu3,1100,981.2753189553666
4131_W3Sb,0.5330850639774898,SbW3,7162.761406844107,4137.238593155894
4132_AuV5,0.1040210577935312,V5Au,2340.621364960404,2353.40512541135
4133_Ir6Ta6,-0.5934999130302536,TaIr,3948.318030356982,7014.927353292196
4134_Sb4Ge2,0.2734004992760119,GeSb2,7302.631578947367,3055.364372469635
4135_Sm3W,0.0611845420881635,Sm3W,8776.129276129275,3447.457947457947
4136_CuYb,-0.2513605341934943,YbCu,7378.093378306408,2670.246760163323
4137_Pb5P,0.1470081182557236,PPb5,2679.679319049647,1895.797495908808
4138_Na4P2,-0.2091135756894007,Na2P,1462.250684468887,2351.503498396535
4139_Ag4Ba8,-0.1623410645895558,Ba2Ag,2492.414401046527,2046.207200523264
4140_In6Rh2,-0.0876610181800892,In3Rh,3276.997135413465,3380.1718751921
4141_Ga8Pb,0.0497634616121622,Ga8Pb,4741.605053177584,1872.914466184914
4142_Au3As,0.1491817017053591,AsAu3,1347.555189759044,1337.575258762333
4143_Cu8In16,0.0794970944309702,In2Cu,2931.53194943755,1891.62704395222
4144_AuSb3,0.7712758898898024,Sb3Au,5517.819755517264,2559.23050194727
4145_Nb2As2,-0.4643435125399362,NbAs,6178.621169128056,6657.188771502821
4147_AgSn,0.0310844222511628,AgSn,1933.495102353183,1504.785014621883
4148_GeI,0.1217367740047419,GeI,5045.611652380044,3744.315520244686
4149_Ba4Ni2,0.1227738676787139,Ba2Ni,2647.854460541765,2159.141784216706
4150_Mo2Ni6,-0.1130121420144583,Ni3Mo,1493.772153685646,2840.238702861037
4151_AuSb3,0.22864339001835,Sb3Au,5517.819755517264,2559.23050194727
4152_MoP5,0.2074013164390062,MoP5,2153.008979230036,5176.504489615018
4153_Mo2Rh2,-0.0742199523069722,MoRh,2814.011883598069,6697.290107143485
4154_Cu2Ni2,0.0196414447752104,CuNi,1311.909253481283,1500
4155_CaK,0.4978925186275535,KCa,2813.611017438299,4314.735091182589
4156_Fe2Ga2,-0.0016789232952305,GaFe,4121.308772935779,1677.630447247706
4157_GaMn3,0.208263872388593,Mn3Ga,2759.388682734612,1829.727914941913
4158_Sn4W2,0.4186146885247837,Sn2W,4520.18231021222,2778.293690357499
4159_In4Mn2,0.3757935799507077,MnIn2,2971.808873152856,1961.389279194454
4160_InRh,-0.4304722861100893,InRh,3252.735694585104,4835.85832489373
4161_AuGe,-0.0203678673486198,GeAu,2231.604475112029,1242.486673238292
4162_TaSb3,0.1410275166388412,TaSb3,6044.898557722831,3863.775360569291
4163_AlBa3,-0.0290267904209771,Ba3Al,2913.946747801135,2220.093408672482
4164_Sn2W4,0.550858656015072,SnW2,5926.12101400111,3641.028804046136
4165_Ba2W2,0.7883000138159826,BaW,5289.649932900952,3444.824966450476
4166_Pb2Ta4,0.7310696243836764,Ta2Pb,2445.634541364357,3707.740939767325
4167_Mn3Ta,0.0919242943004228,TaMn3,1966.331495378404,3369.992123050301
4168_Fe3Mo4,0.2261068901686473,Fe3Mo4,2400,4114.815117133296
4169_Al3Mn,0.4621942741946689,MnAl3,1600,1323.444034295802
4170_Ni2Ta6,-0.0830495279921201,Ta3Ni,2173.155907406799,4478.011149571105
4172_Al5Mn24,-0.1477738051154592,Mn24Al5,1600,1725.743352231556
4173_PdP8,0.4356433094713152,P8Pd,2360.531790149765,5971.285159528597
4174_Fe8Ge16,-0.0145605955894048,FeGe2,4494.77688004972,1761.168427594779
4176_Mo2W2,0.4080368590916485,MoW,5422.603474158268,4642.912288226464
4178_Ca2Sb4,-0.4487941170993181,CaSb2,7334.720978286166,3131.492464685929
4179_Rh4W2,0.1744026382173255,Rh2W,4992.865923608562,6254.314758591663
4180_Rh2Sb2,-0.180140237805733,SbRh,5747.217975167527,5506.978151963696
4181_Au6Sb2,0.1268491665292348,SbAu3,2261.799933218338,1410.047035253531
4182_TaV,0.3810899222485702,TaV,2519.680176815342,4492.447752458522
4183_Au3Ta,0.0805848578988808,TaAu3,1381.321674974673,1890.851970753133
4184_SnW,0.763816548221854,SnW,5273.59444719881,3240.614774417451
4185_Au4V16,0.4755917777020059,V4Au,2218.664253116896,2220.36100340025
4187_Na4Pb2,-0.1531713600703626,Na2Pb,2409.426511658779,1563.909040722757
4188_Mn4Sb8,0.3833065550035227,MnSb2,6740.340579527685,3105.483321784809
4189_Ag2Mo2,0.5144999072780223,AgMo,1764.884042938409,3235.873139549832
4190_KSb3,-0.0872071987377549,KSb3,7300.537912148106,3767.412247393097
4191_CeBi,-20.51942767497456,CeBi,6985.744109649942,4836.033829051231
4194_PbTa3,0.3900547148183602,Ta3Pb,2410.500237026208,3971.248222303438
4195_KBr,-1.9000790488547985,KBr,2774.318731654766,6998.565237814732
4196_Ni2Sr2,0.1953395257108292,SrNi,2916.324820556422,2398.277259635823
4197_Rh2As6,0.2374773535485985,As3Rh,3268.594803984371,5256.207840625165
4198_Al5Fe,-0.0580412148693868,Al5Fe,1834.209013237889,1117.104506618944
4199_Sm4Sb8,-1.2011228798766862,SmSb2,8510.785010663147,3285.477810500661
4200_Sr3Br,-0.6682952205881987,Sr3Br,3990.195002975808,3909.15498710483
4202_V2Br2,0.2049389206913092,VBr,3300,5537.360474758399
4203_V4As2,-0.3354524045812148,V2As,3300,3654.252208370144
4204_Ag5Pt5,0.037224391652122,AgPt,3968.955630624237,6358.362408327122
4205_MnRh3,-0.0543841615570341,MnRh3,2958.284687463482,7063.353163920995
4206_PbSb3,0.2203488826656587,Sb3Pb,6017.942984907771,2820.905533817775
4208_Sb8P4,0.2323574671258956,Sb2P,7234.246452566016,3591.827293328437
4209_PdGe2,-0.0960783464424916,Ge2Pd,4412.109654350417,4479.110051648789
4210_Mo2W4,-0.0028610466844322,MoW2,6048.091109097969,4506.936715413485
4211_AgSr3,-0.1333091971026072,Sr3Ag,3327.110913062454,2534.459153633309
4212_Fe16W8,0.5076754801286446,Fe2W,5261.516597299767,3203.999593949854
4213_CaSb,-0.8106477564381542,CaSb,6909.429182268688,2929.478861577627
4214_Nb2W,-0.0367783325701296,Nb2W,7754.002594218422,6562.007782655268
4217_Mo3Nb,-0.0921436769856338,NbMo3,3888.546493678741,6154.084053750097
4218_PbP3,0.5421844827604634,P3Pb,2483.27128652914,2821.721077791197
4220_IrSm3,-0.5846968306787721,Sm3Ir,8304.80089290017,4892.798660649747
4221_Au2Mn,-0.089335500206479,MnAu2,1161.195780750309,1097.913249200495
4222_Ag4Na2,0.0165116819565905,NaAg2,1190.369816032596,1313.328344293365
4223_K8As8,-0.713846988178084,KAs,2751.347703339505,5097.304593320991
4224_FeMo2,0.1637340308112816,FeMo2,2400,4420.817438692098
4225_CsMn,1.377763715437709,CsMn,4713.144708285081,4771.63813063576
4226_Au2V6,-0.0374003777432081,V3Au,2061.184918074624,2048.565365172317
4227_Sn3Sb,0.0335006972881908,Sn3Sb,3950.369331854611,2058.615999497792
4228_Mo3Nb,-0.0910283442660997,NbMo3,3888.546493678741,6154.084053750097
4229_MoP3,-0.0003381909733004,MoP3,2203.196752562619,5201.598376281308
4231_AuBa,-0.7055677220240955,BaAu,1880.515463640283,1534.03689617493
4232_Fe2Bi6,0.3530065572768315,FeBi3,5062.80935379186,5623.766561187089
4233_Ir2Ni2,0.1240748108296081,NiIr,4447.352122510664,7322.19469579579
4234_CaW3,0.877911644159294,CaW3,6789.98948610374,4110.313084222733
4235_Ag3Na5,-0.0012180582987706,Na5Ag3,1173.78909062428,1164.101815618522
4236_Pd2Sm2,-1.1902433094897784,SmPd,6889.02562504868,5130.75784718436
4237_Mo3P,0.0348839204519695,Mo3P,2361.136301029629,5280.568150514814
4238_Mn3Sb,0.1085140340628285,Mn3Sb,4276.752387301108,2479.810130108218
4239_Sr3Ta,0.8742473959707291,Sr3Ta,3425.338288270141,3733.890042691446
4240_Fe2Nb2,0.0324283104462974,NbFe,6209.90696019089,6021.854345149605
4241_Au8Rh4,0.1711982711978444,RhAu2,1534.953188966757,2449.843963222522
4242_PtV5,-0.0809234845314452,V5Pt,4254.18610622922,5872.209457048433
4245_Cu2Mn,0.4952616009620237,MnCu2,1600,1590.542270096126
4246_AuW4,0.4205974914697705,W4Au,5753.545382336948,3602.830468086767
4247_MnRh3,0.0642769134889844,MnRh3,2958.284687463482,7063.353163920995
4249_AuRh,0.2785169400110483,RhAu,1820.645809796977,3402.152699323257
4250_Ba4Ca2,0.0320475488332038,Ba2Ca,3114.606077551695,2198.12793106516
4252_AlCu3,-0.1649203732823112,AlCu3,1600,1438.007545706652
4253_Au2Ge4,0.152505619377352,Ge2Au,2882.854980205806,1382.040352901244
4254_CaBi,-0.6500097699602416,CaBi,5074.714685391056,5275.868631614111
4255_Au2Mn,-0.0971041462008267,MnAu2,1161.195780750309,1097.913249200495
4257_Fe2Sb2,0.4179474835499421,FeSb,6170.614566031361,2771.13256946595
4258_Al5Ni,-0.1007123025640458,Al5Ni,1418.099993887948,1151.58333842671
4260_MoW,-0.0115632644363721,MoW,5422.603474158268,4642.912288226464
4261_Mo4W16,0.9989554266022864,MoW4,6469.115842656081,4415.409599422591
4262_Ba2P,-0.7444133013472781,Ba2P,2898.655273338683,2583.765234651687
4263_Ag2Sr,-0.1945276093546164,SrAg2,2066.505536062532,1862.136285900017
4264_MoBr3,-0.3920457264089467,MoBr3,3042.751421114726,6442.669193092846
4265_Ba2Ni6,0.6240558499667035,BaNi3,1876.348724598541,1850.539489839417
4266_IrMo3,0.0075335950078798,Mo3Ir,3641.305774346561,6821.600626618365
4267_Ba3Ge,-0.2287610492721032,Ba3Ge,3344.74775133558,2240.043869332942
4268_In4W8,0.5404186690897484,InW2,6119.526713064096,3752.678767580384
4269_AuNi2,0.1135973976274199,Ni2Au,1062.657693037163,1186.711534814186
4270_Mo2V6,-0.0734245459992521,V3Mo,2952.900634937863,4132.765326242289
4271_MnBr2,-0.985413620866448,MnBr2,2865.092449083288,5595.277347249865
4272_RbW,3.473318277164075,RbW,6682.63897295214,4839.513745981365
4273_AgSr3,-0.1419343204578349,Sr3Ag,3327.110913062454,2534.459153633309
4274_Fe8W4,1.27481575434075,Fe2W,5261.516597299767,3203.999593949854
4275_Ta2P4,-0.5957414793266563,TaP2,2223.488642049399,4876.511357950602
4276_V8As16,0.0624888650882127,VAs2,3300,3847.772763562164
4278_CuTa3,0.1501830417095071,Ta3Cu,2226.644195306503,4454.179777873514
4279_Fe4W2,-0.0117364097206985,Fe2W,5261.516597299767,3203.999593949854
4280_Al10Ta20,-0.0910167770230183,Ta2Al,2251.431783012288,4536.34396492385
4281_NiGe2,0.066839860205236,NiGe2,4062.673858454093,1784.899893809683
4282_AlSn,0.0668889507328112,AlSn,2414.803667671611,1488.882200602966
4283_Cu2Mn2,0.2471525421194602,MnCu,1600,1639.102387161073
4284_MoW5,0.0012216927512819,MoW5,6565.257993971274,4394.509131745374
4285_In2Mn,0.2163870694935195,MnIn2,2971.808873152856,1961.389279194454
4287_Ba4W2,1.4642914263667777,Ba2W,4603.859592491941,3101.92979624597
4288_AuYb,-1.0277863141157448,YbAu,5028.405930544438,1982.10148263611
4289_K32Ge32,-0.2314262604501489,KGe,4040.325564287267,3754.520697021522
4290_Mo2W2,-0.0119251779004159,MoW,5422.603474158268,4642.912288226464
4291_MoBr,0.9804332898592608,MoBr,2808.962489479311,6027.044425740998
4292_Au6Mn2,-0.0405193873597822,MnAu3,1142.532389001626,1068.051822402603
4293_KP2,1.0624264301844708,KP2,1883.91910189183,5912.566286757185
4294_Cr2As4,-0.4620956065782605,CrAs2,3248.477724605664,4025.761137697168
4295_AuAs5,0.4915406082243644,As5Au,2541.872407727783,2966.189646901523
4296_Ba5Rh,0.0985829817622795,Ba5Rh,3026.067187180392,3042.914834641162
4297_Ca2Br2,-0.6922187046404753,CaBr,3500.420063009451,5096.219432914937
4298_MoW5,0.4405019749326466,MoW5,6565.257993971274,4394.509131745374
4299_Ga2Ge6,0.2415807844033328,GaGe3,5348.478843566504,1900
4301_RhW4,1.1430705070741864,RhW4,6533.511876607113,4754.212120145706
4302_Rh2As4,-0.1859461427662717,As2Rh,3259.285448352455,5628.582065901824
4303_AuRh3,0.1418375503469873,Rh3Au,2382.037485024044,5273.458283413479
4304_Mn2Rh2,1.0151847718994276,MnRh,2643.113926515019,5842.066465245696
4305_InPd,-0.4227868516602266,InPd,3251.897956047334,4886.122637159981
4306_K3V,0.8623195553608953,K3V,2184.475416735023,6049.37088525432
4307_Au3Nb,-0.0066006916361915,NbAu3,2105.412535908005,2059.7591594706
4308_Al2Mn4,0.3858038264970271,Mn2Al,1600,1642.279666096743
4309_SrBr,-1.4833767957406825,SrBr,3770.726582459827,4860.184809340752
4310_Ca2Mo2,0.4960835738562963,CaMo,2841.978267582232,4180.321722125013
4311_NaTa,1.0824819908627168,NaTa,2164.724717415356,4315.26357073836
4312_CeSm,0.2714352747135438,CeSm,9500,3100
4313_Rh3Ta,-0.4051768741573873,TaRh3,2867.418953365569,6817.489611966465
4314_Ag2Al4,0.1908437062868871,Al2Ag,1333.381082158326,1266.618917841674
4315_Mo3V,0.3792234579534757,VMo3,2535.338136122316,5014.28615707511
4316_Cu3Ta,0.2003392939363832,TaCu3,1940.872790968268,3106.971728850407
4317_Ag4Nb2,0.2673313436111317,NbAg2,3397.415970657081,3627.517559296219
4319_Pd8Sn16,-0.5596961660742501,Sn2Pd,2785.702652396464,3580.828292228944
4320_TaSb3,0.4794987944840185,TaSb3,6044.898557722831,3863.775360569291
4321_MoW2,0.4640619945655662,MoW2,6048.091109097969,4506.936715413485
4322_K2Sn6,0.0649611003597767,KSn3,2510.966724801842,2153.984823455203
4323_Au4Na2,-0.3609220344025997,NaAu2,1100,972.4292322650427
4325_Au4Ba2,-0.5351719339405504,BaAu2,1591.136603966323,1336.040834292747
4326_VAs7,0.4766247840716735,VAs7,3300,3946.879930871559
4328_AuCu,-0.0597546096257533,CuAu,1221.96340515148,1121.96340515148
4329_Na5Pb,-0.0854004033022069,Na5Pb,2129.089514690871,1336.135230686333
4330_Mo2P,-0.2007091096885993,Mo2P,2344.405224803878,5272.202612401939
4331_Rh3Ta,-0.3658550965484686,TaRh3,2867.418953365569,6817.489611966465
4332_Fe3Ge,-0.1030593229876171,Fe3Ge,3277.093785781201,1551.223066514
4333_MoSr3,0.9261985218621888,Sr3Mo,3718.695652173913,3615
4334_CuSb3,0.2871325776202331,CuSb3,6966.42834156511,3118.446642694239
4335_Fe3K,1.8156021498517223,KFe3,2267.548889748168,2497.452056372327
4336_In16Sn4,0.0915696363380483,In4Sn,3156.229086718964,1917.845192410836
4337_Al12As17,0.0631815920846978,Al12As17,2955.435298915023,3391.944645144159
4338_VP3,0.3957803432569173,VP3,2460.327175924426,4498.033693021905
4339_AlCu2,-0.20682742671996,AlCu2,1600,1412.439414174654
4340_W2P2,0.2953934385766779,PW,6279.055454556957,4415.351127270887
4341_Mo12Rh12,-0.0368725320621348,MoRh,2814.011883598069,6697.290107143485
4342_InSn,-0.0829382529904796,InSn,2944.166866499948,1796.666780857113
4343_AlK4,0.4386963169198887,K4Al,1685.286120211544,6287.739453115709
4344_FeNb,0.3091984780758707,NbFe,6209.90696019089,6021.854345149605
4345_MoP3,0.3445089633266329,MoP3,2203.196752562619,5201.598376281308
4346_KV3,1.2695272567403224,KV3,2974.049774180035,4174.131786322418
4347_AuV,0.1783313605397838,VAu,1552.067980086602,1493.165069185384
4348_Cu3Br,0.1835211112072219,Cu3Br,2102.091357349321,3094.878429227254
4349_Ir3Ta3,-0.4347810583230007,TaIr,3948.318030356982,7014.927353292196
4350_Au2Ni2,0.1379700411721982,NiAu,1077.042397278864,1114.788013605681
4351_BaRh3,0.3275921122123266,BaRh3,3138.424391342997,6245.09515327541
4352_Mn2Rh4,0.0299697213341948,MnRh2,2862.890914902488,6693.70229524714
4353_Ba7P,0.046327332024564,Ba7P,2968.784717933414,2387.402789786442
4354_Fe3Bi,0.3277642144979555,Fe3Bi,4009.610549794245,3953.175354846044
4355_Mo6Rh18,-0.182751220239588,MoRh3,3010.328018949405,7359.857063954242
4356_Fe5Sb3,0.3266920626745477,Fe5Sb3,5517.182954360322,2533.521074312845
4357_Au2Fe2,0.2273726575768231,FeAu,1387.164469122851,1088.358298191647
4358_Cu4Ir,0.4572899932894181,Cu4Ir,3279.311426273687,4772.504317866672
4359_MoPd,0.0242015109187416,MoPd,2820.715556434078,6719.915002965014
4360_Mn4W2,0.2035748244125805,Mn2W,4979.916980373802,3364.776379802686
4361_EuNb,0.6517027106079185,EuNb,9120.58955435933,5262.639540151814
4362_PbGe2,0.2158120200137189,Ge2Pb,3771.629596005447,1841.216522923286
4363_Al4Sr2,0.2809149352770609,SrAl2,3209.034105666408,2237.718542820314
4364_Al3Ni,-0.2242332681677492,Al3Ni,1347.804780823877,1210.16268264677
4365_Ba2W2,1.030850390101512,BaW,5289.649932900952,3444.824966450476
4366_NbV2,0.0481065601878126,NbV2,5780.182317947724,5975.573945561097
4367_PbGe,0.229419473115144,GePb,3374.899942824472,1825.957690108634
4368_Mo17Pd12,0.2563564100439517,Mo17Pd12,2751.315327955103,6485.689231848474
4369_Rh4Ge2,-0.2143445395982084,GeRh2,3747.830677569841,6408.682317535221
4370_Rh3Sb,-0.2063562446620768,SbRh3,4529.391964485867,6698.892970928727
4371_Pb6Sb18,0.1200002632881756,Sb3Pb,6017.942984907771,2820.905533817775
4372_Au4Fe,0.0940818174179668,FeAu4,1186.046615785659,1026.475881780203
4373_Ca2As6,-0.953861079987993,CaAs3,3390.79650268008,3621.681238832998
4374_Fe3W,0.042603553216491,Fe3W,4806.727854855923,2917.284951974386
4375_BaAs,-0.9919125426882248,BaAs,3105.896952912763,2900.082733172327
4377_MnPd3,-0.1615328336668762,MnPd3,2965.095320046368,7089.744365179674
4378_Au2As4,0.0144955617245739,As2Au,2050.535623464517,2296.184941087978
4380_Pt2As4,-0.4910888935308979,As2Pt,4544.276473412361,6884.459097455928
