file_name,formula,space_group,value_per_atom
275_V4W4,V4W4,Pnma,0.2378765211926374
278_Al12Sn4,Al12Sn4,Pnma,0.1373679800708411
279_Ba2Cu4,Ba2Cu4,Cmcm,0.1679982061833745
281_YbBi,YbBi,F-43m,-0.1419430461440991
282_V2W,V2W,Immm,0.1508598416056431
287_Ca12Mo4,Ca12Mo4,Pnma,0.6399058390486374
288_As2Br6,As2Br6,I4/mmm,0.3046454324844947
307_NbW3,NbW3,Pmm2,0.4627843224115704
310_Ba6Sn2,Ba6Sn2,Cmcm,-0.1445053251641583
311_Fe3Pd,Fe3Pd,Fm-3m,0.0705064552450434
313_AgSn,AgSn,P4/mmm,0.0409468929222187
314_Mo3Ta,Mo3Ta,P4/mmm,-0.1259140954870599
318_Sb3Ge,Sb3Ge,Pmmm,0.2645231169142601
320_AuGa3,AuGa3,P4/mmm,-0.044392137011382
323_TaYb,TaYb,F-43m,3.229303225683664
330_FePd3,FePd3,Pm-3m,1.3101389883025163
335_Cu3Sb,Cu3Sb,Fm-3m,0.1292163677066637
347_SmTa,SmTa,P-6m2,0.266372281515423
351_Cr3Rh,Cr3Rh,Pm-3m,0.1470079694940231
354_CaCr3,CaCr3,Cmmm,0.7352797838408138
355_Cr3Sr,Cr3Sr,P4/mmm,0.6730755965588244
356_Ag3Ca,Ag3Ca,P4/mmm,-0.1590576046828498
357_CeGa3,CeGa3,Fm-3m,-0.2983194587045221
359_As6Br2,As6Br2,Pm-3n,0.7613573160563023
368_CaW3,CaW3,P4/mmm,0.7743857544767856
372_Ag4Al8,Ag4Al8,P-1,-0.0227212694995966
374_Al6Rh6,Al6Rh6,Pmmm,-0.7530327867590891
376_Mo3Sr,Mo3Sr,Cmmm,0.7041883060347418
381_Sb4Ge2,Sb4Ge2,Cmcm,0.2403865894397162
384_CrAs3,CrAs3,I4/mmm,0.5987397938903678
387_FePd,FePd,Fm-3m,0.4812580703488791
400_Ga3Na,Ga3Na,I4/mmm,-0.0132315287682867
402_GaNa3,GaNa3,I4/mmm,0.0194563733445729
425_CsYb,CsYb,P-6m2,0.2133070813367397
452_AgAl2,AgAl2,I4/mmm,0.0093127224340404
463_Ni3Sb,Ni3Sb,P4/mmm,0.0449342540232127
470_P24As5,P24As5,I-43m,0.2436816057725621
472_Ca4P2,Ca4P2,Pnnm,-0.8954120405437109
480_Ag6Al6,Ag6Al6,I4mm,-0.0217492147153629
489_In2Br2,In2Br2,Cmcm,-0.8172334018909813
490_Cu5Ge,Cu5Ge,P4/mmm,0.0655166744716565
493_Fe3Na,Fe3Na,Fm-3m,1.1195761482720776
499_Cu2Ga4,Cu2Ga4,Pnnm,0.0312333231286986
509_Pt3As,Pt3As,P4/mmm,-0.0044009473790387
517_AlNi,AlNi,P-6m2,-0.4930291561301398
521_CuGe,CuGe,P4/mmm,0.1750219402579942
533_Ga12P17,Ga12P17,I-43m,0.0434574895154503
535_MoTa2,MoTa2,I4/mmm,-0.1505603280492735
536_KSn3,KSn3,P4/mmm,-0.1798566029982073
537_Fe2Ga2,Fe2Ga2,I4_1/amd,0.124064853796499
539_FePt3,FePt3,P4/mmm,0.1689510602908326
542_Fe12Mo17,Fe12Mo17,I-43m,0.1109067026742717
547_AgAl3,AgAl3,I4/mmm,0.032289277011491
551_Ca12P12,Ca12P12,Pbcm,-0.942817899372234
560_Ir4As12,Ir4As12,Im-3,-0.42536219858306
562_Mo2W4,Mo2W4,C2/m,-0.0005864744588208
569_CuNi,CuNi,P-6m2,0.0094961468601439
573_Fe3Ga,Fe3Ga,P4/mmm,-0.081774550841752
578_Cu5Ge4,Cu5Ge4,I4/mmm,0.1404388175606143
583_InBr5,InBr5,Amm2,-0.2712177359377226
589_Ni2P6,Ni2P6,I4/mmm,0.3413307033604384
594_AlP2,AlP2,I4/mmm,0.0056815618477751
599_Ag2Na,Ag2Na,Immm,-0.0121683720273303
601_VGe3,VGe3,P4/mmm,0.1048692303345815
602_W2As2,W2As2,P4/nmm,0.3709171496726551
606_Ni3Np,Ni3Np,Pm-3m,0.1401342863873935
609_GaP2,GaP2,Fm-3m,0.4456024952488941
613_IrAs,IrAs,Fm-3m,0.2667370160346731
620_K2As2,K2As2,P4/nmm,0.3860607131950981
622_Fe2Pb2,Fe2Pb2,Fd-3m,1.216375423914755
628_FeIr2,FeIr2,I4/mmm,0.019241553324246
632_Nb4I16,Nb4I16,Cmc2_1,-0.5914529900423056
633_Fe4V12,Fe4V12,Pnma,0.0347610532886228
640_SrW,SrW,Pm-3m,1.9908134049990984
645_CaBr3,CaBr3,Immm,-1.3581370482902582
655_PdRh2,PdRh2,I4/mmm,0.0668231722260811
663_Ni2Sn,Ni2Sn,I4/mmm,-0.1294440506136401
666_Ag3Ta,Ag3Ta,Fm-3m,0.4492187079928644
671_NpPd,NpPd,R-3m,0.0703951164883882
672_Ba2Ta4,Ba2Ta4,Cmcm,0.787986574164344
674_Fe2Ir,Fe2Ir,I4/mmm,0.0969417910180017
678_Na4Pt8,Na4Pt8,Pnma,-0.0907200855774921
682_Fe2Ga2,Fe2Ga2,P4/nmm,-0.0545204992194774
688_AuV,AuV,Fm-3m,0.5982158839355014
700_BaV2,BaV2,I4/mmm,0.8428249004638602
710_K2Ge2,K2Ge2,Cmcm,-0.1416724648632179
711_CrNb,CrNb,Pm-3m,0.0374160302242572
713_Ir18Ta6,Ir18Ta6,Pmmn,-0.5508677004764083
715_Mo2Sr2,Mo2Sr2,P4/nmm,0.547790505542185
717_TaBi,TaBi,F-43m,1.5440836077559703
722_Al14Th4,Al14Th4,Pbam,-0.3544823034813247
730_Ni3Ta,Ni3Ta,Fm-3m,-0.1871286724374261
732_AgSn2,AgSn2,I4/mmm,-0.0005459262697555
737_NiBi3,NiBi3,Fm-3m,0.3715862485464503
741_Cr6Ge2,Cr6Ge2,Pm-3n,-0.2224477129566402
743_Al4P2,Al4P2,I4/mcm,0.1063656280243972
745_CaCr3,CaCr3,Pmm2,0.7852050754029234
753_Ir2V4,Ir2V4,I4/mcm,-0.1734783621908313
766_Au3Ga,Au3Ga,P4/mmm,-0.0407151590716394
768_Mo8Nb16,Mo8Nb16,Fd-3m,0.217704353426722
775_MoI,MoI,F-43m,1.3140727451876053
776_As17Br12,As17Br12,I-43m,0.0012304841898449
783_Fe2Ir2,Fe2Ir2,P4/nmm,0.0966810213421247
788_CrTa3,CrTa3,Immm,0.0310400462610473
795_MoSr2,MoSr2,I4/mmm,0.9515306066991656
800_Fe3Pd,Fe3Pd,Pm-3m,0.0678074179691172
823_Nb2V,Nb2V,I4/mmm,0.0508710542785048
825_IrV5,IrV5,P4/mmm,-0.2488146422955945
832_Ni6P2,Ni6P2,I4/mmm,-0.3125298444586937
837_Mn2W2,Mn2W2,Fd-3m,0.151687813937281
923_Ca4P6,Ca4P6,Fdd2,-0.7364136415173135
928_CaMo3,CaMo3,Pmmm,0.7670388591526027
934_Nb2Pb4,Nb2Pb4,Pnnm,0.527916409969278
935_BaPd5,BaPd5,Amm2,-0.0742184407992028
938_Ca4In,Ca4In,I4/m,-0.0816027239527812
942_Cu2Ga2,Cu2Ga2,Cmcm,-0.0384632138339466
944_Sb5Ge,Sb5Ge,Cmmm,0.3160109171990714
945_RbRh,RbRh,P-6m2,1.0520374114343962
947_Au12Nb12,Au12Nb12,Pbcm,0.0246907527303363
948_Al4Ce,Al4Ce,I4/mmm,-0.3289075421692565
957_BaBr3,BaBr3,P4/mmm,-1.4934390696260131
964_KMn,KMn,P-6m2,1.154798689515636
975_GaW4,GaW4,I4/mmm,0.957071096951836
977_SmW,SmW,F-43m,2.654567875129585
990_Ga16Pt4,Ga16Pt4,I-43m,-0.0780871849600103
991_Ni4Rh2,Ni4Rh2,Pmmm,0.0388150810912032
993_Ba4Ni6,Ba4Ni6,R-3c,0.4805433521371796
1000_Fe2Ga4,Fe2Ga4,I4_1/amd,0.1881841721178313
1001_Ge2Br,Ge2Br,I4/mmm,-0.0034931880682318
1011_Cr2Rh2,Cr2Rh2,P4/nmm,0.0194575353109609
1014_CrRh2,CrRh2,P4/mmm,0.4701862462303445
1015_Cr8Rh,Cr8Rh,I4/mmm,0.4020511085975929
1017_CuGa,CuGa,P-6m2,-0.0550340558600681
1029_AlNb3,AlNb3,P4/mmm,-0.1644287196143619
1043_AsBr2,AsBr2,I4/mmm,0.1637912403107397
1046_Mo2W,Mo2W,I4/mmm,-0.0029383677656393
1047_K2Na4,K2Na4,Pnnm,0.0428438262803355
1056_NiSn,NiSn,P-6m2,-0.1179296850231041
1058_V4W2,V4W2,Pnnm,0.6447502404714527
1072_Fe2Pb2,Fe2Pb2,P4/nmm,0.2930038543888518
1089_MoP,MoP,Pm-3m,-0.4032645725072434
1097_Pb2Sb2,Pb2Sb2,Imma,0.0613678890081708
1100_WSb,WSb,Pm-3m,0.6333799695471152
1102_MoSr2,MoSr2,I4/mmm,0.9492812964603784
1103_NbP3,NbP3,P4/mmm,-0.1665362972477222
1113_IrAs5,IrAs5,F-43m,0.915548865946659
1119_AlPd2,AlPd2,I4/mmm,-0.7924205762264265
1120_Al6Pb18,Al6Pb18,Pmmn,0.1724440600109176
1126_Mn4Sn,Mn4Sn,I4/m,0.2246010467999781
1128_Ni5Sb4,Ni5Sb4,I4/mmm,-0.0100013788182309
1140_CrRh8,CrRh8,I4/mmm,0.4461490079536613
1144_Ce3Sn,Ce3Sn,Pm-3m,-0.5155391190107332
1156_Fe44Mo2,Fe44Mo2,Fd-3m,0.2030259481731812
1158_NaPd2,NaPd2,Immm,-0.0431735977720085
1162_Fe6V4,Fe6V4,Fdd2,-0.0192158893058021
1163_Mo3W,Mo3W,P4/mmm,-0.0041970000888422
1167_AgTa3,AgTa3,Pm-3m,3.130992588674295
1172_CuNi,CuNi,F-43m,1.7193662460175383
1191_CrNb,CrNb,Fm-3m,0.9536186859240008
1194_MnSb8,MnSb8,I4/mmm,0.1924240153271862
1195_Ag5Al3,Ag5Al3,Amm2,-0.0629852474614018
1206_K2Ge6,K2Ge6,Cmcm,0.180561388428706
1208_W16Sb4,W16Sb4,I23,1.0332184323450888
1211_PbSb,PbSb,P4/mmm,0.0827676745746988
1216_Pb16Sr4,Pb16Sr4,I-43m,-0.0826897159433492
1225_FePd3,FePd3,Fm-3m,-0.0160473646052743
1230_Mo5W,Mo5W,P4/mmm,0.4296285247493069
1241_VW2,VW2,I4/mmm,-0.0960441537532806
1245_P17Br12,P17Br12,I-43m,0.0963308127641721
1247_Ba2Ga2,Ba2Ga2,Cmcm,-0.3509398047293142
1250_Ag2Mn,Ag2Mn,I4/mmm,0.2204605998716194
1252_Cr16Nb4,Cr16Nb4,I23,0.5503360172435151
1259_VW3,VW3,P4/mmm,-0.0783489245455051
1268_Ca3W,Ca3W,P4/mmm,0.735085956096504
1284_Cr4Nb4,Cr4Nb4,P2_13,0.3977030851031742
1286_Ta2V4,Ta2V4,Cmcm,0.0447167169141889
1292_CrNb2,CrNb2,Fm-3m,0.6005480090209071
1293_Au3Ir,Au3Ir,Immm,0.3039893633854751
1302_Ir2Pb4,Ir2Pb4,I4/mcm,0.1596593003387981
1303_Ga4W,Ga4W,I4/mmm,0.4929919372029175
1311_FeW,FeW,P4/mmm,0.1734095909487258
1313_Sn4W,Sn4W,I4/m,0.4976734814005475
1397_Cr20W10,Cr20W10,P4_2/mnm,0.1884869986014261
1399_Ni2Sb,Ni2Sb,I4/mmm,-0.0823336954427803
1411_Mo2W4,Mo2W4,I4/mcm,0.6719375937229822
1417_Mn2Sb,Mn2Sb,I4/mmm,0.1825550662347351
1418_Ag4Al2,Ag4Al2,I4/mcm,0.0167224435327266
1420_CaCs,CaCs,R-3m,0.2514498412173807
1428_InV,InV,R-3m,0.4022346652563175
1430_BaCu,BaCu,Immm,0.1183265687375136
1452_In3Br3,In3Br3,Cm,-0.617555666652034
1453_Na3Pd,Na3Pd,Imm2,-0.0211022296641258
1455_SrBi,SrBi,P-6m2,-0.630477073737969
1457_Au2Nb4,Au2Nb4,Cmcm,0.045874804663016
1462_P4Br8,P4Br8,Pa-3,0.1761227743372254
1464_Ir2Mo,Ir2Mo,Immm,0.0889698773702368
1472_SnW4,SnW4,I4/mmm,0.8177328976757025
1474_Ge2Br2,Ge2Br2,I4_1/amd,0.1309502640754578
1482_Cr8P4,Cr8P4,Pa-3,0.095169955832033
1489_Ge2P2,Ge2P2,Cmcm,0.1221786004450189
1492_K6Sn2,K6Sn2,Cmcm,-0.0242253265418126
1494_Fe7Pb,Fe7Pb,Fm-3m,0.3180355931039793
1496_Cu12Ni17,Cu12Ni17,I-43m,0.1192806312733478
1507_Ge2As4,Ge2As4,Pnnm,0.1162548416320869
1509_Fe4Na8,Fe4Na8,Pa-3,1.6118337303855472
1517_Na4Pt4,Na4Pt4,P2_13,0.2332110155064155
1530_NiTa5,NiTa5,F-43m,0.4665004146776101
1533_Ga5P24,Ga5P24,I-43m,0.25576877184418
1539_Ir3As,Ir3As,Pm-3m,0.1955133881348913
1540_Ag3P,Ag3P,Pm-3m,0.1704723993172554
1550_Ag4Al6,Ag4Al6,P1,-0.0121998775051977
1551_Cr16Nb4,Cr16Nb4,I23,0.5528695390018527
1562_NiP,NiP,P-6m2,-0.2095465905788165
1566_NbP2,NbP2,I4/mmm,-0.6500207683252507
1575_AuP3,AuP3,Pmm2,0.0329340208447916
1577_Cr4Sn8,Cr4Sn8,Fddd,-0.0258652017659611
1580_Ag2Br2,Ag2Br2,P2_1/m,-0.4266515631149774
1582_Ga2Pt2,Ga2Pt2,P4/nmm,-0.2834445013076179
1583_Ag3Br,Ag3Br,Imm2,0.1583920348366088
1587_Nb4W4,Nb4W4,Pnma,0.3120608256959514
1590_PtYb,PtYb,Fm-3m,-0.9045942152103312
1591_Ag2Sn2,Ag2Sn2,P4/nmm,0.0140750344839628
1598_IrTh,IrTh,P-6m2,-0.6023029753801623
1599_Eu3Sm,Eu3Sm,Pm-3m,-0.1120561147407701
1604_Cu16Ni4,Cu16Ni4,I-43m,0.3643143718723906
1605_Ge8P4,Ge8P4,Pnma,0.2090046404551131
1608_Ag4Sn2,Ag4Sn2,I4/mcm,0.0827211942524138
1623_Cr8Pb4,Cr8Pb4,Pnma,0.6935188602294282
1624_Al3Cu9,Al3Cu9,Pmmm,-0.0331233459433093
1627_Al3Sb,Al3Sb,Immm,0.1942464372407792
1629_PtYb,PtYb,Fm-3m,-0.9133928122090472
1632_InBr3,InBr3,Immm,-0.5535261041398845
1634_Cu2Na,Cu2Na,Immm,0.1896229369415631
1638_CrGa,CrGa,Fm-3m,0.5566800946973203
1644_FeV3,FeV3,Immm,-0.1424462107173667
1647_PbSb,PbSb,Cmmm,0.1028825215824067
1649_Ag14Yb4,Ag14Yb4,Cmcm,-0.3354358099427333
1664_NaNi,NaNi,P-6m2,0.4828097023828093
1666_Ba2Fe,Ba2Fe,I4/mmm,0.8109463065854191
1667_Cs4I12,Cs4I12,Pnma,-0.9683357396519788
1668_Ba6As2,Ba6As2,I4/mmm,-0.3480596932121238
1671_Al2In4,Al2In4,Cmcm,0.1496605006122985
1672_Al2P4,Al2P4,I4/mcm,-0.069489045227011
1677_Fe8Ir,Fe8Ir,I4/mmm,0.0635756256994726
1684_FePb2,FePb2,Fm-3m,0.5941554962577266
1687_CrTa2,CrTa2,I4/mmm,-0.0129322637731329
1690_Nb3P,Nb3P,P4/mmm,-0.13740513486802
1697_Ca5Ga3,Ca5Ga3,Cmmm,-0.1228295982076836
1700_Fe2V2,Fe2V2,Imma,-0.078264600413517
1719_Al3Ga,Al3Ga,Cmmm,0.0275824749523612
1721_Al10Au20,Al10Au20,Pnnm,-0.3473274178695784
1731_CrTa,CrTa,P-6m2,0.530166486935034
1736_CrSr3,CrSr3,P4/mmm,0.3991310186583723
1739_Ba12Ir17,Ba12Ir17,I-43m,0.7052706845245339
1744_Na2Pt2,Na2Pt2,P4/nmm,0.0178433983610966
1751_Al2P2,Al2P2,P4/nmm,0.1711348282914704
1756_FePb3,FePb3,Pm-3m,0.9449279199060578
1822_Ca3Mo,Ca3Mo,Imm2,0.7116405846471903
1834_BiI,BiI,P4/mmm,0.2449565880310906
1842_AcAl3,AcAl3,I4/mmm,-0.0211706250433376
1848_MnNi,MnNi,P-6m2,0.0683401008984505
1851_GaNa2,GaNa2,I4/mmm,0.0255243116220409
1856_Cu4Pt4,Cu4Pt4,P-1,-0.1205808597847024
1864_Fe5W,Fe5W,Amm2,0.1370840131538635
1865_Al2K2,Al2K2,Cmcm,0.2493481884250021
1866_NiPa,NiPa,P-6m2,0.4430243120613264
1868_FeSr,FeSr,P-6m2,1.0256503461245172
1873_Al2Sb2,Al2Sb2,Imma,0.181921935434036
1874_Au4Sr2,Au4Sr2,Imma,-0.7626116234560195
1877_CuTh,CuTh,P-6m2,0.1765057819602988
1891_Au5Mn,Au5Mn,Cmmm,-0.0340198901622936
1898_Cr8Sn,Cr8Sn,I4/mmm,0.3679512322402697
1903_CrNb3,CrNb3,Cmmm,0.0724017543079593
1914_Ba3Cu,Ba3Cu,P4/mmm,0.0483975189046881
1918_Ba3Cu,Ba3Cu,P4/mmm,0.0394702967897684
1927_Cu6Pt6,Cu6Pt6,P-1,-0.119603433327993
1928_K2Na2,K2Na2,I4_1/amd,0.0232163659383157
1934_BaV5,BaV5,P4/mmm,0.4324695998630012
1943_Al4Ga8,Al4Ga8,Pnma,0.0662554584094277
1945_RbU,RbU,P-6m2,1.1812050215563366
1946_CrP,CrP,Fm-3m,-0.2154551302781184
1950_Ta10Ge6,Ta10Ge6,I4/mcm,-0.4756011476448218
1951_Ag4Na2,Ag4Na2,Pnnm,0.0165116819565905
1958_Ba2Fe2,Ba2Fe2,P6_3mc,1.432824894896533
1962_K2As2,K2As2,P4/nmm,-0.1601061421490177
1965_CuFe,CuFe,F-43m,1.458478172494921
1968_GaSr,GaSr,P-6m2,-0.1161170499616095
1972_Ga2Pt2,Ga2Pt2,P4/nmm,-0.2900444828879625
1979_Fe2Pb2,Fe2Pb2,P4/nmm,0.5712586162799171
1980_Ir5As,Ir5As,F-43m,0.7876346656538438
1986_SrI,SrI,Fm-3m,-1.1425274083601475
1997_BaTa2,BaTa2,P4/mmm,2.6742888561602256
2000_AlTa8,AlTa8,I4/mmm,-0.0389980449255236
2003_Ba2V2,Ba2V2,P4/nmm,0.7014600764628796
2004_AsBr3,AsBr3,P4/mmm,0.5071995218617864
2016_Ba2Ge2,Ba2Ge2,Cmcm,-0.242087032344104
2022_Cr2As,Cr2As,Fmmm,1.20373859087688
2026_Sr8Bi6,Sr8Bi6,I-43d,-0.9292699023510173
2028_Ag3Al4,Ag3Al4,I4/mmm,-0.0070739792168131
2033_Au2As,Au2As,Fmmm,0.1483135096731356
2039_IrP2,IrP2,Fm-3m,-0.3584518601264636
2045_Ba8Cu4,Ba8Cu4,Pnma,0.0588067267426094
2047_Mo2Pb4,Mo2Pb4,Cmcm,0.836551452064942
2049_Ba4Ir2,Ba4Ir2,Fd-3m,1.2092215221026048
2054_Pt2As,Pt2As,I4/mmm,-0.0340950131970624
2055_Fe2As4,Fe2As4,Pnnm,-0.2726784974914693
2057_BaFe3,BaFe3,P4mm,0.8829292337864798
2059_KNi3,KNi3,Immm,0.7556957670325106
2078_V2Br2,V2Br2,P4/nmm,-0.1457084697899882
2082_BaPd,BaPd,Cmmm,-0.4783613083554825
2086_GaRb,GaRb,R-3m,0.3709528424798503
2088_Nb4Pb2,Nb4Pb2,Cmcm,0.2068769972852896
2090_Cu5Pt7,Cu5Pt7,P1,-0.0938955697698211
2093_CuPb,CuPb,F-43m,0.6068640491029402
2097_Nb2Pb,Nb2Pb,Fmmm,0.2498373527304996
2101_Mo4Nb4,Mo4Nb4,P2_13,0.2752814592945132
2103_BiGe,BiGe,P4/mmm,0.2141530049264015
2112_Ag6Al2,Ag6Al2,Pmmn,-0.0362782632402982
2117_Au6Nb2,Au6Nb2,Pmmn,-0.0529283902520871
2118_Ge5P3,Ge5P3,Cmmm,0.4001806940265355
2124_Fe6Ir2,Fe6Ir2,I4/mmm,0.0352644097519831
2139_Fe3Ir,Fe3Ir,P4/mmm,-0.0482504948414277
2141_P8Br16,P8Br16,Fd-3m,0.5198137568723528
2142_K8P4,K8P4,Pnma,-0.0844143124140514
2152_Fe5Ir4,Fe5Ir4,I4/mmm,0.0052237297287357
2158_Pt3V,Pt3V,P4/mmm,-0.4267483757291694
2161_RbV,RbV,P-6m2,1.6020981680290052
2170_Al3Ta,Al3Ta,P4/mmm,-0.1025082671477601
2174_Au3Cr,Au3Cr,P4/mmm,0.0820446152069775
2175_AgBr,AgBr,Cmmm,-0.2694783941406529
2176_Ag3Sn,Ag3Sn,P4/mmm,0.0184298694863218
2202_Cr3Sr,Cr3Sr,P4/mmm,2.343766949356529
2209_Ag2Mn2,Ag2Mn2,P4/nmm,0.2805958573946263
2215_Fe4Pb8,Fe4Pb8,Pa-3,0.6140265799270838
2218_Ag2Ge2,Ag2Ge2,Cmcm,0.1888974565500993
2220_NaPb,NaPb,Pm-3m,-0.1356066752964104
2277_Ir2Ta6,Ir2Ta6,Pmmn,-0.1797791506566746
2281_Pd2W2,Pd2W2,Cmme,-0.0015386510129893
2297_FePb3,FePb3,Pmm2,0.5456989985477598
2298_KNa3,KNa3,P4/mmm,0.0147303260218272
2299_AgTa7,AgTa7,Fm-3m,0.2645234306889392
2303_Fe5Ga4,Fe5Ga4,I4/mmm,-0.0626809731139369
2304_In2Br2,In2Br2,Cmcm,-0.8192525431939348
2306_CrSn4,CrSn4,I4/m,0.4307053984440863
2309_AgAl,AgAl,P4/mmm,-0.0019810858099353
2315_CuGe5,CuGe5,P4/mmm,0.365069372252232
2316_VBr2,VBr2,I4/mmm,-0.3904989522570818
2318_PbSb,PbSb,P4/mmm,-0.0293366822935872
2321_Ba16Ir4,Ba16Ir4,I-43m,0.2013603867440632
2334_InTa3,InTa3,P4/mmm,0.1709225003421419
2335_Ag5Al,Ag5Al,P4/mmm,-0.0271560507896306
2336_KNa3,KNa3,P4/mmm,0.0129009296420767
2337_AuSr,AuSr,F-43m,-0.3245322540582869
2345_KP5,KP5,Cmmm,0.0256133907113328
2350_Ga16P8,Ga16P8,Fd-3m,0.1995491072058464
2351_Ni4Sb3,Ni4Sb3,I4/mmm,-0.0920022587204028
2358_As5Br4,As5Br4,I4/mmm,0.0661734483483273
2362_AcPa,AcPa,Fm-3m,1.07463545249223
2367_Fe4Na4,Fe4Na4,P2_13,1.7236679830938106
2368_Ga5Br3,Ga5Br3,Cmmm,-0.2414670257688573
2369_RhTh,RhTh,P4/mmm,-0.6000988720301743
2372_Cr3W,Cr3W,P4/mmm,0.0722511074597704
2373_PbV,PbV,F-43m,1.603517914690315
2376_Ag2Al3,Ag2Al3,I4/mmm,-0.0040974382584245
2378_As8Br4,As8Br4,Pa-3,0.4426724631388452
2380_K2Ni2,K2Ni2,Imma,1.102450928894866
2384_Cr12Ta4,Cr12Ta4,Pnma,0.2733236884432699
2403_Mo4W2,Mo4W2,C2/m,-0.0009316232710124
2404_Cu2Ga4,Cu2Ga4,Cmcm,0.0213130779137458
2406_Pb4V4,Pb4V4,P2_13,0.5249129675022628
2413_Cu2Ge4,Cu2Ge4,Pnnm,0.1874929360863107
2428_ThI,ThI,Fm-3m,-0.283583953525361
2431_Ag5Al5,Ag5Al5,P-1,-0.0203045089243822
2451_Fe2V,Fe2V,Fmmm,-0.0807875605078566
2458_CuGe2,CuGe2,I4/mmm,0.1861280920763596
2462_WSb,WSb,Pm-3m,0.6432706149340781
2473_GaPt3,GaPt3,Pm-3m,-0.4367495941875665
2477_Fe3Pa,Fe3Pa,Fm-3m,-0.1268434717063442
2485_W8Sb16,W8Sb16,Fd-3m,0.6432572109632039
2493_In5Br,In5Br,Cm,-0.128083791964323
2500_Ni2Ta,Ni2Ta,Fm-3m,0.370421373180451
2502_NbV2,NbV2,I4/mmm,0.0419119029857265
2508_Fe2Pb2,Fe2Pb2,Pmmn,0.6902663060867562
2509_AuIr3,AuIr3,Immm,0.3788525787842882
2511_Al2V6,Al2V6,Pm-3n,-0.1365881299866016
2525_CrTa,CrTa,Cmmm,0.1368525732847381
2529_Al4Th2,Al4Th2,Fd-3m,-0.4217686015761224
2532_FeBi3,FeBi3,Fm-3m,0.514264870042636
2540_Al2Sb6,Al2Sb6,Cmcm,0.0763948358588573
2545_Fe3Mo,Fe3Mo,Pm-3m,0.0828215338106606
2549_Ag4Ge4,Ag4Ge4,Pnma,0.2566176701607023
2560_FeV,FeV,P-6m2,0.1287259691374238
2563_Ag2Ca,Ag2Ca,I4/mmm,-0.2553668709535663
2566_MnV,MnV,R-3m,0.0886847109767376
2570_Ba2Cu,Ba2Cu,I4/mmm,0.026935741795936
2572_Ba3Rh,Ba3Rh,Pm-3m,0.2455132468116114
2574_Cr6Ta2,Cr6Ta2,Cmcm,0.052600936998294
2575_AlCu2,AlCu2,Immm,-0.1952456041573492
