file_name,formula,space_group,value_per_atom,most_distinct_OFM
2554_InNa2,InNa2,P4/mmm,-0.0224446052402965,False
2555_Cu10Ge6,Cu10Ge6,I4/mcm,0.1407589536416962,False
2556_Au5Cr4,Au5Cr4,I4/mmm,0.3412211310621565,False
2557_RbSr,RbSr,P-6m2,0.1202435620066513,False
2558_AlK5,AlK5,P4/mmm,0.188813268262128,False
2559_Ca2Ga2,Ca2Ga2,Cmcm,-0.4668428153569959,False
2560_FeV,FeV,P-6m2,0.1287259691374238,False
2561_Ag2Mn2,Ag2Mn2,P4/nmm,0.2864868382129435,False
2562_Nb3W,Nb3W,Pmm2,0.3688451667137702,False
2563_Ag2Ca,Ag2Ca,I4/mmm,-0.2553668709535663,False
2564_In2I2,In2I2,Cmcm,-0.5589380872856298,False
2565_Mo2Sr2,Mo2Sr2,P4/nmm,0.5575013792903318,False
2566_MnV,MnV,R-3m,0.0886847109767376,False
2567_BaFe4,BaFe4,I4/m,0.6684947662822196,False
2568_P4As8,P4As8,Pa-3,0.1960957518537416,False
2569_AuSb,AuSb,F-43m,-0.0210635766241136,False
2570_Ba2Cu,Ba2Cu,I4/mmm,0.026935741795936,False
2571_Ba3V,Ba3V,P4/mmm,0.5185583514696126,False
2572_Ba3Rh,Ba3Rh,Pm-3m,0.2455132468116114,False
2573_Cr4Nb16,Cr4Nb16,I-43m,0.7301185064127622,False
2574_Cr6Ta2,Cr6Ta2,Cmcm,0.052600936998294,False
2575_AlCu2,AlCu2,Immm,-0.1952456041573492,False
2576_Ni5U,Ni5U,F-43m,-0.3401739438410741,False
2577_Cr5Na,Cr5Na,Amm2,0.694440626891898,False
2578_Mo2Ta,Mo2Ta,I4/mmm,-0.1710372885367566,False
2579_VW2,VW2,Immm,0.4517394004088544,False
2580_Al2Ta,Al2Ta,I4/mmm,-0.0842983799627745,False
2581_CuGa,CuGa,F-43m,0.4444796102687203,False
2582_Ir6Ta18,Ir6Ta18,Pmmn,-0.2054474219342973,False
2583_Pb24Sr5,Pb24Sr5,I-43m,-0.1749641724387654,False
2584_PdRh4,PdRh4,I4/m,0.0594367766285841,False
2585_Ag4Br2,Ag4Br2,Cmcm,0.0107206331644696,False
2586_Al3Pt,Al3Pt,Cmmm,-0.48119704804955,False
2587_Ir2V2,Ir2V2,I4_1/amd,-0.4387310756536209,False
2588_RhU,RhU,F-43m,0.4477266393935224,False
2589_GeAs2,GeAs2,P4/mmm,0.3266597880528567,False
2590_NaPb4,NaPb4,Im-3m,0.224980428430975,False
2591_Al16Cu36,Al16Cu36,P-43m,-0.2174912665715523,False
2592_Cu8Sn4,Cu8Sn4,I4_1/amd,0.0782940927330499,False
2593_FeBi3,FeBi3,Fm-3m,0.5157329205029795,False
2594_Al2Rh2,Al2Rh2,Pmmn,-0.7783706628848774,False
2595_As2Br6,As2Br6,Pm-3n,0.3903767788982994,False
2596_FeV3,FeV3,Immm,-0.1430951792579371,False
2597_Al2K2,Al2K2,Cmcm,0.2086908182733893,False
2598_Mo2Nb2,Mo2Nb2,Fd-3m,-0.0888018466548317,False
2599_FeIr2,FeIr2,P4/mmm,0.6576265748458093,False
2600_Ag4Al,Ag4Al,I4/m,-0.0423248287951611,False
2601_AlSr3,AlSr3,Immm,0.0081842561815732,False
2602_Ba4Ta2,Ba4Ta2,Pnnm,1.243786268910301,False
2603_Ir3Ni,Ir3Ni,Fm-3m,0.3806097119806306,False
2604_PbAs3,PbAs3,Immm,0.2533125639682092,False
2605_Ba2Cu,Ba2Cu,I4/mmm,0.0251809137808939,False
2606_BaSn5,BaSn5,Cmmm,-0.2591177009516817,False
2607_In2Sn,In2Sn,I4/mmm,0.0116156002191824,False
2609_Au12Nb12,Au12Nb12,Pbcm,0.0229785255657984,False
2610_Mn2V,Mn2V,I4/mmm,-0.0787711534141972,False
2611_FeIr8,FeIr8,I4/mmm,0.0056338130923955,False
2612_Au2Nb4,Au2Nb4,Cmcm,0.0545237198894454,False
2613_Ta2Ge2,Ta2Ge2,Cmcm,-0.062803501917342,False
2614_Ba2V,Ba2V,I4/mmm,0.6647159440825513,False
2615_AuNb,AuNb,F-43m,1.177855591877857,False
2616_Cr2As2,Cr2As2,P4/nmm,0.1704696047224638,False
2617_BaIr,BaIr,P4/mmm,0.4526756073737017,False
2618_Al6In2,Al6In2,Pmmn,0.1591287652795423,False
2619_Ag2Mn4,Ag2Mn4,I4_1/amd,0.8210633157813625,False
2620_Ta2V2,Ta2V2,Imma,0.0268457363837892,False
2621_Ag2Sn4,Ag2Sn4,I4_1/amd,0.0132880567558094,False
2622_Cr2As2,Cr2As2,P4/nmm,0.007682049183618,False
2623_K2P,K2P,Immm,-0.0898814432304263,False
2624_Ca3Rh,Ca3Rh,P4/mmm,-0.2192584044008989,False
2625_FeW2,FeW2,I4/mmm,0.2024333277962119,False
2627_Ni10Ge6,Ni10Ge6,C2,-0.4625513556699081,False
2628_Cr18Ta6,Cr18Ta6,Pmmn,0.2978286892727837,False
2629_Mn3Ni,Mn3Ni,Fm-3m,0.0623150700545078,False
2630_CsBr,CsBr,Pm-3m,-1.8905071260349693,False
2631_MoSr3,MoSr3,I4/mmm,0.8337843536027552,False
2632_P3Br,P3Br,Im-3m,0.5398507092120761,False
2633_Cu4K2,Cu4K2,Fd-3m,0.3710968213036061,False
2634_CuK4,CuK4,Im-3m,0.2296230775695573,False
2635_P3Br,P3Br,Pm-3m,1.0989733360115088,False
2636_Pt7Sb,Pt7Sb,Fm-3m,-0.1405445786563701,False
2637_Ga4Na2,Ga4Na2,I4/mcm,0.1822552724839135,False
2638_InBr3,InBr3,Immm,-0.5575545409714322,False
2639_GaNa2,GaNa2,I4/mmm,0.0128615123752906,False
2640_Fe2W4,Fe2W4,I4/mcm,0.0600058327174698,False
2641_Nb2V2,Nb2V2,P4/nmm,0.0611039957532941,False
2642_Ag4Al4,Ag4Al4,P4/nmm,-0.0290568165324929,False
2643_MnW3,MnW3,Pm-3m,2.350156780098427,False
2644_FePb,FePb,Pm-3m,0.8418730722704222,False
2645_KP3,KP3,Imm2,0.0362569796913732,False
2646_Al2Cu,Al2Cu,Immm,-0.0699907180162859,False
2647_KP3,KP3,Immm,0.0464841365445432,False
2648_KP3,KP3,Cmmm,0.391278674206243,False
2649_Ba5Sn,Ba5Sn,Cmmm,-0.1835240422710799,False
2650_Au2Cr,Au2Cr,P4/mmm,0.335438791843923,False
2651_Ag3V,Ag3V,I4/mmm,0.339459105536597,False
2652_Fe4Pb,Fe4Pb,Im-3m,1.4306924841850814,False
2653_Cs3Sm,Cs3Sm,Pm-3m,-1.2968397139977947,False
2654_Cu3Na,Cu3Na,Pmmm,0.197974552952445,False
2655_Ag4Al4,Ag4Al4,P4/mmm,-0.0168922985582784,False
2656_SnYb3,SnYb3,Pm-3m,-0.5960435130812347,False
2657_Fe2W,Fe2W,P4/mmm,0.8509494361151546,False
2726_PtRb3,PtRb3,Pm-3m,0.0920366423174874,False
2727_V3Sb,V3Sb,Immm,-0.0929562358923776,False
2728_Pd2V4,Pd2V4,Pnnm,0.4185596658639869,False
2729_Rh2Sr2,Rh2Sr2,P4/nmm,0.0519912715488652,False
2730_Ir2Nb2,Ir2Nb2,Cmme,-0.1578713088821608,False
2731_Ga2Ge2,Ga2Ge2,Pmmn,0.1628796890350323,False
2732_Ba2Cu6,Ba2Cu6,Pmmn,-0.0339271808305898,False
2733_AlCu2,AlCu2,I4/mmm,-0.1994923198229224,False
2734_Al6Sr2,Al6Sr2,Pmmn,-0.1886478219166454,False
2735_Rh3P,Rh3P,Pm-3m,-0.1920001455727336,False
2736_PtGe3,PtGe3,Cmmm,0.1019580613747619,False
2737_Al6Rb2,Al6Rb2,P6_3/mmc,0.1995774915215715,False
2738_Ni2Sr2,Ni2Sr2,I4_1/amd,0.34235089547228,False
2739_As4Br2,As4Br2,Cmcm,-0.1734847560270319,False
2740_InNi,InNi,Fm-3m,0.1547548812790036,False
2741_Nb2Rh4,Nb2Rh4,I4_1/amd,-0.1700100294107696,False
2742_CsIr,CsIr,R-3m,1.5664573299213995,False
2743_Al5Sb,Al5Sb,P4/mmm,0.1278443781347231,False
2744_Al4Mn8,Al4Mn8,Pa-3,0.7432819175377622,False
2745_NbV5,NbV5,P4/mmm,0.0327356929548846,False
2746_RhBr,RhBr,R-3m,0.3512356642482972,False
2747_AuBr3,AuBr3,P4/mmm,0.2885409983907767,False
2748_Pb7I14,Pb7I14,P3m1,-0.6754812229012036,False
2749_Al2Ca6,Al2Ca6,P6_3/mmc,-0.1204313542762798,False
2750_SnGe4,SnGe4,Im-3m,0.6338323741281734,False
2751_Ga2P2,Ga2P2,Pmmn,-0.0559402271293123,False
2752_WBr,WBr,P4/mmm,1.6592867558403324,False
2753_IrTa3,IrTa3,Immm,-0.314894706077121,False
2754_Ag7Pt5,Ag7Pt5,P1,0.0114995210897035,False
2755_PaPb,PaPb,P4/mmm,0.0506732141352888,False
2756_Ni2Np2,Ni2Np2,Pmma,-0.1482799245317068,False
2757_Mn12Rh4,Mn12Rh4,Pnma,0.058969951857362,False
2758_Al2Mn,Al2Mn,Fm-3m,0.2460087241998335,False
2759_P2As6,P2As6,Cmcm,0.278215754448178,False
2760_Cu4Nb4,Cu4Nb4,P2_13,0.305104841116413,False
2761_AuK3,AuK3,Imm2,-0.1330414285429428,False
2763_Pd2V2,Pd2V2,Cmcm,-0.0781333125878909,False
2764_IrNb,IrNb,Fm-3m,0.0903267090833637,False
2765_In6Mn18,In6Mn18,Pmmn,0.3412085826997663,False
2766_K2Pd,K2Pd,Immm,0.129418521939176,False
2767_AuBr3,AuBr3,Pm-3m,-0.0229078991777886,False
2768_Ga2Pt,Ga2Pt,I4/mmm,-0.2988789514579319,False
2769_Ba2Br6,Ba2Br6,Pm-3n,-1.669242551351272,False
2770_AcBi3,AcBi3,Pm-3m,-0.604258182904803,False
2771_Ga2Ni,Ga2Ni,I4/mmm,-0.199229187461223,False
2772_CaMn3,CaMn3,Fm-3m,0.6933934960880848,False
2773_AlSm,AlSm,R-3m,-0.4655390373998145,False
2774_Ca2Cu2,Ca2Cu2,Cmcm,-0.159069105587382,False
2775_Au5Sb,Au5Sb,F-43m,0.1474496383974006,False
2776_Al4Ce2,Al4Ce2,P4_2/mnm,0.5630563836845214,False
2777_Ga3Rh,Ga3Rh,P4/mmm,-0.1772789533942713,False
2779_Nb3Br,Nb3Br,Pmm2,0.4093369088389451,False
2780_Nb6Rh2,Nb6Rh2,I4/mmm,-0.0742120441850051,False
2781_Ac2Al6,Ac2Al6,P6_3/mmc,-0.3916821840667923,False
2782_W3P,W3P,I4/mmm,0.3408790440879965,False
2783_Pd2Rb2,Pd2Rb2,P4/nmm,0.1182580533488639,False
2784_Ga2Rh,Ga2Rh,I4/mmm,-0.3544554391462562,False
2785_In10Mn6,In10Mn6,I4/mcm,0.2701433455977424,False
2786_AlPd,AlPd,Pm-3m,-0.8944008535151085,False
2787_CaCu,CaCu,F-43m,0.5358766060288009,False
2788_Rh6Sb2,Rh6Sb2,Cmcm,-0.1057183546171485,False
2789_PtBi,PtBi,Fm-3m,-0.1674619481740151,False
2790_Al4Sb2,Al4Sb2,I4_1/amd,0.2113444936483244,False
2791_EuI,EuI,Fm-3m,-1.3246680484950362,False
2792_AlNi5,AlNi5,Amm2,-0.2226364434127994,False
2793_Mo2Rh6,Mo2Rh6,I4/mmm,-0.1970149649820438,False
2794_Ga5Pt,Ga5Pt,Amm2,-0.1300824104031785,False
2795_Al4Br2,Al4Br2,P4_2/mnm,0.438326157140616,False
2796_Mo12Rh12,Mo12Rh12,Pbcm,-0.0396063645746629,False
2797_Al2Na2,Al2Na2,Cmme,0.1064447917505271,False
2798_Pd5Sr,Pd5Sr,P6/mmm,-0.3878520724166066,False
2799_AlIn5,AlIn5,F-43m,0.2243869260860869,False
2800_AlNi3,AlNi3,I4/mmm,-0.4061829382830826,False
2801_Al6Sb2,Al6Sb2,I4/mmm,0.1692057428212972,False
2802_AlGe,AlGe,Pm-3m,0.1840861531470681,False
2803_Al4Cr2,Al4Cr2,P4_2/mnm,0.4176790432707804,False
2804_W8Br,W8Br,I4/mmm,0.7470870496898164,False
2805_Pb8As4,Pb8As4,Pa-3,0.0584784500907259,False
2806_K5P4,K5P4,I4/mmm,0.2907193213798378,False
2807_Al2Na,Al2Na,I4/mmm,0.0959789052882354,False
2809_NiSb,NiSb,R-3m,-0.1463381743154652,False
2810_NaPd4,NaPd4,I4/m,-0.0089418085954619,False
2811_K3W,K3W,Pm-3m,1.6473001131057847,False
2812_PaSb3,PaSb3,Pm-3m,-0.6304449468362288,False
2813_InRh3,InRh3,P4/mmm,-0.0658287898524747,False
2814_AlNp3,AlNp3,Fm-3m,0.1203439799043923,False
2815_Na5Pd,Na5Pd,P4/mmm,-0.0216217788593574,False
2816_Pt4As8,Pt4As8,Pa-3,-0.8481429737237084,False
2817_Ir2Ni6,Ir2Ni6,Pmmn,0.0250427970848559,False
2818_SbP3,SbP3,Imm2,0.2787830215630311,False
2819_Sn2Ta,Sn2Ta,I4/mmm,0.0501756129162392,False
2820_Cu7In,Cu7In,Fm-3m,0.0432744772338304,False
2821_V12As4,V12As4,Pnma,-0.3130499928677199,False
2822_AuCu3,AuCu3,Pm-3m,1.091933621721732,False
2823_IrRh3,IrRh3,P4/mmm,0.4006388397466267,False
2824_EuMn,EuMn,P-6m2,0.6334786883457086,False
2825_Pt2Rh2,Pt2Rh2,I4_1/amd,-0.0205890368021455,False
2826_BaW3,BaW3,Immm,1.4553623349381706,False
2827_PtAs3,PtAs3,Pmmm,0.1837744748839611,False
2828_Ca5Ge24,Ca5Ge24,I-43m,-0.0419165539262305,False
2829_Ca2Nb,Ca2Nb,Fm-3m,1.172952547926214,False
2830_Cu5W,Cu5W,F-43m,0.3803622766868185,False
2831_AuI,AuI,P-6m2,0.2614996616232603,False
2832_AlMo3,AlMo3,Immm,-0.0993333449440783,False
2833_Nb2As2,Nb2As2,Imma,-0.2267729929139426,False
2835_PbTa3,PbTa3,I4/mmm,0.3831692982889105,False
2836_CaW4,CaW4,Im-3m,2.8311244584186808,False
2837_CsCu,CsCu,Fm-3m,0.4745825853302812,False
2839_AcPd,AcPd,P-6m2,-0.3199917869561934,False
2840_Al6Ca4,Al6Ca4,Fdd2,-0.188409806197005,False
2841_FePb,FePb,P-6m2,0.6389923159511817,False
2842_Pt2Rh,Pt2Rh,Fm-3m,0.4895938726160291,False
2843_In2P2,In2P2,Imma,0.0519244250414705,False
2844_Mn3Sb,Mn3Sb,P4/mmm,0.4534544957012665,False
2845_Sr2W,Sr2W,Fmmm,-8.575093680456437,False
2846_Mo2Sr2,Mo2Sr2,Imma,0.6730201296964244,False
2847_Ba2W2,Ba2W2,Imma,1.0372039623020664,False
2848_Ca3W,Ca3W,Fm-3m,0.8837096676666336,False
2849_Pd4As2,Pd4As2,Pnnm,-0.294235139561233,False
2850_Pd6Ge4,Pd6Ge4,Fdd2,-0.3925074452225566,False
2851_AcBi,AcBi,P-6m2,-0.4822941443348085,False
2852_Al3Th,Al3Th,Fm-3m,-0.0522207345958483,False
2853_PtSb,PtSb,P4/mmm,-0.092727887933095,False
2854_AuK,AuK,Fm-3m,-0.2806845504909177,False
2855_PdP2,PdP2,I4/mmm,0.1484307155578997,False
2856_Au2W4,Au2W4,I4/mcm,0.6953492150178905,False
2857_NiTa7,NiTa7,Fm-3m,0.2031672938550635,False
2858_FeIn,FeIn,P-6m2,0.3261709629407026,False
2859_Ga2In2,Ga2In2,Pmma,0.0462965949196285,False
2860_V3Br,V3Br,Cmmm,0.280716863032258,False
2861_Nb5W4,Nb5W4,I4/mmm,-0.0496318712627438,False
2862_EuSb,EuSb,P-6m2,-0.933677982612478,False
2863_Au3As,Au3As,Pmm2,0.1371121399493331,False
2864_V4P,V4P,Im-3m,0.3322994564390953,False
2865_Pt2V4,Pt2V4,Cmcm,-0.3704538090648259,False
2866_Mn4Ta2,Mn4Ta2,Cmcm,-0.023585609806472,False
2867_Ba3In,Ba3In,P4/mmm,-0.2121527880530078,False
2868_InBr3,InBr3,P4/mmm,-0.2723892605766789,False
2869_AlAs,AlAs,Pm-3m,-0.1240213191225514,False
2870_Al2Mo6,Al2Mo6,P6_3/mmc,0.0022474617600725,False
2871_Fe6Ga2,Fe6Ga2,Cmcm,-0.1224709915662174,False
2872_IrMn3,IrMn3,Pm-3m,-0.0410910127053369,False
2873_FePd4,FePd4,Im-3m,0.4780438335531506,False
2874_AuNi,AuNi,Fm-3m,0.4615220181329094,False
2875_FeV5,FeV5,P4/mmm,-0.0874449707715629,False
2876_K4P16,K4P16,I-43m,0.0828526557583636,False
2877_W5Sb,W5Sb,Cmmm,0.3221849244437298,False
2878_Al2Ni4,Al2Ni4,Cmcm,-0.4666516932421451,False
2879_Ca6Nb2,Ca6Nb2,Pm-3n,0.6537715933229715,False
2880_SnTa3,SnTa3,P4/mmm,0.0049675381907032,False
2881_AuCs,AuCs,P-6m2,-0.2979903415698688,False
2882_Mo2Pd26,Mo2Pd26,Fm-3c,0.4924532836956327,False
2883_Pd2W2,Pd2W2,Cmcm,0.2024888479961362,False
2884_W2P,W2P,I4/mmm,0.0145169775755711,False
2885_Ag4Ba2,Ag4Ba2,Cmcm,-0.1205356433118159,False
2886_CaNa3,CaNa3,Imm2,0.064918145731448,False
2887_Rh4Ge2,Rh4Ge2,Cmcm,-0.2105813852974674,False
2888_AgFe2,AgFe2,Immm,0.355599325778184,False
2889_BaIn2,BaIn2,Fm-3m,0.0835970481372318,False
2890_Ag6Pt5,Ag6Pt5,P1,0.0185353932401794,False
2891_InMo,InMo,Fm-3m,1.1270553315005394,False
2892_Ir4Rh,Ir4Rh,I4/m,-0.0051127541117537,False
2893_VAs,VAs,F-43m,0.3203713993122346,False
2894_Rh4W2,Rh4W2,I4_1/amd,-0.0352169931060544,False
2895_Al4Pd6,Al4Pd6,Fdd2,-0.7730897825502033,False
2896_Ni4Ta,Ni4Ta,Im-3m,0.8417830391894328,False
2897_AlRh3,AlRh3,P4/mmm,-0.4401970084474111,False
2898_Ga2Mn4,Ga2Mn4,Fd-3m,0.2055565894426033,False
2899_AgAu2,AgAu2,I4/mmm,-0.0022001097025595,False
2900_Mn4Ta3,Mn4Ta3,I4/mmm,0.0413758628793833,False
2901_AlMn5,AlMn5,F-43m,0.0325080423492979,False
2902_Cu5Mn,Cu5Mn,Amm2,0.19009826311848,False
2903_AlMn3,AlMn3,Pm-3m,0.0044625280412473,False
2904_GaP,GaP,Fm-3m,-0.0656846835186915,False
2905_AuCu,AuCu,R-3m,-0.0042660205172095,False
2906_BaW3,BaW3,Imm2,1.471400623829652,False
2907_Au5Sb,Au5Sb,Amm2,0.0529373901265829,False
2908_Pd2W2,Pd2W2,Cmcm,0.1123978174485955,False
2909_SrI,SrI,Pm-3m,-1.0702574194153711,False
2910_PtV3,PtV3,Immm,-0.305222935404382,False
2911_VBr5,VBr5,Cmmm,-0.2841827606207943,False
2912_K2Br4,K2Br4,Pnnm,-1.0890156947304026,False
2913_Pb2P2,Pb2P2,P4/nmm,0.1636887776688462,False
2914_Ni4Ta8,Ni4Ta8,Pa-3,0.4475267590898551,False
2915_Ce2Br6,Ce2Br6,P6_3/m,-2.11548569156943,False
2916_MoRh2,MoRh2,I4/mmm,0.0380025121836678,False
2917_Au16Sn4,Au16Sn4,I-43m,0.0582444988574188,False
2918_V4P4,V4P4,P2_13,-0.7870895311130237,False
2919_Ag8Au4,Ag8Au4,I4_1/amd,-0.0441376497046051,False
2920_Fe2Mo6,Fe2Mo6,I4/mmm,0.279591567029124,False
2921_Pb2V2,Pb2V2,Imma,0.4928501595522814,False
2922_AuNi5,AuNi5,Amm2,0.1243812841000172,False
2923_Ga3Pb,Ga3Pb,P4/mmm,0.0530431986566251,False
2924_Pt2V2,Pt2V2,Cmcm,-0.4276230445207822,False
2925_Ag3Sr,Ag3Sr,Pm-3m,-0.0453551621271102,False
2926_Ga4In4,Ga4In4,P2_13,0.0605925755307299,False
2927_K2Sn2,K2Sn2,Cmcm,-0.2445203437210175,False
2928_CsCu,CsCu,Pm-3m,0.4399689430103484,False
2929_K2Sn2,K2Sn2,Pmmn,-0.1301163509892293,False
2930_Mn3Nb,Mn3Nb,P4/mmm,0.0610968797625979,False
2931_AlMn,AlMn,Fm-3m,0.4252473515547947,False
2932_Pt8Sr16,Pt8Sr16,Fd-3m,-0.5432285759187595,False
2933_SbP,SbP,Pm-3m,0.3087547031735251,False
2934_AuU,AuU,Pm-3m,-0.0663266002546461,False
2935_Fe6Pd4,Fe6Pd4,Fdd2,0.0475907069499314,False
2936_BaGe,BaGe,Fm-3m,-0.1820046348794206,False
2937_Fe3Na,Fe3Na,P4/mmm,1.1327794966990163,False
2938_KP,KP,F-43m,0.7114022996563714,False
2939_CuW7,CuW7,Fm-3m,0.3854280871898492,False
2940_AsBr5,AsBr5,Cmmm,0.0282342964256434,False
2941_Au3As,Au3As,Imm2,0.1334911726647583,False
2942_IrRh4,IrRh4,I4/m,-0.0017556820822136,False
2943_Mo16V4,Mo16V4,I-43m,0.7960963314866717,False
2944_AlGa,AlGa,Cmmm,0.0691252028612607,False
2945_Ir2Ni4,Ir2Ni4,Cmcm,0.0603663610725782,False
2946_Ga3Th,Ga3Th,Pm-3m,-0.5055789219036146,False
2947_PtSm,PtSm,Pm-3m,-1.4318709282015725,False
2948_Au6Ba2,Au6Ba2,Pmmn,-0.526886487717174,False
2949_Al4Cu8,Al4Cu8,Pnma,-0.1947568048805603,False
2950_Ca6Ta2,Ca6Ta2,I4/mmm,0.7325548895312664,False
2951_AuW2,AuW2,I4/mmm,0.4242236213270421,False
2952_AuP3,AuP3,Imm2,0.4551556780531776,False
2953_MoV,MoV,Pm-3m,-0.126784531445768,False
2954_Mo2P2,Mo2P2,I4_1/amd,0.0616187149853217,False
2955_Ni3Sr,Ni3Sr,Cmmm,0.5203327610247177,False
2956_Cu3Mo,Cu3Mo,Pmmm,0.22920652430816,False
2957_Sm3W,Sm3W,I4/mmm,0.0631950852148808,False
2958_Na3Ge,Na3Ge,Pmmm,0.0413320232122367,False
2959_IrI,IrI,Fm-3m,0.8600843245627727,False
2960_Cu4Mn8,Cu4Mn8,Pnma,0.3612515646588257,False
2961_Ac3I,Ac3I,Pm-3m,-0.2343629998585519,False
2962_Ta3Sb,Ta3Sb,P4/mmm,0.0115760029382396,False
2963_AuSb,AuSb,Fm-3m,-0.0501351230650959,False
2964_GaPd,GaPd,Pm-3m,-0.6028874388474872,False
2965_Ni2P4,Ni2P4,Cmcm,-0.0100394529238236,False
2966_Au2Na4,Au2Na4,Fd-3m,0.0511408221620793,False
2967_V2W2,V2W2,Cmcm,0.5402600457808884,False
2968_Fe2Pt2,Fe2Pt2,Cmcm,-0.1192493888161649,False
2969_Au3Nb3,Au3Nb3,Cm,-0.0151428426324133,False
2970_Mo2W4,Mo2W4,I4_1/amd,0.7285978333137137,False
2971_Ca5Sb4,Ca5Sb4,I4/mmm,-0.541558037310753,False
2972_Ag4Br2,Ag4Br2,Cmcm,-0.1915446980856871,False
2973_Pt6V2,Pt6V2,Pm-3n,-0.2525866931293699,False
2974_Pt4V2,Pt4V2,Cmcm,-0.3127411383683641,False
2975_NbNi,NbNi,P4/mmm,-0.040611249024244,False
2976_K16Sn8,K16Sn8,Fd-3m,-0.1665311182987367,False
2977_Al2Ba,Al2Ba,I4/mmm,0.0014818998829161,False
2978_Mo2P4,Mo2P4,I4/mcm,-0.3509871447025444,False
2979_Ir3Pb,Ir3Pb,Immm,0.5577657850855182,False
2980_Al6Cu18,Al6Cu18,Pmmn,-0.1877240450960808,False
2981_BaCu,BaCu,Pm-3m,0.0764343314651374,False
2982_VW7,VW7,Fm-3m,0.4516883622280989,False
2983_FePt3,FePt3,Cmmm,0.1121834255869433,False
2984_W2As4,W2As4,Cmcm,0.3283533195803396,False
2985_AgMo2,AgMo2,Immm,0.4600579596531962,False
2986_Al2Ba,Al2Ba,I4/mmm,0.0014112876626869,False
2987_CuW3,CuW3,Cmmm,0.2052802225342738,False
2988_Sr6Br18,Sr6Br18,Pmmn,-1.5763172728936563,False
2989_AlAs,AlAs,Fm-3m,-0.2077627777841586,False
2990_MoSn4,MoSn4,Im-3m,0.1971744835279807,False
2991_Al4Pd4,Al4Pd4,Pnma,-0.7855255843605562,False
2992_Mn2W,Mn2W,Fmmm,0.2009777584899078,False
2993_Ba8Cu4,Ba8Cu4,Pa-3,0.0528366697050458,False
2994_Ir5Mn,Ir5Mn,F-43m,0.755012571259782,False
2995_CaBr3,CaBr3,Pm-3m,-1.1215024322719191,False
2996_RbSm,RbSm,F-43m,1.5119832722711608,False
2997_NaRh,NaRh,Pm-3m,0.7276111557127489,False
2998_Ta3Sb5,Ta3Sb5,Cmmm,0.3737763057917291,False
2999_Ta2Sb2,Ta2Sb2,I4_1/amd,0.3728647878519764,False
3000_CrTh,CrTh,Fm-3m,0.8233719021763974,False
3001_Cu8Ta4,Cu8Ta4,Pnma,0.1459014699692117,False
3002_Ir2Rh2,Ir2Rh2,P4/nmm,-0.0085060714919453,False
3003_Na2P2,Na2P2,Imma,-0.3394175410175988,False
3005_MnSb,MnSb,Fm-3m,0.1459415094975815,False
3006_FeTa3,FeTa3,Immm,-0.0214997259267128,False
3007_Ca2Cu4,Ca2Cu4,Pnnm,0.1830056481666944,False
3008_AgNb,AgNb,Fm-3m,1.2152851656673,False
3009_AcTh,AcTh,P-6m2,0.151782232483872,False
3010_IrNi2,IrNi2,Immm,0.1371037863756683,False
3011_IrTa5,IrTa5,C2/m,-0.2895005288566518,False
3012_Sr3Sb,Sr3Sb,Immm,-0.5052053612735352,False
3013_Mo8V16,Mo8V16,Fd-3m,0.2939021979591227,False
3014_Ni2Ge2,Ni2Ge2,Cmcm,-0.0762614153655016,False
3016_NaBr,NaBr,Fm-3m,-1.7192765439625828,False
3017_K3P,K3P,Fm-3m,-0.1935027218734912,False
3018_Cu5Br3,Cu5Br3,Cmmm,0.2481934826088245,False
3019_Ir3Ta3,Ir3Ta3,Cm,-0.4363903598925691,False
3020_Au4Ni3,Au4Ni3,I4/mmm,0.0763955927040973,False
3021_Ir2Rh6,Ir2Rh6,I4/mmm,0.0023693738483077,False
3022_Pb2P4,Pb2P4,I4/mcm,0.1152849570185339,False
3023_Ca4Sb2,Ca4Sb2,Imma,-0.5586557175776031,False
3024_Mo2Rh2,Mo2Rh2,I4_1/amd,-0.0590279724766471,False
3025_Ag2Nb4,Ag2Nb4,Pnnm,0.5705474645153797,False
3026_Al4Mo12,Al4Mo12,Pnma,0.092877692840064,False
3027_NbU,NbU,P4/mmm,0.2441585290147419,False
3028_Cu5W,Cu5W,Cmmm,0.3101269911022661,False
3029_CuRb3,CuRb3,Pm-3m,0.3439376052650318,False
3030_PdP3,PdP3,Cmmm,0.298335614350143,False
3031_Ir2Ta,Ir2Ta,Immm,-0.4511854485078939,False
3032_Ag2Nb4,Ag2Nb4,C2/m,0.2099083340294889,False
3033_Sr2As,Sr2As,I4/mmm,-0.7210184155352634,False
3034_Ba2Rh2,Ba2Rh2,P4/nmm,0.1303739087458275,False
3035_Pd2Rb2,Pd2Rb2,P4/nmm,0.8660587344426816,False
3036_Al4Mo4,Al4Mo4,Pnma,-0.1782901372976288,False
3037_BaTh,BaTh,Fm-3m,1.2727127622763716,False
3038_NaBr,NaBr,Pm-3m,-1.574279165099012,False
3039_Mo6W18,Mo6W18,Pmmn,0.3806163891724476,False
3040_AcK,AcK,P-6m2,0.2746965595428734,False
3041_Ag3Th,Ag3Th,Pm-3m,0.1393382812825816,False
3042_In2Sn2,In2Sn2,Cmcm,0.024598304626076,False
3043_RhTa,RhTa,F-43m,0.6853395561039957,False
