file_name,formula,space_group,value_per_atom,most_distinct_OFM
1303_Ga4W,Ga4W,I4/mmm,0.4929919372029175,False
1304_SrAs3,SrAs3,Pm-3m,-0.6826751140489415,False
1305_GaW2,GaW2,I4/mmm,0.1380785238708952,False
1306_Na6Pb2,Na6Pb2,Pm-3n,-0.1263341472736097,False
1307_Fe26Pd2,Fe26Pd2,Fm-3c,0.3245601126779028,False
1308_Ba2Sn4,Ba2Sn4,Imma,-0.5594160073734505,False
1309_Al2Cu,Al2Cu,Immm,-0.1656155871266828,False
1310_Ag4Mn2,Ag4Mn2,I4_1/amd,0.5553655597303203,False
1311_FeW,FeW,P4/mmm,0.1734095909487258,False
1312_PtSb3,PtSb3,P4/mmm,0.0018055570048129,False
1314_Ta3V,Ta3V,Cmmm,0.2921233851410409,False
1315_P7As,P7As,Fm-3m,0.7665221907047712,False
1316_TaGe3,TaGe3,Pmm2,0.2141826952026813,False
1352_Fe4Pt8,Fe4Pt8,I4_1/amd,-0.2230040031542503,False
1353_Ni2Sb4,Ni2Sb4,I4/mcm,0.0233909646702888,False
1354_V3Br,V3Br,P4/mmm,0.2459976949128535,False
1361_Pt2Sb2,Pt2Sb2,P6_3/mmc,-0.5598253645688853,False
1362_CuPb,CuPb,P-6m2,0.3462815846160936,False
1363_BaFe2,BaFe2,I4/mmm,0.6576172441119587,False
1364_Ca2In2,Ca2In2,P4/nmm,-0.1173949604676822,False
1365_FePb3,FePb3,Cmmm,0.9185793676251812,False
1370_Cr5Nb24,Cr5Nb24,I-43m,0.4282415165249063,False
1379_Cu18As6,Cu18As6,P-3c1,-0.0680231611870526,False
1380_Fe4Pb8,Fe4Pb8,Pnma,1.0701517736064603,False
1381_Mo4Pb4,Mo4Pb4,Pnma,0.986165049405022,False
1382_In2Mn4,In2Mn4,Pnnm,1.087186877735301,False
1383_CrPt3,CrPt3,P4/mmm,-0.0451815759747766,False
1384_VBr3,VBr3,P4/mmm,0.6187073980676105,False
1388_Fe8Na16,Fe8Na16,Fd-3m,0.7667905908766114,False
1389_Cu2Ga4,Cu2Ga4,Cmcm,0.0349927688044265,False
1390_Ga2Pt4,Ga2Pt4,Cmcm,-0.3798569394426714,False
1391_PdTa2,PdTa2,I4/mmm,-0.0609986808037371,False
1392_GaNb,GaNb,R-3m,-0.1452180837217334,False
1397_Cr20W10,Cr20W10,P4_2/mnm,0.1884869986014261,False
1398_Ga2Nb6,Ga2Nb6,Pm-3n,-0.1994136748875981,False
1399_Ni2Sb,Ni2Sb,I4/mmm,-0.0823336954427803,False
1400_VBr2,VBr2,I4/mmm,-0.4096795574544997,False
1401_Ir2Na2,Ir2Na2,Pmmn,0.2327297864083446,False
1402_PaSn,PaSn,P4/mmm,-0.5566716627841606,False
1403_Ba3Br,Ba3Br,P4/mmm,-0.6963803494486649,False
1404_Al3Pd,Al3Pd,P4/mmm,-0.3980137157838905,False
1406_Cu2Br2,Cu2Br2,Imma,0.0045894584552015,False
1407_BaAs,BaAs,P4/mmm,-0.8248225062646046,False
1408_Au4As2,Au4As2,I4/mcm,0.3492469345038422,False
1409_Cu5Br,Cu5Br,Cmmm,0.2437103675173967,False
1410_K2Na,K2Na,I4/mmm,0.0087589688820123,False
1411_Mo2W4,Mo2W4,I4/mcm,0.6719375937229822,False
1412_FeK,FeK,R-3m,1.3241645138926663,False
1415_Mo4Pb4,Mo4Pb4,Pnma,0.9888519019726364,False
1416_Cu2Ge6,Cu2Ge6,I4/mmm,0.2952457794634711,False
1417_Mn2Sb,Mn2Sb,I4/mmm,0.1825550662347351,False
1418_Ag4Al2,Ag4Al2,I4/mcm,0.0167224435327266,False
1419_Fe2Pb4,Fe2Pb4,Pnnm,0.4720998800685994,False
1420_CaCs,CaCs,R-3m,0.2514498412173807,False
1421_In2Ta,In2Ta,I4/mmm,0.3123895790519941,False
1422_Ba2Br,Ba2Br,I4/mmm,-0.9571124790398188,False
1424_Pd12Sb4,Pd12Sb4,Pnma,-0.3704102548060044,False
1425_Mn6Sb2,Mn6Sb2,I4/mmm,0.1532675726229939,False
1426_In4Sn2,In4Sn2,Cm,0.003060684052329,False
1427_Ni3Sb,Ni3Sb,I4/mmm,-0.1358773065812233,False
1428_InV,InV,R-3m,0.4022346652563175,False
1429_Ga3Br,Ga3Br,Immm,-0.0668485881833467,False
1430_BaCu,BaCu,Immm,0.1183265687375136,False
1431_Ba2Br,Ba2Br,I4/mmm,-0.9593332803697492,False
1432_Pb2Ta2,Pb2Ta2,P4/nmm,0.3806331488239092,False
1433_Cr16W14,Cr16W14,P4_2/mnm,0.1711127888080928,False
1434_Cr12P17,Cr12P17,I-43m,-0.0830506357085518,False
1435_Ni4Sb2,Ni4Sb2,I4_1/amd,0.1844372324256843,False
1436_AlFe,AlFe,P-6m2,-0.2410192208620589,False
1437_GaP,GaP,R-3m,0.3845919851814665,False
1438_KNa3,KNa3,I4/mmm,0.0243309260970867,False
1439_PbTa3,PbTa3,P4/mmm,0.2290332506804056,False
1440_KI,KI,R-3m,-1.585149885067622,False
1441_BaCu3,BaCu3,I4/mmm,0.4070886445157522,False
1442_Ag8P16,Ag8P16,Fd-3m,0.5154180949090043,False
1443_Pd4Ge2,Pd4Ge2,Imma,-0.003291648050693,False
1444_Au5Nb3,Au5Nb3,Cmmm,0.0112431867626598,False
1445_CsI,CsI,P-6m2,-1.619871335866558,False
1446_GaNb,GaNb,R-3m,-0.1390046700444722,False
1447_Fe2Pb2,Fe2Pb2,P4/nmm,0.2944677495223846,False
1448_PtV3,PtV3,Cmmm,-0.2197814555382198,False
1450_Pb4V,Pb4V,Im-3m,0.3160382440149568,False
1451_PbI2,PbI2,P-3m1,-0.7771972389298755,False
1452_In3Br3,In3Br3,Cm,-0.617555666652034,False
1453_Na3Pd,Na3Pd,Imm2,-0.0211022296641258,False
1454_Al2Sn6,Al2Sn6,Pmmn,0.1020939395614122,False
1455_SrBi,SrBi,P-6m2,-0.630477073737969,False
1456_Ir4Na2,Ir4Na2,Pnnm,0.7132981850153968,False
1457_Au2Nb4,Au2Nb4,Cmcm,0.045874804663016,False
1458_CsYb,CsYb,F-43m,0.7037468588154681,False
1459_CsW,CsW,F-43m,-11.82074013651485,False
1460_Ge8I32,Ge8I32,Pa-3,-0.4836880931436205,False
1461_Pd2Ge4,Pd2Ge4,Imma,0.1011663982781095,False
1462_P4Br8,P4Br8,Pa-3,0.1761227743372254,False
1463_Cr2Na,Cr2Na,Immm,1.0064532429628876,False
1464_Ir2Mo,Ir2Mo,Immm,0.0889698773702368,False
1465_BaAs,BaAs,P4/mmm,-0.8242589244395955,False
1466_Fe6Na2,Fe6Na2,Pm-3n,1.2328789781487774,False
1467_GaPt4,GaPt4,Im-3m,0.129965552129088,False
1468_Cr3P,Cr3P,Fm-3m,-0.1446743340815022,False
1469_CuGe,CuGe,P4/mmm,0.0786484601624302,False
1470_Ir2Na2,Ir2Na2,Imma,0.4811204745271373,False
1471_CuGe,CuGe,P4/mmm,0.1994466412303577,False
1473_VBr2,VBr2,I4/mmm,-0.4152301239996578,False
1474_Ge2Br2,Ge2Br2,I4_1/amd,0.1309502640754578,False
1475_Ca2P2,Ca2P2,Cmcm,-0.816929871768715,False
1476_Ni3Ta,Ni3Ta,Fm-3m,-0.1899694483609204,False
1477_CuFe,CuFe,F-43m,1.5323561329046536,False
1478_Ta2Ge6,Ta2Ge6,I4/mmm,0.1118716085629225,False
1479_Fe6Sb2,Fe6Sb2,Pmmn,0.2828788980736254,False
1480_Fe2Pb2,Fe2Pb2,Imma,0.7151422050452814,False
1481_Fe3V,Fe3V,Imm2,0.0116175512059566,False
1482_Cr8P4,Cr8P4,Pa-3,0.095169955832033,False
1483_Fe2Pb4,Fe2Pb4,I4/mcm,0.655256511776629,False
1484_Nb2P,Nb2P,I4/mmm,-0.4176020747172989,False
1485_BaCu5,BaCu5,Cmmm,0.2562033384073583,False
1486_InIr,InIr,Fm-3m,0.4610586516897141,False
1487_Fe8W4,Fe8W4,Pnma,0.106739363251543,False
1488_IrTa,IrTa,R-3m,-0.2715116790559833,False
1489_Ge2P2,Ge2P2,Cmcm,0.1221786004450189,False
1490_PbSb3,PbSb3,Immm,0.1251027141729275,False
1491_AsBr5,AsBr5,P4/mmm,0.239346255118716,False
1492_K6Sn2,K6Sn2,Cmcm,-0.0242253265418126,False
1493_InK2,InK2,Immm,0.0403808359025378,False
1494_Fe7Pb,Fe7Pb,Fm-3m,0.3180355931039793,False
1495_UI,UI,Fm-3m,0.0046038683385214,False
1496_Cu12Ni17,Cu12Ni17,I-43m,0.1192806312733478,False
1497_W5Sb24,W5Sb24,I-43m,0.4023882197469812,False
1498_CuTh,CuTh,P-6m2,0.2132029681483676,False
1499_Fe6Sb2,Fe6Sb2,Cmcm,0.3131206590505275,False
1500_Ag2Al4,Ag2Al4,I4/mcm,0.0457588772121333,False
1501_Au2Nb2,Au2Nb2,Pmmn,-0.0823842144160345,False
1502_Fe5Mo,Fe5Mo,F-43m,0.1221333189670185,False
1503_FeMo5,FeMo5,F-43m,0.5453663357175754,False
1504_FeNa3,FeNa3,Pm-3m,1.3762284436560104,False
1505_Ce4Cu4,Ce4Cu4,Pnma,-0.1497641612650788,False
1506_Ba2Pd2,Ba2Pd2,Cmcm,-0.5512698825241915,False
1507_Ge2As4,Ge2As4,Pnnm,0.1162548416320869,False
1508_Na2Pd2,Na2Pd2,Imma,-0.0727240279877157,False
1509_Fe4Na8,Fe4Na8,Pa-3,1.6118337303855472,False
1510_CrNb4,CrNb4,I4/m,0.0650732219279987,False
1511_V2W,V2W,Immm,0.1508598416056431,False
1512_CuNi,CuNi,Fm-3m,0.6666003672900942,False
1513_CrP3,CrP3,Pm-3m,0.4691332273700528,False
1514_Ga16Pt8,Ga16Pt8,Fd-3m,-0.3962004231706816,False
1515_Fe16Na4,Fe16Na4,I-43m,0.8900192099042854,False
1516_Ge2P4,Ge2P4,Imma,0.2592394888634833,False
1517_Na4Pt4,Na4Pt4,P2_13,0.2332110155064155,False
1518_Mo2Pb4,Mo2Pb4,Cmcm,0.5624454406346094,False
1519_Cr2Ta4,Cr2Ta4,Pnnm,0.758102563824084,False
1520_NpYb,NpYb,R-3m,0.5036990253020832,False
1521_InBr5,InBr5,Amm2,-0.2827377903090093,False
1522_Cu6Ni2,Cu6Ni2,Pm-3n,0.1060776691267886,False
1523_Ga2Br6,Ga2Br6,Cmcm,-0.4421051503954034,False
1524_KAs8,KAs8,I4/mmm,0.2680072295464981,False
1525_CsYb,CsYb,F-43m,0.6718211478979981,False
1526_CrTh,CrTh,F-43m,1.69171923161423,False
1527_Ba2Br2,Ba2Br2,P4/nmm,-1.6453708263697826,False
1528_RhU,RhU,P4/mmm,-0.2687024518637599,False
1529_AgCa2,AgCa2,I4/mmm,-0.2246726768933656,False
1530_NiTa5,NiTa5,F-43m,0.4665004146776101,False
1531_AuCu3,AuCu3,P4/mmm,-0.0241945328699291,False
1532_Nb10P6,Nb10P6,I4/mcm,-0.8333341822598399,False
1533_Ga5P24,Ga5P24,I-43m,0.25576877184418,False
1534_Cu8Sn,Cu8Sn,I4/mmm,0.0012890280471198,False
1535_Ba2Pd,Ba2Pd,Fmmm,-0.3625728003444,False
1536_Ta5V,Ta5V,Cmmm,0.0288458920268771,False
1537_BaV2,BaV2,I4/mmm,0.8221410070346913,False
1538_MoNb,MoNb,Pm-3m,-0.1333689993059774,False
1539_Ir3As,Ir3As,Pm-3m,0.1955133881348913,False
1540_Ag3P,Ag3P,Pm-3m,0.1704723993172554,False
1541_Pd8Ta22,Pd8Ta22,P4_2/mnm,-0.1923537903864579,False
1542_BaAs8,BaAs8,I4/mmm,0.1090165162356824,False
1543_Cu5Pb4,Cu5Pb4,I4/mmm,0.2302710594214126,False
1544_Mn2Sb2,Mn2Sb2,P4/nmm,0.2537435629950586,False
1545_Ca4In,Ca4In,I4/m,-0.0793600515693867,False
1546_Mo2Pb4,Mo2Pb4,Cmcm,0.5704802408949945,False
1547_GaAs2,GaAs2,I4/mmm,0.1910730051542918,False
1548_Ni2Br6,Ni2Br6,Pm-3n,0.5173969276250716,False
1549_Ga3P,Ga3P,Pm-3m,0.1349100492576389,False
1550_Ag4Al6,Ag4Al6,P1,-0.0121998775051977,False
1551_Cr16Nb4,Cr16Nb4,I23,0.5528695390018527,False
1552_Pd4Sn4,Pd4Sn4,Pnma,-0.3934178880777548,False
1553_AlTa2,AlTa2,I4/mmm,-0.1247615256722092,False
1554_Ba5P,Ba5P,P4/mmm,0.243126367836548,False
1555_FeW,FeW,P-6m2,0.3016816518868364,False
1556_Fe6Mo2,Fe6Mo2,Pm-3n,0.0530397565109037,False
1557_CuGe3,CuGe3,P4/mmm,0.2349109754561507,False
1558_AuPb,AuPb,Fm-3m,-0.0561221939407761,False
1559_Cu6Pt5,Cu6Pt5,P1,-0.1148469734807642,False
1560_SmSr,SmSr,P-6m2,-0.1430822315729507,False
1561_CrMn,CrMn,P-6m2,0.2397128541524225,False
1562_NiP,NiP,P-6m2,-0.2095465905788165,False
1563_Ag2Na4,Ag2Na4,Pnnm,0.0735529798504162,False
1564_Fe4W2,Fe4W2,Cmcm,0.2982040333764632,False
1565_In2Br2,In2Br2,Cmcm,-0.7314480474795149,False
1566_NbP2,NbP2,I4/mmm,-0.6500207683252507,False
1567_AgIn3,AgIn3,I4/mmm,0.0414522576685278,False
1568_Cs16Bi16,Cs16Bi16,P2_1/c,-4.954624198783083,False
1569_Pd20Ta10,Pd20Ta10,P4_2/mnm,-0.3203614440292625,False
1570_Ge4As2,Ge4As2,Pnnm,0.2483039054601121,False
1571_Ca2Rh4,Ca2Rh4,I4_1/amd,-0.1264421561850426,False
1572_Ba2Ta2,Ba2Ta2,Imma,0.9726660089722784,False
1573_Al2Nb2,Al2Nb2,I4_1/amd,-0.2448142268345599,False
1574_Al4Sn2,Al4Sn2,Pnnm,0.3032474216993517,False
1575_AuP3,AuP3,Pmm2,0.0329340208447916,False
1576_Ag2Sn,Ag2Sn,I4/mmm,-0.0051447146254079,False
1577_Cr4Sn8,Cr4Sn8,Fddd,-0.0258652017659611,False
1578_Fe12W12,Fe12W12,Pbcm,0.1609000908420957,False
1579_Nb4V8,Nb4V8,I4_1/amd,0.1587140476625173,False
1580_Ag2Br2,Ag2Br2,P2_1/m,-0.4266515631149774,False
1581_FeV3,FeV3,Immm,-0.1426573123202441,False
1582_Ga2Pt2,Ga2Pt2,P4/nmm,-0.2834445013076179,False
1583_Ag3Br,Ag3Br,Imm2,0.1583920348366088,False
1585_CuFe,CuFe,Fm-3m,0.793062598387337,False
1586_Cu6Pt5,Cu6Pt5,P1,-0.1172930858644618,False
1587_Nb4W4,Nb4W4,Pnma,0.3120608256959514,False
1588_Ag2Al3,Ag2Al3,Immm,-0.0310931534378596,False
1589_CeBi,CeBi,P-6m2,-0.5555537611125843,False
1590_PtYb,PtYb,Fm-3m,-0.9045942152103312,False
1591_Ag2Sn2,Ag2Sn2,P4/nmm,0.0140750344839628,False
1592_BaIr5,BaIr5,F-43m,0.6484048012314467,False
1593_W2As2,W2As2,P4/nmm,0.6139095757248487,False
1594_SbI,SbI,Fm-3m,0.1741662779612185,False
1595_Ag7Al5,Ag7Al5,P1,-0.033099776589608,False
1596_Ag4Ge6,Ag4Ge6,Fdd2,1.1126645576840708,False
1597_MoSn,MoSn,P-6m2,0.1935548928516741,False
1598_IrTh,IrTh,P-6m2,-0.6023029753801623,False
1599_Eu3Sm,Eu3Sm,Pm-3m,-0.1120561147407701,False
1600_PtRh,PtRh,R-3m,0.011440339768499,False
1601_IrV3,IrV3,P4/mmm,-0.3769391857983084,False
1602_IrPb3,IrPb3,P4/mmm,0.2292775848969874,False
1603_Au3Sr,Au3Sr,Fm-3m,-0.4641703289192604,False
1604_Cu16Ni4,Cu16Ni4,I-43m,0.3643143718723906,False
1605_Ge8P4,Ge8P4,Pnma,0.2090046404551131,False
1606_Ba2In4,Ba2In4,Imma,-0.4937894542599756,False
1607_K2Na4,K2Na4,Pnnm,0.0638998573109968,False
1608_Ag4Sn2,Ag4Sn2,I4/mcm,0.0827211942524138,False
1609_CuRh,CuRh,F-43m,1.38952287924684,False
1610_Cu2Ga2,Cu2Ga2,Cmcm,0.0515306965752166,False
1611_Na4Pt2,Na4Pt2,Fd-3m,0.2613324801413122,False
1613_P12As17,P12As17,I-43m,0.3327069785419281,False
1614_NaNi,NaNi,P-6m2,0.4633427963348522,False
1615_CuP3,CuP3,Imm2,0.1581477937523514,False
1616_Al2K2,Al2K2,Pmmn,0.2424803932814523,False
1617_AlSr5,AlSr5,Cmmm,0.0473004984587275,False
1618_AlTa2,AlTa2,I4/mmm,-0.1258737631483046,False
1619_Fe3V,Fe3V,Fm-3m,-0.1830790839423262,False
1621_FePb,FePb,Pm-3m,0.8402487620204404,False
1622_Fe44Mo2,Fe44Mo2,Fd-3m,0.2251934174866468,False
1623_Cr8Pb4,Cr8Pb4,Pnma,0.6935188602294282,False
1624_Al3Cu9,Al3Cu9,Pmmm,-0.0331233459433093,False
1625_In3Sm,In3Sm,Pm-3m,-0.6863031035524711,False
1626_Ir6Na2,Ir6Na2,Pmmn,0.4922952696608815,False
1627_Al3Sb,Al3Sb,Immm,0.1942464372407792,False
1628_Nb2W2,Nb2W2,Cmcm,0.333740593282716,False
1629_PtYb,PtYb,Fm-3m,-0.9133928122090472,False
1630_BaIr,BaIr,F-43m,1.1244898747305545,False
1631_Mn16W8,Mn16W8,Fd-3m,0.4934416629123663,False
1632_InBr3,InBr3,Immm,-0.5535261041398845,False
1633_Ba5Sn3,Ba5Sn3,Cmmm,-0.4833400665952947,False
1634_Cu2Na,Cu2Na,Immm,0.1896229369415631,False
1635_Mn3V,Mn3V,P4/mmm,-0.0531336093233463,False
1636_NiP3,NiP3,I4/mmm,0.3806580164047135,False
1637_MoNb,MoNb,Pm-3m,-0.1295801188152356,False
1638_CrGa,CrGa,Fm-3m,0.5566800946973203,False
1639_V3W,V3W,P4/mmm,-0.0312432122397954,False
1640_Ag2Ca4,Ag2Ca4,I4/mcm,-0.2512035885165782,False
1641_Pb2As2,Pb2As2,Imma,0.0840475302337555,False
1642_AgI,AgI,F-43m,-0.3753316093644216,False
1643_Ca3Ni,Ca3Ni,Fm-3m,0.2530239250171147,False
1644_FeV3,FeV3,Immm,-0.1424462107173667,False
1645_Ag3In,Ag3In,P4/mmm,0.0056007404912765,False
1646_AuP,AuP,Immm,0.1982375973905634,False
1647_PbSb,PbSb,Cmmm,0.1028825215824067,False
1648_Ir3Br,Ir3Br,P4/mmm,0.9638165529735652,False
1649_Ag14Yb4,Ag14Yb4,Cmcm,-0.3354358099427333,False
1650_Eu3As,Eu3As,I4/mmm,-0.6824294872306971,False
1651_GaMn2,GaMn2,P4/mmm,1.015550691138292,False
1652_Ta2Ge4,Ta2Ge4,I4_1/amd,0.2489534098761604,False
1653_AlNb,AlNb,P-6m2,-0.1917684673515287,False
1654_RbTh,RbTh,P-6m2,0.7255856214069927,False
1655_WAs2,WAs2,I4/mmm,0.2057724770828173,False
1656_Au3P,Au3P,Pmm2,0.2589385795723418,False
1658_Ni17Br12,Ni17Br12,I-43m,0.3165058734830896,False
1659_Cu2Fe2,Cu2Fe2,Fd-3m,0.1809816039781348,False
1660_V6W2,V6W2,I4/mmm,0.1271767347920729,False
1661_Na2Pt2,Na2Pt2,P4/nmm,0.0208329909888398,False
1662_TaGe5,TaGe5,Cmmm,0.202469743993633,False
1663_TaGe3,TaGe3,Immm,0.1374193903641964,False
1664_NaNi,NaNi,P-6m2,0.4828097023828093,False
1665_Ba3Ta,Ba3Ta,Immm,0.904670441205412,False
1666_Ba2Fe,Ba2Fe,I4/mmm,0.8109463065854191,False
1667_Cs4I12,Cs4I12,Pnma,-0.9683357396519788,False
1668_Ba6As2,Ba6As2,I4/mmm,-0.3480596932121238,False
1669_NiPa,NiPa,P-6m2,-0.2848301627881691,False
1670_InBr3,InBr3,Immm,-0.5579910152995953,False
1671_Al2In4,Al2In4,Cmcm,0.1496605006122985,False
1672_Al2P4,Al2P4,I4/mcm,-0.069489045227011,False
1673_AsBr2,AsBr2,I4/mmm,0.1821197484917872,False
1674_Pb2As4,Pb2As4,Cmcm,0.0357977154458121,False
1675_AgBr2,AgBr2,Immm,-0.1491938272423508,False
1676_Sb4Br12,Sb4Br12,Pnma,-0.6157437162277182,False
1677_Fe8Ir,Fe8Ir,I4/mmm,0.0635756256994726,False
1678_RhYb,RhYb,P-6m2,-0.3348424399415872,False
1679_KAs3,KAs3,I4/mmm,0.2951061834844219,False
1680_Na4Pt2,Na4Pt2,Cmcm,-0.127379207660755,False
1681_Cr3Nb,Cr3Nb,Fm-3m,0.0781401406249067,False
1682_AcNb,AcNb,Fm-3m,1.5026302900040678,False
1683_WSb3,WSb3,Pm-3m,0.990997905753166,False
1684_FePb2,FePb2,Fm-3m,0.5941554962577266,False
1685_Al5Rh7,Al5Rh7,Fmmm,-0.6383318023359396,False
1686_Ca3Ga8,Ca3Ga8,Immm,-0.4391065488204818,False
1687_CrTa2,CrTa2,I4/mmm,-0.0129322637731329,False
1688_VW2,VW2,I4/mmm,-0.0940328855695398,False
1689_InRh,InRh,Fm-3m,-0.0625134166024929,False
1690_Nb3P,Nb3P,P4/mmm,-0.13740513486802,False
1691_AuNb3,AuNb3,Pmm2,0.1032244784768927,False
1692_As3Br,As3Br,Fm-3m,0.4963062451191149,False
1693_AuU,AuU,Fm-3m,0.1076096596159361,False
1694_Ba4P8,Ba4P8,I4_1/amd,-0.6301452926437984,False
1695_Al4Ce,Al4Ce,I4/mmm,-0.3227036842435439,False
1696_Cr3Na,Cr3Na,Immm,0.9098419704397562,False
1697_Ca5Ga3,Ca5Ga3,Cmmm,-0.1228295982076836,False
1698_Al3Sm,Al3Sm,Pm-3m,-0.5776724548870158,False
1699_Ag2Ge2,Ag2Ge2,Pmmn,0.1769106188002136,False
1700_Fe2V2,Fe2V2,Imma,-0.078264600413517,False
1701_Na5Pt,Na5Pt,F-43m,0.1710178720096715,False
1702_NaPt2,NaPt2,P4/mmm,0.3272971048436961,False
1703_Ba5Ir24,Ba5Ir24,I-43m,0.5284555203006704,False
1704_P16Br4,P16Br4,I23,0.2682701181112456,False
1705_CaMn2,CaMn2,Fmmm,6.453217612714281,False
1706_CsIr,CsIr,P-6m2,1.5583195048915797,False
1707_Pd2Sn,Pd2Sn,Immm,-0.4766293163031274,False
1708_K2As2,K2As2,P4/nmm,-0.1594136726871555,False
1709_Mn5W,Mn5W,F-43m,0.0518166976176933,False
1710_MnV2,MnV2,I4/mmm,-0.22532081361564,False
1711_Fe3Pb,Fe3Pb,Pm-3m,3.1602556276759275,False
1712_P12Br17,P12Br17,I-43m,0.305400172102448,False
1713_Ba6Ga2,Ba6Ga2,Pmmn,-0.0995503976400025,False
1714_Ba3Ga,Ba3Ga,Pmm2,-0.0058325030941168,False
1715_Cr3Ta,Cr3Ta,Cmmm,0.1301554515644412,False
1716_Mn6W2,Mn6W2,Pm-3n,0.1763066696193256,False
1717_Au4Ga,Au4Ga,I4/mmm,0.0781698024577743,False
1718_Ba2Sn2,Ba2Sn2,Pmma,-0.6119471538828103,False
1719_Al3Ga,Al3Ga,Cmmm,0.0275824749523612,False
1720_FeIr3,FeIr3,P4/mmm,0.5584776160701406,False
1721_Al10Au20,Al10Au20,Pnnm,-0.3473274178695784,False
1722_Al18In6,Al18In6,Pmmn,0.1601819126916096,False
1723_Ag4Sn,Ag4Sn,I4/m,-0.0197127183807911,False
1724_Al2Cu,Al2Cu,Immm,-0.0700894357803155,False
1725_CrNb,CrNb,Pm-3m,0.0447298304455507,False
1726_AuGa3,AuGa3,P4/mmm,-0.0481767646676423,False
1727_MoNb3,MoNb3,Pm-3m,0.3686160886970704,False
1728_Fe3Ir,Fe3Ir,P4/mmm,-0.0421983063443285,False
1729_AgGe,AgGe,Cmmm,0.2156207633049502,False
1730_Cr4Sn8,Cr4Sn8,Fddd,-0.0265927506534436,False
1731_CrTa,CrTa,P-6m2,0.530166486935034,False
1732_PaSr,PaSr,R-3m,0.4385685916244535,False
1733_FeV,FeV,P-6m2,0.1213318125962068,False
1734_AgGe3,AgGe3,Immm,0.2660237849399345,False
1735_Ba6Sn2,Ba6Sn2,Cmcm,-0.1304743003915054,False
1736_CrSr3,CrSr3,P4/mmm,0.3991310186583723,False
1737_Na4Pb2,Na4Pb2,Fd-3m,-0.0059604221131216,False
1738_IrV,IrV,P4/mmm,-0.4972864209587264,False
1739_Ba12Ir17,Ba12Ir17,I-43m,0.7052706845245339,False
1740_Al2Sr6,Al2Sr6,Cmcm,0.0682416433704053,False
1741_Pt8V,Pt8V,I4/mmm,-0.2749647122994219,False
1743_Na5Pt4,Na5Pt4,I4/mmm,-0.0063450382886319,False
1744_Na2Pt2,Na2Pt2,P4/nmm,0.0178433983610966,False
1745_Fe2Pd2,Fe2Pd2,Fd-3m,0.0600193354461096,False
1746_Ir2V,Ir2V,P4/mmm,0.1849424688285653,False
1747_Fe3Pb,Fe3Pb,Pm-3m,0.3962023583228786,False
1748_Ag4Al3,Ag4Al3,I4/mmm,-0.0356463121095568,False
1749_Au2Ga4,Au2Ga4,I4_1/amd,-0.0790314973956759,False
1750_MnSb2,MnSb2,I4/mmm,0.2132027757194402,False
1751_Al2P2,Al2P2,P4/nmm,0.1711348282914704,False
1752_Nb2V2,Nb2V2,P4/nmm,0.0562843441936919,False
1753_Ir2Pb,Ir2Pb,I4/mmm,0.5983672141707702,False
1754_Au3Cr,Au3Cr,P4/mmm,0.0798392217555257,False
1755_V3W,V3W,P4/mmm,-0.0340694370188607,False
1756_FePb3,FePb3,Pm-3m,0.9449279199060578,False
1818_Ba2Pd,Ba2Pd,Fmmm,-0.3628834847793444,False
1820_In2Br4,In2Br4,C2/m,-0.649103872879229,False
1821_MnRh,MnRh,Pm-3m,-0.1924736817812853,False
1822_Ca3Mo,Ca3Mo,Imm2,0.7116405846471903,False
1823_Mo2W4,Mo2W4,I4/mcm,0.6720921408779242,False
1824_Cu3Ga,Cu3Ga,Imm2,-0.0800573082827607,False
1825_Pb2Sb6,Pb2Sb6,Cmcm,0.173259380384851,False
1826_FeGa2,FeGa2,I4/mmm,-0.041209392734169,False
1828_Ir4Sn16,Ir4Sn16,I4_1/acd,-0.249447746255101,False
1829_FeNa3,FeNa3,Pm-3m,1.3916807839633634,False
1830_SnP3,SnP3,Im-3m,0.113431214348977,False
1831_Fe2Ga2,Fe2Ga2,P4/nmm,-0.0316817679816612,False
1832_Ni4U6,Ni4U6,R-3c,2.4319144975516,False
1833_Ga5Br,Ga5Br,Cmmm,-0.0006488106114813,False
1834_BiI,BiI,P4/mmm,0.2449565880310906,False
1835_Ca3Pb,Ca3Pb,Immm,-0.2709615632900624,False
1836_Mo2W2,Mo2W2,I4_1/amd,0.4529627299555354,False
1838_SnP,SnP,Fm-3m,-0.0947927665832342,False
1839_Al2Th2,Al2Th2,Cmcm,-0.3294962269685841,False
1840_GaMo,GaMo,P-6m2,-0.028439939265862,False
1841_Pd2Sn8,Pd2Sn8,Ccce,-0.2912838041090353,False
1842_AcAl3,AcAl3,I4/mmm,-0.0211706250433376,False
1843_Cu3Sn,Cu3Sn,P4/mmm,0.0759635169361603,False
1844_Ni2Pb2,Ni2Pb2,P6_3/mmc,0.0508002978802686,False
1845_SmBi,SmBi,P-6m2,-0.8891919496746308,False
1846_VW2,VW2,Immm,0.8396076707660759,False
1847_Mn16W4,Mn16W4,I-43m,0.4679057054088744,False
1848_MnNi,MnNi,P-6m2,0.0683401008984505,False
1849_AlSb3,AlSb3,Immm,0.1501559370777596,False
1850_Au5Nb,Au5Nb,Cmmm,0.048939849058281,False
1851_GaNa2,GaNa2,I4/mmm,0.0255243116220409,False
