file_name,space_group,value per atom
1840_GaMo,P-6m2,-0.028439939
1425_Mn6Sb2,I4/mmm,0.153267573
1838_SnP,Fm-3m,-0.094792767
2761_AuK3,Imm2,-0.133041429
1254_P8Br16,Fd-3m,0.521573047
526_GeP,P-6m2,0.375706288
2176_Ag3Sn,P4/mmm,0.018429869
3601_Cu3Ge,Cmmm,0.065257157
1629_PtYb,Fm-3m,-0.913392812
1107_Pb3V,Pm-3m,0.414796381
3888_FeP5,Cmmm,-0.125466233
3802_NaBr5,Cmmm,-0.467871066
215_AgAl2,P4/mmm,0.192763881
564_Ba2As4,I4_1/amd,-0.76289094
141_CeBr,F-43m,-0.802310246
2087_IrNa3,Immm,0.417147721
1829_FeNa3,Pm-3m,1.391680784
4456_Ga4Mn8,Pa-3,0.89966244
951_Fe2Mo,Fm-3m,0.820596122
2850_Pd6Ge4,Fdd2,-0.392507445
2203_Ba2Sn2,Cmcm,-0.723983198
3084_AgFe2,Fmmm,0.269187695
4830_Fe2As,I4/mmm,0.012083197
4116_BaIn,Pm-3m,-0.394299144
1571_Ca2Rh4,I4_1/amd,-0.126442156
1067_CuGe,P4/mmm,0.185999721
1478_Ta2Ge6,I4/mmm,0.111871609
2824_EuMn,P-6m2,0.633478688
2853_PtSb,P4/mmm,-0.092727888
308_Na4Pb,Im-3m,-0.064269769
1068_Ca3Ni,Fm-3m,0.201327987
1513_CrP3,Pm-3m,0.469133227
2124_Fe6Ir2,I4/mmm,0.03526441
3717_Fe18Pb6,Pmmn,0.748130696
764_Al2K2,P4/nmm,0.242860453
527_Ca3Pb,Immm,-0.274395523
3434_Al4Np2,P4_2/mnm,1.525510836
4645_Na2P2,P4/nmm,-0.055553405
4620_UBi,F-43m,0.737101931
4932_Al4Bi2,P4_2/mnm,0.889244536
4771_EuSb,P-6m2,-0.933217006
651_Mo4P8,Pa-3,0.206220202
3868_Au16Yb20,Pnma,-0.98139411
1473_VBr2,I4/mmm,-0.415230124
4392_Eu4I8,P2_1/c,-1.877240265
791_K2As,I4/mmm,-0.184296023
4067_PdBi,Pm-3m,-0.301581577
2007_W2Sb2,Fd-3m,0.926618135
85_Ni2Sb,P4/mmm,0.12095546
125_Nb4I16,Cmc2_1,-0.598300879
2183_Na6Pb2,Pm-3n,-0.10995209
3846_CsP,P-6m2,0.603663227
1182_Nb2Pb4,Cmcm,0.533639665
4262_Ba2P,I4/mmm,-0.744413301
4965_Fe4Pd2,Pnnm,0.862313812
1261_FePb3,Pm-3m,0.822521155
89_Ba2Ge2,Pmmn,-0.116855551
1641_Pb2As2,Imma,0.08404753
3562_Fe3Ir,P4/mmm,-0.025611102
3894_CaI3,Pm-3m,-0.78745208
3509_Fe4Na2,Fd-3m,0.92755782
2767_AuBr3,Pm-3m,-0.022907899
2781_Ac2Al6,P6_3/mmc,-0.391682184
2959_IrI,Fm-3m,0.860084325
3134_Pb2P,I4/mmm,0.128832278
3811_Ag2Sn2,P4/nmm,0.014212738
262_BaBr3,P4/mmm,-1.469235846
1156_Fe44Mo2,Fd-3m,0.203025948
3231_Fe2As,I4/mmm,0.012640166
4524_Au3Br,Immm,0.28290699
1839_Al2Th2,Cmcm,-0.329496227
4064_In5Mo,Amm2,0.28911374
1494_Fe7Pb,Fm-3m,0.318035593
52_Ca4Ta2,I4/mcm,0.534923391
3194_SbGe2,I4/mmm,0.290026474
4823_CuSb3,I4/mmm,0.39949968
1969_AcAl3,I4/mmm,-0.024111339
9_Mn8Sb,I4/mmm,0.108836727
4625_Ba4P,Im-3m,-0.352485749
309_Fe16Pd8,Fd-3m,0.267812979
1085_Fe4As6,Fdd2,0.077465111
2187_Fe26Pd2,Fm-3c,0.337455497
3814_W2Sb6,Pmmn,0.696380004
4139_Ag4Ba8,Pnma,-0.162341065
1937_Fe8Pb4,Pa-3,1.127174673
4416_AlMo,Pm-3m,0.076944127
645_CaBr3,Immm,-1.358137048
614_Ge18P6,Pmmn,0.356941847
167_Al3P,Pm-3m,0.100317787
277_Ba2Cu2,Cmcm,-0.016972572
7_Sr6Br4,R-3c,-1.191376786
155_NiAs3,P4/mmm,0.142732757
3486_Pb4Sb2,I4/mcm,0.069209508
3159_K4Sn,Im-3m,-0.046379582
3169_RbSm,F-43m,1.509341299
1222_K5Ge,Amm2,0.115353886
2881_AuCs,P-6m2,-0.297990342
2627_Ni10Ge6,C2,-0.462551356
1508_Na2Pd2,Imma,-0.072724028
3187_Al3Br,Imm2,0.111399649
3663_Ba4Sr8,Pnma,0.008340222
3673_Na2Pt,I4/mmm,0.004859008
3909_Ba2Ge,I4/mmm,-0.253667117
2072_Ga2Br2,Pmmn,-0.577725361
659_Ce4Fe34,P6_3/mmc,0.018078707
4937_Fe2As,P4/mmm,0.291928698
3580_In4Pb2,I4_1/amd,0.025335189
1739_Ba12Ir17,I-43m,0.705270685
1452_In3Br3,Cm,-0.617555667
4188_Mn4Sb8,Pa-3,0.383306555
4206_PbSb3,I4/mmm,0.220348883
1591_Ag2Sn2,P4/nmm,0.014075034
2104_As16Br4,I23,0.335199202
1999_Sb3Ge5,Cmmm,0.279852168
1854_Ag5Al4,P-1,-0.028982566
797_Al2K4,Cmcm,0.155120108
1874_Au4Sr2,Imma,-0.762611623
176_In3K,Cmmm,-0.078077156
608_Au2P,I4/mmm,0.311651267
1384_VBr3,P4/mmm,0.618707398
4073_Cu24In5,I-43m,0.051163689
4984_Na4Pd,I4/m,-0.025874176
3640_Fe3P,Immm,-0.198366219
2901_AlMn5,F-43m,0.032508042
1712_P12Br17,I-43m,0.305400172
3425_In4Nb2,I4_1/amd,0.116672594
3801_Na4P2,I4/mcm,-0.235816729
4367_PbGe,P4/mmm,0.229419473
4905_Cu4K16,I-43m,0.388446706
3459_Fe2Mo,Fmmm,3.287027324
3483_MnGe3,Immm,0.261247687
63_Cr2Sr2,P4/nmm,0.744648181
654_Al2In4,Cmcm,0.158768654
3307_AlCs,P4/mmm,0.802491605
4502_Au3Sb,Pm-3m,0.421747782
4232_Fe2Bi6,P6_3/mmc,0.353006557
1583_Ag3Br,Imm2,0.158392035
2135_Sn2W2,P4/nmm,0.701863193
99_Al2Pd2,P4/nmm,-0.747102864
581_BaPd3,Immm,-0.169667589
4509_AuGa,P-6m2,-0.078328828
4008_V8As4,Pa-3,0.123938002
2503_Sn4W2,I4_1/amd,0.715185978
3369_In2Pt,Fm-3m,-0.499826974
1515_Fe16Na4,I-43m,0.89001921
686_Cu4Ge2,Pnnm,0.110134159
2155_AgGe2,Immm,0.226948519
3251_Ni2Sr4,I4/mcm,0.208795066
1885_Sb2Ge2,Imma,0.279012949
3321_AgEu,P4/mmm,-0.473999849
4197_Rh2As6,Pm-3n,0.237477354
4718_AgIn3,Pmm2,0.051981296
2968_Fe2Pt2,Cmcm,-0.119249389
79_Ag2Al6,I4/mmm,0.034104802
3593_K2Sb2,Imma,-0.384480604
4972_Fe4Mn4,Pnma,0.040471131
212_Fe2Ga4,I4/mcm,-0.174619539
750_Cr2As4,I4_1/amd,0.106757578
3306_Fe4Br12,Pnma,-0.222896004
1547_GaAs2,I4/mmm,0.191073005
1532_Nb10P6,I4/mcm,-0.833334182
2357_K6Ge18,Pmmn,0.069093129
820_AgSn2,P4/mmm,0.102890652
3389_AuBr,Fm-3m,0.042965374
2219_KP3,Cmmm,0.561330046
2295_Ag2Al4,I4_1/amd,0.239643491
685_Pt2Sn2,I4_1/amd,-0.227474891
320_AuGa3,P4/mmm,-0.044392137
2567_BaFe4,I4/m,0.668494766
4849_Sn4Br4,P2_13,-0.374984826
622_Fe2Pb2,Fd-3m,1.216375424
737_NiBi3,Fm-3m,0.371586249
1646_AuP,Immm,0.198237597
4564_CaCr,Fm-3m,1.112240896
1516_Ge2P4,Imma,0.259239489
120_Cu8Fe16,Fd-3m,0.325100667
389_Cr2As4,I4_1/amd,0.083479801
3528_Nb2As2,P4/nmm,-0.548444467
188_BiBr,P-6m2,-0.322200488
1257_Ba6Ir2,Pm-3n,0.387809157
3914_SbGe,Pm-3m,-0.013363111
1004_Ag2Al,I4/mmm,-0.062054881
4741_Ni2Ge4,Pnnm,-0.141878232
3130_CuPb3,P4/mmm,0.260282683
3790_MnPd3,Cmmm,-0.167764671
4893_FeNi,Fm-3m,0.590048622
3556_SrAs,Immm,-0.815386682
2057_BaFe3,P4mm,0.882929234
228_Ge3P,Pmmm,0.40284211
1436_AlFe,P-6m2,-0.241019221
2205_GaMn5,P4/mmm,-0.00469636
1632_InBr3,Immm,-0.553526104
2192_Ga3Na,P4/mmm,-0.024988281
3170_Pd5Rb,P4/mmm,0.153967333
2932_Pt8Sr16,Fd-3m,-0.543228576
1403_Ba3Br,P4/mmm,-0.696380349
2543_Ba3Ta,P4/mmm,0.854372995
3645_Al4K5,I4/mmm,0.249264567
960_In2Br4,Cmcm,-0.46578866
2535_CuNi,F-43m,1.28024347
2638_InBr3,Immm,-0.557554541
521_CuGe,P4/mmm,0.17502194
2818_SbP3,Imm2,0.278783022
4296_Ba5Rh,Cmmm,0.098582982
4397_EuTa,Fm-3m,1.982152824
3382_Pd5Rb4,I4/mmm,0.265579385
2353_Cr2Sn2,P4/nmm,0.937295597
4438_AlFe3,Immm,-0.189741548
4534_K5Sr24,I-43m,0.103062584
4894_AgSr,Pm-3m,-0.033676584
3541_Ca2Ga,I4/mmm,-0.137040241
2827_PtAs3,Pmmm,0.183774475
809_PbAs3,Cmmm,0.375361928
1958_Ba2Fe2,P6_3mc,1.432824895
3879_Cu2Ge2,Pmmn,0.173734824
2002_Sr2W2,Fd-3m,1.396423549
4962_Ge2P4,C2/m,0.013760111
139_NpSb,Fm-3m,-0.449748252
4749_K6Rh2,I4/mmm,0.60409527
2210_Na3Sn,Pm-3m,-0.174006555
2308_K2P2,I4_1/amd,0.247621916
502_In5Sn,P4/mmm,-0.006264214
401_AlGa3,Cmmm,0.036131376
2634_CuK4,Im-3m,0.229623078
3059_Ba4P2,I4_1/amd,-0.735442131
4528_In16Sn4,I-43m,0.088910202
3234_AlP,Fm-3m,-0.367568759
641_Al6Rh6,I4/mmm,-0.79131718
3575_K2Pt4,I4/mcm,0.871216874
2276_Ag4Al6,R-3c,0.277013059
4009_Ag2Ba2,Cmcm,-0.276173601
313_AgSn,P4/mmm,0.040946893
4398_KGe3,Immm,0.22511371
1036_Au16Sr4,I-43m,-0.439467491
1275_Ca2W2,P4/nmm,0.489152199
4156_Fe2Ga2,Cmcm,-0.001678923
3413_Al2Sb2,P4/nmm,0.074718512
1627_Al3Sb,Immm,0.194246437
2378_As8Br4,Pa-3,0.442672463
3755_PbGe,Fm-3m,0.122286457
1365_FePb3,Cmmm,0.918579368
4768_Pb6P2,I4/mmm,0.216255345
4913_Na3Rh,Cmmm,0.310306465
2981_BaCu,Pm-3m,0.076434331
1590_PtYb,Fm-3m,-0.904594215
369_Ba3Sn,Immm,-0.322343169
537_Fe2Ga2,I4_1/amd,0.124064854
2483_Fe18As6,Pmmn,-0.003085529
2024_K2Sn4,I4_1/amd,-0.148413738
4880_AlBa3,I4/mmm,0.09214764
4374_Fe3W,Fm-3m,0.042603553
507_Ba2Pd4,Cmcm,-0.216365466
3578_Ba4In2,C2/m,-0.23973601
964_KMn,P-6m2,1.15479869
1662_TaGe5,Cmmm,0.202469744
2551_Ba2Fe2,P6_3mc,1.461589642
1826_FeGa2,I4/mmm,-0.041209393
3586_FeGa,R-3m,-0.076023292
4529_Pd2Sm2,Cmcm,-1.193965895
1918_Ba3Cu,P4/mmm,0.039470297
929_GeP3,Immm,0.391298083
700_BaV2,I4/mmm,0.8428249
4777_Al4Ba,I4/mmm,-0.237921124
3288_Au12Pb4,Pnma,-0.018336479
1409_Cu5Br,Cmmm,0.243710368
1024_Fe4Ga2,I4/mcm,0.088106919
392_FePd3,Fm-3m,-0.023077668
4396_Au2Fe4,I4/mcm,0.465731384
572_Ni2Sn2,P4/nmm,-0.038651767
4395_In3Mn,Cmmm,0.228487733
4138_Na4P2,Cmc2_1,-0.209113576
4451_Ca5Ge,F-43m,0.274656433
3103_Al2Sn4,C2/m,0.088745248
2457_GaPb,P-6m2,0.100969124
472_Ca4P2,Pnnm,-0.895412041
2809_NiSb,R-3m,-0.146338174
3791_Fe3Na,Pmmm,0.711891597
1268_Ca3W,P4/mmm,0.735085956
2363_CuI,P-6m2,0.252166278
953_Al2In6,Cmcm,0.123929772
1500_Ag2Al4,I4/mcm,0.045758877
4755_AuAs3,Immm,0.357765584
2418_FePb,F-43m,1.177480002
3229_Al2Ni4,Cmcm,-0.452815547
2148_Sn2W2,P4/nmm,0.709463193
4508_Al16Mn4,I-43m,0.301063565
3224_TaSb8,I4/mmm,0.309262859
23_CuEu,Pm-3m,-0.159807414
2490_Ag6P2,Pm-3n,0.26009946
2859_Ga2In2,Pmma,0.046296595
88_Ag2Al2,I4_1/amd,-0.009435697
1900_CuK,P-6m2,0.561875596
1605_Ge8P4,Pnma,0.20900464
3837_In2W4,I4_1/amd,1.250886246
3840_Al2In,I4/mmm,0.138752889
4513_In2Mo2,Pmma,0.40146799
2375_Ga13Mn13,R-3m,5.485676899
2991_Al4Pd4,Pnma,-0.785525584
3583_AlK4,I4/mmm,0.448150008
934_Nb2Pb4,Pnnm,0.52791641
37_AlMn,P-6m2,-0.165390872
2436_WP,Pm-3m,-0.164360606
2351_Ni4Sb3,I4/mmm,-0.092002259
1596_Ag4Ge6,Fdd2,1.112664558
3286_AuEu,Fm-3m,-0.945224781
4329_Na5Pb,Cmmm,-0.085400403
1482_Cr8P4,Pa-3,0.095169956
3457_AlSb,F-43m,-0.168771869
3641_MnPd3,Pmm2,-0.162868306
2810_NaPd4,I4/m,-0.008941809
4857_Ag2P2,Imma,0.215945693
3534_Mn2Ge6,Cmcm,0.486877053
3247_GaPb8,I4/mmm,0.025311748
2940_AsBr5,Cmmm,0.028234296
3129_Sn5W,Amm2,0.37102147
3394_Cu4Fe6,R-3c,0.694648818
4486_Al4Ge8,Pa-3,0.26441003
2961_Ac3I,Pm-3m,-0.234363
503_Sn2W,P4/mmm,0.537531149
822_Ca5Sn7,I4mm,-0.370944098
129_InPt,Fm-3m,-0.274718791
1923_InV,Fm-3m,0.817615259
2004_AsBr3,P4/mmm,0.507199522
4855_K3P4,I4/mmm,-0.139473519
4081_BaIn,Pm-3m,-0.393498771
2377_Cu2Ge2,P4/nmm,0.193233365
3530_P3Br,Pm-3m,1.926129211
2726_PtRb3,Pm-3m,0.092036642
4813_Ca3Nb,Pm-3m,0.628281856
1597_MoSn,P-6m2,0.193554893
3502_Ca4Mn4,P2_13,0.636159222
2990_MoSn4,Im-3m,0.197174484
2637_Ga4Na2,I4/mcm,0.182255272
304_AlCu5,Cmmm,-0.13626521
1545_Ca4In,I4/m,-0.079360052
2071_Ga12Pt12,Pbcm,-0.472647485
2926_Ga4In4,P2_13,0.060592576
2429_Ir12As17,I-43m,0.14615022
2122_CaGa4,C2/m,-0.408761413
3308_Fe3Br,Cmmm,0.618134923
3351_Ga4Mn2,Fd-3m,0.617695352
3649_Cu2Ge4,Cmcm,0.252028413
3622_Al6Pt4,Fdd2,-0.704805737
198_K8P4,Pnma,-0.086138347
1196_Ba4Sb2,I4/mcm,-0.767287156
1919_NiSb3,I4/mmm,0.438097996
3313_Sn2W,I4/mmm,0.520270935
3824_MoSr2,I4/mmm,0.954402009
1105_Al4In2,Cmcm,0.121646744
1828_Ir4Sn16,I4_1/acd,-0.249447746
3631_Pb3As,I4/mmm,0.111633826
2647_KP3,Immm,0.046484137
4896_Al5As24,I-43m,0.202914296
2619_Ag2Mn4,I4_1/amd,0.821063316
2396_Ca5P3,Cmmm,-0.949169357
806_Al2Cu2,Pmma,-0.188196171
3176_Sn4Br8,Pa-3,-0.864323585
4026_BaIn5,P4/mmm,-0.155066872
3380_Pd6I4,R-3c,-0.004287555
1316_TaGe3,Pmm2,0.214182695
2435_RbTa,Fm-3m,3.151750611
4253_Au2Ge4,I4/mcm,0.152505619
65_Al4P2,I4_1/amd,0.004820987
1645_Ag3In,P4/mmm,0.00560074
4097_Mn3Sb,Immm,0.21437254
810_Cu3K,Pm-3m,0.764749159
1666_Ba2Fe,I4/mmm,0.810946307
3264_Sn2Br4,Fd-3m,0.258419916
609_GaP2,Fm-3m,0.445602495
1407_BaAs,P4/mmm,-0.824822506
1722_Al18In6,Pmmn,0.160181913
3619_EuI,P-6m2,-1.355209276
3287_Cr9Ga12,C2/m,-0.051291574
776_As17Br12,I-43m,0.001230484
1006_Cu2Ge,I4/mmm,0.069477678
1566_NbP2,I4/mmm,-0.650020768
3049_Ca2Sb,I4/mmm,-0.608186648
1136_Mo4Pb8,Pnma,0.711373739
3664_FeSr3,P4/mmm,0.620809636
732_AgSn2,I4/mmm,-0.000545926
2016_Ba2Ge2,Cmcm,-0.242087032
1045_VGe3,P4/mmm,0.184701119
1242_CrAs3,I4/mmm,0.606240656
2732_Ba2Cu6,Pmmn,-0.033927181
4629_Pd3V,Pmmm,-0.22221886
1869_AlIn3,Imm2,0.116601831
3471_Al2Sb,Fm-3m,0.389301865
4036_Na6Pd2,I4/mmm,-0.013677717
66_CsSb,P-6m2,-0.128148549
3564_Ga32Rh6,Ccce,-0.31211747
111_AgAl3,P4/mmm,-0.015206493
4363_Al4Sr2,Pnnm,0.280914935
4740_Mn2Na4,C2/m,0.591676744
1134_Fe2Pb6,Cmcm,0.793003004
3377_V16P8,Fd-3m,-0.572319903
4757_InBr,Fm-3m,-0.717514097
1190_Pd2Sb4,Cmcm,-0.227268294
4722_Ba2Pb,Immm,-0.467668887
2402_Mn2Sb4,I4_1/amd,0.216749296
1853_VSb,P-6m2,-0.053760968
767_Al18Pt6,Pmmn,-0.507945839
226_Al4Pb2,Pnnm,0.459631521
4394_In5Sb,P4/mmm,0.024584124
253_Cu3Ge4,I4/mmm,0.229708248
2978_Mo2P4,I4/mcm,-0.350987145
4415_Fe3Br,Pmmm,0.84832698
558_K2Sn,I4/mmm,-0.029219001
1178_P12As17,I-43m,0.334887568
1623_Cr8Pb4,Pnma,0.69351886
637_KAs2,I4/mmm,-0.247539295
2040_FePb,Pm-3m,0.8426982
2389_CuMo,F-43m,1.99780866
2093_CuPb,F-43m,0.606864049
2783_Pd2Rb2,P4/nmm,0.118258053
801_Ag2Sn,I4/mmm,-0.004940445
3199_NbBr3,Immm,-0.585360818
3744_FeI,P-6m2,0.597428537
3600_Ag4Sn2,I4_1/amd,0.184077541
4623_AgGa5,Amm2,0.030159659
3140_CsAs,Fm-3m,0.333451516
3202_AlAs,P4/mmm,-0.12588052
548_CuIr,F-43m,1.745508897
579_K4As2,I4_1/amd,-0.123263086
56_CsMn,P-6m2,-5.420664132
240_PaBi,F-43m,0.500636166
770_Cr4Sr5,I4/mmm,0.842349479
1028_FeP,R-3m,-0.290930241
2879_Ca6Nb2,Pm-3n,0.653771593
263_Fe2Pb2,Fd-3m,1.224709304
1111_Ag7Al5,P1,-0.037499802
3805_FeSn,R-3m,0.202250917
3119_Al2Ba4,I4_1/amd,-0.011027797
1505_Ce4Cu4,Pnma,-0.149764161
137_Au3P,Immm,0.230515672
213_Mn2Sn2,I4_1/amd,0.190617428
3849_SnSb,F-43m,-0.066449486
653_NaP,P-6m2,0.124093375
2032_SrAs2,Fmmm,0.950710042
1465_BaAs,P4/mmm,-0.824258924
4101_NiGe2,I4/mmm,0.004505471
2417_Pb2Sr4,Fd-3m,0.231409502
200_CsW,P-6m2,2.392753487
3531_Ga3Sr,Cmmm,-0.143898798
593_Ba2Br4,I4/mcm,-2.1866423
1363_BaFe2,I4/mmm,0.657617244
3003_Na2P2,Imma,-0.339417541
3123_Au3K,Pmm2,-0.058398353
3363_EuI,R-3m,-1.343089012
157_Ag3Al4,P-1,0.00396279
3628_CuPb5,Cmmm,0.171093918
4191_CeBi,Pm-3m,-20.51942767
1943_Al4Ga8,Pnma,0.066255458
1915_K2Sn4,I4_1/amd,-0.14884766
4978_Sn3Br,P4/mmm,-0.149131827
1851_GaNa2,I4/mmm,0.025524312
4265_Ba2Ni6,I4/mmm,0.62405585
1195_Ag5Al3,Amm2,-0.062985247
3152_Ca8In4,Pnma,-0.419179315
1842_AcAl3,I4/mmm,-0.021170625
1974_BaAs,P4/mmm,-0.824274193
3876_Fe10Pb6,Cmcm,0.885008809
4208_Sb8P4,Pa-3,0.232357467
1362_CuPb,P-6m2,0.346281585
3895_Ni2Sn2,Pmmn,-0.115131865
4012_Na2Pd4,Cmcm,-0.009570243
4380_Pt2As4,Pnnm,-0.491088894
123_WP,F-43m,0.518168747
4151_AuSb3,Fm-3m,0.22864339
2843_In2P2,Imma,0.051924425
260_CuNi,F-43m,1.252480081
1575_AuP3,Pmm2,0.032934021
3326_W4P3,I4/mmm,-0.202703463
3660_Cu5P4,I4/mmm,0.135672905
131_NiSn,P-6m2,-0.126684364
786_Al8Ta4,I4_1/amd,-0.225633432
1615_CuP3,Imm2,0.158147794
3267_AlMn,Pm-3m,-0.046241978
473_Ba4Br,I4/mmm,-0.194869042
2936_BaGe,Fm-3m,-0.182004635
1954_AgP3,Pm-3m,0.699342681
1364_Ca2In2,P4/nmm,-0.11739496
1726_AuGa3,P4/mmm,-0.048176765
1864_Fe5W,Amm2,0.137084013
2074_Ca2In2,P4/nmm,-0.458801559
4025_Fe3W,Immm,0.041197898
4236_Pd2Sm2,Cmcm,-1.190243309
520_V2Br2,I4_1/amd,0.695262089
1147_K2P2,Cmcm,-0.413798353
1158_NaPd2,Immm,-0.043173598
499_Cu2Ga4,Pnnm,0.031233323
94_Al2Pd2,P4/nmm,-0.741190181
3654_EuPt,Fm-3m,-0.959752433
3874_Sn3As,Pm-3m,-0.180534299
4846_Al3Mn,Pm-3m,-0.137967508
1543_Cu5Pb4,I4/mmm,0.230271059
2342_Cu4Ge2,I4_1/amd,0.276907393
1258_AgBr3,Cmmm,0.032277674
1298_Al12K12,Pbcm,0.306820336
2062_WP3,Fm-3m,0.390489862
4581_Ca3Nb,Pm-3m,0.631496754
1573_Al2Nb2,I4_1/amd,-0.244814227
1066_Ag2Na4,I4/mcm,-0.062496447
279_Ba2Cu4,Cmcm,0.167998206
4239_Sr3Ta,I4/mmm,0.874247396
2935_Fe6Pd4,Fdd2,0.047590707
4614_Al2K4,Pnnm,0.410810151
1128_Ni5Sb4,I4/mmm,-0.010001379
3592_In2W,I4/mmm,0.724526833
4852_GaMn2,Fm-3m,0.885017298
3838_CrI2,C2/m,-0.409236859
524_In2Sn4,C2/m,-0.000330886
27_Cr4Sr5,I4/mmm,0.841127027
2285_Pb4I8,R-3m,-0.67056359
3882_KPd3,P4/mmm,0.226843824
4557_SnBr3,Fm-3m,-0.286119223
3683_Pd18As6,Pmmn,-0.291367676
3745_Ca2Cu2,Cmcm,-0.147205465
3384_Pd2As4,Cmcm,-0.125341323
4914_Fe2As,I4/mmm,0.011960029
3293_Na4Pd2,Cmcm,0.014233825
1676_Sb4Br12,Pnma,-0.615743716
2196_Ca4Cr2,I4_1/amd,0.559074816
2086_GaRb,R-3m,0.370952842
4711_Fe3Mn,I4/mmm,0.087180457
372_Ag4Al8,P-1,-0.022721269
2602_Ba4Ta2,Pnnm,1.243786269
109_V2Br2,P4/nmm,-0.151080387
4078_Cu16In4,I-43m,0.156846531
692_Fe2Mo,Fm-3m,0.808905299
948_Al4Ce,I4/mmm,-0.328907542
1692_As3Br,Fm-3m,0.496306245
834_Ag5Sn3,Cmmm,0.005546545
4536_Ba4In5,I4/mmm,-0.251477431
4062_Cu4In16,I-43m,0.178676617
3412_Sn12Sb17,I-43m,0.089294179
927_Pb2Sb2,Imma,0.060088763
4207_K4Pd2,Pnnm,0.084334194
4870_AlV,Fm-3m,0.48519569
625_AsBr3,P4/mmm,0.183785481
3198_Ga3Rh,I4/mmm,-0.216988534
1568_Cs16Bi16,P2_1/c,-4.954624199
367_Al3Rh,Pmmm,-0.535249349
4836_NiSr,Pm-3m,0.147174675
986_PAs,Pm-3m,0.553303898
1996_AgIn2,P4/mmm,0.077164879
3359_Ga2Ta,I4/mmm,0.050363509
1080_AsBr2,I4/mmm,0.164487432
3757_Cr2Bi2,P6_3mc,0.785150919
1548_Ni2Br6,Pm-3n,0.517396928
1721_Al10Au20,Pnnm,-0.347327418
362_Au6Ga10,I4/mcm,-0.08793867
939_In2Sn2,C2/m,0.007255781
2904_GaP,Fm-3m,-0.065684684
2840_Al6Ca4,Fdd2,-0.188409806
2855_PdP2,I4/mmm,0.148430716
627_AuIr,F-43m,1.822001498
555_In2Sn4,C2/m,0.00156686
3795_Ca3Ga,P4/mmm,-0.029762165
3118_Mo4Ge8,Pnma,-0.387930768
4798_SnBr4,Im-3m,-0.265994316
2533_Ga2P4,Fd-3m,0.396117707
8_Ge4P12,Pnma,0.208685037
2181_Pb3As,Immm,0.05083919
3318_AgRb,Pm-3m,0.076872036
723_Mo2Sr4,I4/mcm,0.761517866
1747_Fe3Pb,Pm-3m,0.396202358
2838_Nb4Sn8,Fddd,-0.302428243
694_AsBr3,P4/mmm,0.507192221
3435_NbBr3,P4/mmm,-0.385067208
4335_Fe3K,Fm-3m,1.81560215
3196_FePd,F-43m,1.022378689
4996_Al2In2,P4/nmm,0.198094612
2313_Ac4Bi6,R-3c,-0.327829276
1537_BaV2,I4/mmm,0.822141007
3716_RbI,R-3m,-1.601891827
4600_Sr8Br16,Fd-3m,-2.052905571
740_Ag5Al7,P-1,-0.01068163
1907_VBr2,I4/mmm,-0.410063218
2438_Ag3Al5,P1,-0.00615388
1514_Ga16Pt8,Fd-3m,-0.396200423
618_TaGe4,I4/m,0.177546214
835_Ag3Br,Immm,0.133925681
1560_SmSr,P-6m2,-0.143082232
2461_RhSr,F-43m,0.829473632
4575_Cu8P4,I4_1/amd,0.042999681
4621_NaP3,Imm2,0.146017517
1965_CuFe,F-43m,1.458478172
4912_NaBr3,Cmmm,-0.609492831
4993_Ag4Al2,Cmcm,-0.048423427
1224_Na3Pt,I4/mmm,-0.056924062
1876_Ca6Cr2,I4/mmm,0.873137896
4152_MoP5,P4/mmm,0.207401316
4263_Ag2Sr,I4/mmm,-0.194527609
1834_BiI,P4/mmm,0.244956588
1995_CuSn,F-43m,0.354454262
1466_Fe6Na2,Pm-3n,1.232878978
3378_Fe3Br,I4/mmm,0.593162249
3310_KAs,P-6m2,-0.173832617
1872_Cr2As2,P4/nmm,0.007763093
2142_K8P4,Pnma,-0.084414312
4452_K2Pd4,Pnnm,0.958128436
4376_Fe17Th2,R-3m,-0.076958605
2645_KP3,Imm2,0.03625698
2160_SbGe3,Imm2,0.320965231
1408_Au4As2,I4/mcm,0.349246935
3095_PtSr,Fm-3m,-0.613679713
4754_Au2Ba6,Pmmn,-0.26177539
2751_Ga2P2,Pmmn,-0.055940227
617_PaGe3,Fm-3m,-0.347944199
2303_Fe5Ga4,I4/mmm,-0.062680973
4876_GeAs,P-6m2,-0.042885013
100_Ge3Br,P4/mmm,0.180912211
722_Al14Th4,Pbam,-0.354482303
1380_Fe4Pb8,Pnma,1.070151774
2475_Al2P4,I4/mcm,-0.069643549
119_IrP,R-3m,-0.126183099
1089_MoP,Pm-3m,-0.403264573
1301_Al2Sb4,Pnnm,0.034471304
4225_CsMn,Fm-3m,1.377763715
4220_IrSm3,I4/mmm,-0.584696831
3991_CeAs,Fm-3m,-1.737496622
2031_CuYb,P-6m2,-0.047545154
4424_Ni3P,Immm,-0.30950522
3101_Al3Ba,P4/mmm,-0.036777808
1862_GaMn2,I4/mmm,0.074957478
2220_NaPb,Pm-3m,-0.135606675
3533_Pd2Br,Fmmm,2.000228916
3651_AlGe3,Pm-3m,0.249991609
2806_K5P4,I4/mmm,0.290719321
997_Ga3W,P4/mmm,0.22910235
2294_Ba4Cu2,Pnnm,0.030403993
