file_name,value_per_atom,space_group
4_Ir2Na2,0.4721300324400452,Imma
8_Ge4P12,0.2086850365686645,Pnma
10_Ba2Bi3,-0.8094130623309983,Immm
16_Ac4I6,-1.145669893512698,R-3c
36_Nb6Pt2,-0.4193485824946332,Pm-3n
37_AlMn,-0.1653908717519483,P-6m2
39_CrTa3,0.0265847358564226,Immm
40_Al2Rh,-0.7879958682286438,I4/mmm
42_Au2P,0.3033008734032615,I4/mmm
44_NiPt,-0.0435195877614695,P-6m2
50_Ir16Pd8,0.7219119116409539,Fd-3m
55_AgMn,0.829020340298344,P4/mmm
61_NpPd,0.0645258048743269,P-6m2
68_FePb3,0.7885119954880766,Fm-3m
69_FeP,-0.053819012798443,R-3m
73_NiSb2,-0.0025785561335673,I4/mmm
83_IrMn2,-0.0004295886141948,I4/mmm
86_Ni2Sb2,-0.0582208439969926,P4/nmm
102_Cr2Sn2,0.2075312870777024,P4/nmm
112_VBr3,-0.2619159193614142,P4/mmm
115_CrRh2,-0.0464562337250219,I4/mmm
118_CrTa,2.66607583354954,F-43m
120_Cu8Fe16,0.325100666679899,Fd-3m
127_Ge4As2,0.2688744583085179,Pnnm
149_PdRh2,0.0679740127382568,I4/mmm
150_YbP,-0.8482652900103984,R-3m
152_Ni2As6,0.2952248090641767,I4/mmm
169_Cu3Ta,0.0786238311665679,P4/mmm
170_AlTa2,-0.109572504407905,I4/mmm
171_Cu5Pt5,-0.1138101380258533,P1
173_Ba2V,0.6621519240922341,I4/mmm
177_Au3Sr,0.7382655086643606,Pm-3m
180_Pd2Rh2,0.0643234389585014,P4/nmm
185_AgSn,0.0542811791472521,P4/mmm
197_Mn10Sn6,0.2141267769039148,I4/mcm
198_K8P4,-0.0861383471739086,Pnma
201_CrPd,0.7786205625391744,Fm-3m
204_Ni3Sb,-0.1361405822875303,I4/mmm
205_Ir3Mn4,0.0216022662820246,I4/mmm
206_Cr12W18,0.3346698123646452,P4_2/mnm
213_Mn2Sn2,0.1906174282030415,I4_1/amd
215_AgAl2,0.1927638806395458,P4/mmm
220_Cr8Rh,0.215390972454407,I4/mmm
221_Mo7Nb,0.4178278478907451,Fm-3m
224_K2As6,0.0183152754736446,I4/mmm
236_VW2,0.4517394004088544,Immm
242_Ag7Ta,0.3318113890532039,Fm-3m
244_Ni4Rh2,0.1668692690605411,Cmmm
248_Cu5Pt7,-0.1172246329049636,P1
262_BaBr3,-1.4692358460725734,P4/mmm
273_Ba3Br,-0.6944199402649203,P4/mmm
