file_name,value_per_atom,space_group
2_Ni4Ta6,0.1017402497441466,R-3c
3_Mn4Sb2,0.4959808317815088,I4_1/amd
9_Mn8Sb,0.1088367267697947,I4/mmm
11_Mo3W3,-0.0006663757429568,C2/m
14_Pd2Ta2,-0.3572595305178883,P4/nmm
18_InSn5,-0.0004405329807042,Cm
19_In4Sn2,0.0058372774279457,C2/m
23_CuEu,-0.1598074136543927,Pm-3m
24_Cu2Ga2,-0.0461503759196872,Pmma
30_In5Br,-0.1449179659511769,Amm2
43_Ir2Ta4,-0.0336096433566623,Pnnm
49_Al3Sb5,0.2406565035847956,Cmmm
54_Ba2Sn6,-0.2436607623660132,Cmcm
59_GaNp,-0.1856436631432938,P-6m2
62_FeIr2,0.0148692361136006,I4/mmm
70_Al3Nb,-0.4241836065132585,I4/mmm
80_Ag4Al5,0.0050849121442403,I4/mmm
90_IrSn,-0.0646903528158198,P4/mmm
92_InI,-0.3710410919205595,R-3m
93_GaGe,-0.0146410194391521,R-3m
97_Ag3Al,-0.0385368658765874,P4/mmm
108_Fe2Pb2,0.4067883133950829,Cmcm
119_IrP,-0.126183099143863,R-3m
130_GaP,0.2827077846157659,Pm-3m
132_Au2In4,-0.1418995868927499,Pnnm
138_Ge2As4,0.1196947121736281,Pnnm
142_Ce12Ga8,-0.4472578612747064,P4_2/mnm
153_Al3V,-0.2967745434488575,I4/mmm
158_Cu2Ge4,0.1885786881460269,Pnnm
163_As3Br,0.2126619543483046,P4/mmm
167_Al3P,0.1003177873692511,Pm-3m
168_Fe8Mo16,0.2217364434622553,Fd-3m
176_In3K,-0.0780771556712189,Cmmm
178_SrW2,3.2276063672278554,Fm-3m
181_WSb,1.5974823249986905,F-43m
186_Ir2Mo6,0.0459888007119957,Cmcm
193_Eu8Ge4,-0.8865988076880225,Pnma
207_CrRh3,-0.0699913797349944,I4/mmm
217_Ge8Br,0.2846492762005539,I4/mmm
227_Ir2Na4,0.2310379275124135,Cmcm
238_In4Pb16,0.2226825117026813,I-43m
239_Pb2Sb6,0.156305874512693,Cmcm
240_PaBi,0.5006361656619811,F-43m
251_Ba2Ni2,0.597629677831121,P6_3mc
253_Cu3Ge4,0.2297082476966535,I4/mmm
255_Mo2Pb2,0.5946080176813062,Cmcm
256_CuIr,1.783717347151633,F-43m
257_AcMn,0.4122934724034772,P4/mmm
258_Cr5Nb,0.1469112927238486,F-43m
260_CuNi,1.2524800810011456,F-43m
263_Fe2Pb2,1.224709304364091,Fd-3m
268_FeW2,0.3111246762356288,I4/mmm
291_Fe24Pb5,0.554399661464772,I-43m
295_Fe2Pb,1.38281204978178,Fm-3m
299_NbW3,0.4719516784127222,Cmmm
302_CuK,0.4781945344055849,Pm-3m
309_Fe16Pd8,0.2678129794078536,Fd-3m
311_Fe3Pd,0.0705064552450434,Fm-3m
316_MnW,1.98968045727348,F-43m
318_Sb3Ge,0.2645231169142601,Pmmm
326_Ba16Ir8,0.0796746013083324,Fd-3m
332_FePd2,0.637573661042404,Fm-3m
333_K2P2,-0.4201608338771931,Cmcm
337_SmYb3,-0.1239708918231743,Pm-3m
338_Nb2V,0.0503705615820422,I4/mmm
340_Ag2Ge2,0.1739586116285205,Pmmn
349_Ga2As2,0.2211742613306651,P4/nmm
350_FeAs3,0.2431374712098151,Pmm2
353_Fe8Pd4,0.8325658894387308,Pa-3
358_SbGe,0.3136889612467888,Cmmm
359_As6Br2,0.7613573160563023,Pm-3n
360_Au3Cr,0.0727205118778444,P4/mmm
364_Ca2Sn,-0.4536710840000347,I4/mmm
380_MoTa2,-0.1507586219781795,I4/mmm
385_IrPb2,0.2257577188972366,I4/mmm
386_Na2Pt2,-0.0678347584527458,Cmcm
388_IrBr3,0.6300865230216401,P4/mmm
396_Au2Nb2,-0.1082128533063704,Cmme
401_AlGa3,0.0361313760628045,Cmmm
402_GaNa3,0.0194563733445729,I4/mmm
425_CsYb,0.2133070813367397,P-6m2
445_CrW3,0.0467321429249381,P4/mmm
452_AgAl2,0.0093127224340404,I4/mmm
470_P24As5,0.2436816057725621,I-43m
471_Mo3W3,-0.0025435217114875,Cm
488_Ga2Sr,-0.531548045592905,P6/mmm
490_Cu5Ge,0.0655166744716565,P4/mmm
493_Fe3Na,1.1195761482720776,Fm-3m
499_Cu2Ga4,0.0312333231286986,Pnnm
510_Ga2P,0.1252236395168893,Fm-3m
511_AgP,0.4563419294753772,Pm-3m
516_Ba2Cu4,0.1950184329572829,I4/mcm
524_In2Sn4,-0.0003308860237745,C2/m
527_Ca3Pb,-0.2743955233667527,Immm
528_IrTa3,-0.316739098636301,Immm
530_AuNb,1.243237284066657,F-43m
539_FePt3,0.1689510602908326,P4/mmm
543_Sr4Br8,-2.1555202848237465,Pnma
547_AgAl3,0.032289277011491,I4/mmm
553_Al8Sn4,0.1639814527707136,Pnma
558_K2Sn,-0.0292190013714626,I4/mmm
563_CsNi,1.1901183413278558,Amm2
564_Ba2As4,-0.7628909404239513,I4_1/amd
570_Cr2Ta2,0.0133151772221342,Imma
578_Cu5Ge4,0.1404388175606143,I4/mmm
586_AuSr,-0.7391766903276662,Pm-3m
588_Ag4Al4,-0.0205140921578426,P1
592_InSb,-0.1304174171677101,Fm-3m
593_Ba2Br4,-2.1866423000315485,I4/mcm
598_K2Ge2,-0.1488017230705125,Imma
615_Au12Sr17,-0.3497568575971653,I-43m
623_K2As2,-0.3857350325807225,Imma
624_Fe5As3,0.0406293060694071,Cmmm
625_AsBr3,0.1837854807495578,P4/mmm
626_AgAl2,0.0462782463932066,I4/mmm
633_Fe4V12,0.0347610532886228,Pnma
635_CrNb,0.0400403641248559,Pm-3m
640_SrW,1.9908134049990984,Pm-3m
652_AlP4,0.0369338508014443,I4/m
653_NaP,0.1240933747896404,P-6m2
657_CsI,-1.618852980774196,P-6m2
659_Ce4Fe34,0.018078707394174,P6_3/mmc
672_Ba2Ta4,0.787986574164344,Cmcm
674_Fe2Ir,0.0969417910180017,I4/mmm
691_AgNi2,0.2273391932782319,Immm
693_Mo7P,0.2919101955614458,Fm-3m
697_Ge2P6,0.3548940576013857,Cmcm
699_NbW3,-0.0676890586603047,Immm
705_P16As8,0.2640915783909587,Fd-3m
707_Pd3Sb,-0.3760822909045904,Immm
713_Ir18Ta6,-0.5508677004764083,Pmmn
715_Mo2Sr2,0.547790505542185,P4/nmm
718_AgGe5,0.2757923473918933,Cmmm
721_AgMn3,0.5190592754356258,P4/mmm
722_Al14Th4,-0.3544823034813247,Pbam
734_Fe3Ir4,0.3829532302239989,I4/mmm
742_SnW2,0.4336866222469631,I4/mmm
743_Al4P2,0.1063656280243972,I4/mcm
747_Mo3Ta,-0.1285233832042944,P4/mmm
748_Mo2P,0.0111428188688501,Fm-3m
751_Ca3Ir,-0.046826592853308,Fm-3m
753_Ir2V4,-0.1734783621908313,I4/mcm
756_Fe2Ir2,0.095469058522756,P4/nmm
759_P4Br16,0.0475859620767529,I-43m
760_Cr26Nb2,0.3761024021291713,Fm-3c
763_PbAs3,0.2528127421578459,Immm
766_Au3Ga,-0.0407151590716394,P4/mmm
771_Al2Pt4,-0.6594769920454873,Pnnm
778_NaPb,-0.1123338049140905,P-6m2
782_FeIr2,0.016372947711981,I4/mmm
784_AuCr3,0.2856037948833716,P4/mmm
785_Mn4W16,0.9153041860879512,I-43m
786_Al8Ta4,-0.2256334324555962,I4_1/amd
787_Al3I,0.4000964545887084,I4/mmm
789_AuP3,0.4511237559475161,Imm2
790_Ba5V,0.5349305232872368,P4/mmm
801_Ag2Sn,-0.0049404452265407,I4/mmm
808_In5Ta3,0.274984929722831,Cmmm
822_Ca5Sn7,-0.3709440976254115,I4mm
830_Mn4W16,0.9114480338063672,I-43m
843_SbGe3,0.3111828316428111,Cmmm
931_Pt2As,-0.0404441525489787,I4/mmm
934_Nb2Pb4,0.527916409969278,Pnnm
945_RbRh,1.0520374114343962,P-6m2
948_Al4Ce,-0.3289075421692565,I4/mmm
956_GaU,-0.2505695382326465,R-3m
957_BaBr3,-1.4934390696260131,P4/mmm
961_PaSr,0.428211552056168,R-3m
970_Nb4W8,0.124329705043389,Pnma
971_Cr6Ta2,0.3273652456195499,Pmmn
977_SmW,2.654567875129585,F-43m
979_AuNb3,0.040060795731776,Imm2
991_Ni4Rh2,0.0388150810912032,Pmmm
997_Ga3W,0.2291023504900202,P4/mmm
1003_InSb,0.0411974551286244,P4/mmm
1015_Cr8Rh,0.4020511085975929,I4/mmm
1016_FePt,0.1046782928175824,P4/mmm
1023_Ac4I6,-1.1254737931145116,R-3c
1029_AlNb3,-0.1644287196143619,P4/mmm
1033_Ir2Mn2,-0.0092013547958025,P4/nmm
1044_Fe2Mo4,0.7116753557152222,Fd-3m
1061_AgNa2,0.0057255469738176,I4/mmm
1064_EuU,1.3282505515044436,Fm-3m
1071_AsBr2,0.0753329165068876,P4/mmm
1082_Pb4V,0.3152668653469838,Im-3m
1084_Fe3Pb,0.4081851932579479,I4/mmm
1089_MoP,-0.4032645725072434,Pm-3m
1090_Al3K,0.3997707114694173,Fm-3m
1095_Cr4Ta6,0.2239742892993831,Fddd
1099_AuU,0.1006976759970168,Fm-3m
1101_MoI,1.310114103845386,F-43m
1103_NbP3,-0.1665362972477222,P4/mmm
1104_PdRh4,0.401449417497561,I4/mmm
1107_Pb3V,0.414796380719622,Pm-3m
1108_WSb4,0.6132872102765802,Im-3m
1117_Al8Pb4,0.2485274522084513,Pnma
1131_Cu8Ge,-0.0100629725513914,I4/mmm
1132_FePt3,-0.1780280041811845,I4/mmm
1136_Mo4Pb8,0.7113737394934839,Pnma
1138_Au2Mn6,0.3285969933139405,Cmcm
1145_Ba2Ir4,-0.006348404294106,Fd-3m
1149_NbI,1.049989155341601,F-43m
1157_Cr4Nb2,-0.047242148869607,Fd-3m
1172_CuNi,1.7193662460175383,F-43m
1175_Ba5Pd,-0.0416080374204114,Amm2
1176_Mo2W2,-0.0002653883724654,P4/nmm
1177_PAs5,0.7699399335684985,F-43m
1182_Nb2Pb4,0.5336396650961781,Cmcm
1190_Pd2Sb4,-0.2272682943687858,Cmcm
1192_Ge8I32,-0.4877157299122451,Pa-3
1195_Ag5Al3,-0.0629852474614018,Amm2
1197_KGe3,0.2462290881116402,Imm2
1200_K4Ni2,0.6744503580154383,Cmcm
1202_PdTa4,0.7824558231776578,I4/mmm
1206_K2Ge6,0.180561388428706,Cmcm
1209_Ag4Al,-0.0270003615448651,Immm
1211_PbSb,0.0827676745746988,P4/mmm
1213_Al9Sr5,-0.2739927291874911,R-3m
1218_Ba4Cu8,0.2957104055890719,Pnma
1226_Ag4Al,-0.0484028888270259,I4/m
1233_Ba2Ga2,-0.0618128052502804,Pmmn
1242_CrAs3,0.6062406563238731,I4/mmm
1248_Pd2Sn2,-0.4222715211301207,Pmma
1249_AuNb3,-0.0157210614419369,Immm
1253_AgBr3,0.0367241133058517,Cmmm
1255_Ga4W,0.5111326559478918,I4/mmm
1257_Ba6Ir2,0.3878091569580264,Pm-3n
1262_Cr6Ta18,0.2735172897114353,Pmmn
