file_name,formula,space_group,value_per_atom,composition,crystal_system
167_Al3P,Al3P,Pm-3m,0.1003177873692511,Al3P,cubic
168_Fe8Mo16,Fe8Mo16,Fd-3m,0.2217364434622553,FeMo2,cubic
171_Cu5Pt5,Cu5Pt5,P1,-0.1138101380258533,CuPt,triclinic
172_CuTh,CuTh,F-43m,0.7968494262166388,ThCu,cubic
174_PbSr7,PbSr7,Fm-3m,-0.030999434316967,Sr7Pb,cubic
177_Au3Sr,Au3Sr,Pm-3m,0.7382655086643606,SrAu3,cubic
178_SrW2,SrW2,Fm-3m,3.2276063672278554,SrW2,cubic
181_WSb,WSb,F-43m,1.5974823249986905,SbW,cubic
182_Cu6Ni2,Cu6Ni2,Pm-3n,0.1032142976761845,Cu3Ni,cubic
183_AgP3,AgP3,Fm-3m,0.6377887469169732,AgP3,cubic
184_W3Sb,W3Sb,Fm-3m,0.6142879079802093,SbW3,cubic
186_Ir2Mo6,Ir2Mo6,Cmcm,0.0459888007119957,Mo3Ir,orthorhombic
188_BiBr,BiBr,P-6m2,-0.3222004881677978,BiBr,hexagonal
190_CrCu,CrCu,Fm-3m,0.99933812170078,CrCu,cubic
191_Mo4Nb,Mo4Nb,Im-3m,1.5855713652165122,NbMo4,cubic
193_Eu8Ge4,Eu8Ge4,Pnma,-0.8865988076880225,Eu2Ge,orthorhombic
194_Al12Pb12,Al12Pb12,Pbcm,0.2570537015373606,AlPb,orthorhombic
195_Ni6Ge18,Ni6Ge18,Pmmn,0.2198266953462753,NiGe3,orthorhombic
196_Au8Mn4,Au8Mn4,Pnma,-0.0326742680376834,MnAu2,orthorhombic
198_K8P4,K8P4,Pnma,-0.0861383471739086,K2P,orthorhombic
199_Al2V,Al2V,Fmmm,3.021478292177701,Al2V,orthorhombic
200_CsW,CsW,P-6m2,2.392753487086816,CsW,hexagonal
201_CrPd,CrPd,Fm-3m,0.7786205625391744,CrPd,cubic
203_NaPb3,NaPb3,Fm-3m,-0.0546219459481367,NaPb3,cubic
208_PI,PI,R-3m,0.6765507848780659,PI,cubic
209_CuI,CuI,P-6m2,0.163268240844149,CuI,hexagonal
210_Al18Pb6,Al18Pb6,Pmmn,0.208434471028663,Al3Pb,orthorhombic
211_WSb,WSb,P-6m2,0.5521977096633099,SbW,hexagonal
214_PI,PI,R-3m,0.6761453129882056,PI,cubic
221_Mo7Nb,Mo7Nb,Fm-3m,0.4178278478907451,NbMo7,cubic
222_BaIr2,BaIr2,Fm-3m,1.7617864823163814,BaIr2,cubic
226_Al4Pb2,Al4Pb2,Pnnm,0.4596315211143362,Al2Pb,orthorhombic
227_Ir2Na4,Ir2Na4,Cmcm,0.2310379275124135,Na2Ir,orthorhombic
228_Ge3P,Ge3P,Pmmm,0.4028421099060848,Ge3P,orthorhombic
230_Cu7Pt5,Cu7Pt5,P1,-0.1185395596556523,Cu7Pt5,triclinic
231_Ba3Ir,Ba3Ir,Pm-3m,0.3315548688782104,Ba3Ir,cubic
233_Ag6Al6,Ag6Al6,Cmm2,-0.0259394001015677,AlAg,orthorhombic
235_PAs3,PAs3,Fm-3m,0.5081874789383827,As3P,cubic
236_VW2,VW2,Immm,0.4517394004088544,VW2,orthorhombic
238_In4Pb16,In4Pb16,I-43m,0.2226825117026813,InPb4,cubic
239_Pb2Sb6,Pb2Sb6,Cmcm,0.156305874512693,Sb3Pb,orthorhombic
240_PaBi,PaBi,F-43m,0.5006361656619811,PaBi,cubic
241_CrTa,CrTa,F-43m,2.5070367353222007,TaCr,cubic
242_Ag7Ta,Ag7Ta,Fm-3m,0.3318113890532039,TaAg7,cubic
243_FePb3,FePb3,Pm-3m,0.4786018239383995,FePb3,cubic
244_Ni4Rh2,Ni4Rh2,Cmmm,0.1668692690605411,Ni2Rh,orthorhombic
246_WSb,WSb,Pm-3m,0.6402363637939983,SbW,cubic
247_Ba4Ir2,Ba4Ir2,Fd-3m,1.2154619112347849,Ba2Ir,cubic
248_Cu5Pt7,Cu5Pt7,P1,-0.1172246329049636,Cu5Pt7,triclinic
249_Ni8Ta16,Ni8Ta16,Fd-3m,-0.0807124775193379,Ta2Ni,cubic
251_Ba2Ni2,Ba2Ni2,P6_3mc,0.597629677831121,BaNi,hexagonal
252_AuPt,AuPt,F-43m,1.1568970335132995,PtAu,cubic
255_Mo2Pb2,Mo2Pb2,Cmcm,0.5946080176813062,MoPb,orthorhombic
256_CuIr,CuIr,F-43m,1.783717347151633,CuIr,cubic
258_Cr5Nb,Cr5Nb,F-43m,0.1469112927238486,NbCr5,cubic
260_CuNi,CuNi,F-43m,1.2524800810011456,CuNi,cubic
261_Fe3Na,Fe3Na,Fm-3m,1.127116443806946,NaFe3,cubic
263_Fe2Pb2,Fe2Pb2,Fd-3m,1.224709304364091,FePb,cubic
264_Cr4P,Cr4P,Im-3m,0.722891464014863,Cr4P,cubic
266_Ag4Al4,Ag4Al4,Cccm,-0.0171242730527843,AlAg,orthorhombic
267_CrP7,CrP7,Fm-3m,0.6510238187764203,CrP7,cubic
269_SnP3,SnP3,Fm-3m,0.5314056150159168,SnP3,cubic
270_FeNa,FeNa,Fm-3m,2.2341407373912583,NaFe,cubic
272_NbPb3,NbPb3,Cmmm,0.5071251497625129,NbPb3,orthorhombic
274_CsBr,CsBr,F-43m,-1.85028031224608,CsBr,cubic
275_V4W4,V4W4,Pnma,0.2378765211926374,VW,orthorhombic
276_K5Ge,K5Ge,Amm2,0.1171544290501849,K5Ge,orthorhombic
277_Ba2Cu2,Ba2Cu2,Cmcm,-0.0169725723717149,BaCu,orthorhombic
278_Al12Sn4,Al12Sn4,Pnma,0.1373679800708411,Al3Sn,orthorhombic
279_Ba2Cu4,Ba2Cu4,Cmcm,0.1679982061833745,BaCu2,orthorhombic
280_K3P,K3P,Imm2,0.1089889412197191,K3P,orthorhombic
281_YbBi,YbBi,F-43m,-0.1419430461440991,YbBi,cubic
282_V2W,V2W,Immm,0.1508598416056431,V2W,orthorhombic
283_Fe3Pb,Fe3Pb,Pm-3m,0.3868168751662972,Fe3Pb,cubic
284_Cu6Pt6,Cu6Pt6,P1,-0.0941277396963631,CuPt,triclinic
285_MoPb3,MoPb3,Immm,0.5025277881857404,MoPb3,orthorhombic
286_Ca3P5,Ca3P5,Cmmm,-0.4401060503561709,Ca3P5,orthorhombic
287_Ca12Mo4,Ca12Mo4,Pnma,0.6399058390486374,Ca3Mo,orthorhombic
289_P5As,P5As,F-43m,0.7837244693717675,AsP5,cubic
290_W24P5,W24P5,I-43m,0.4316480836713108,P5W24,cubic
291_Fe24Pb5,Fe24Pb5,I-43m,0.554399661464772,Fe24Pb5,cubic
292_Ga14Pt6,Ga14Pt6,Im-3m,-0.5450134948837502,Ga7Pt3,cubic
293_Mo4Pb2,Mo4Pb2,Cmcm,0.5902547794711998,Mo2Pb,orthorhombic
295_Fe2Pb,Fe2Pb,Fm-3m,1.38281204978178,Fe2Pb,cubic
296_Ag2Ge2,Ag2Ge2,Pmmn,0.173659045568022,AgGe,orthorhombic
297_FePd3,FePd3,Pm-3m,-0.1061349423812592,FePd3,cubic
299_NbW3,NbW3,Cmmm,0.4719516784127222,NbW3,orthorhombic
302_CuK,CuK,Pm-3m,0.4781945344055849,KCu,cubic
303_Sb3Ge,Sb3Ge,Immm,0.2660213422478197,GeSb3,orthorhombic
304_AlCu5,AlCu5,Cmmm,-0.1362652104227132,AlCu5,orthorhombic
307_NbW3,NbW3,Pmm2,0.4627843224115704,NbW3,orthorhombic
308_Na4Pb,Na4Pb,Im-3m,-0.0642697687374035,Na4Pb,cubic
309_Fe16Pd8,Fe16Pd8,Fd-3m,0.2678129794078536,Fe2Pd,cubic
310_Ba6Sn2,Ba6Sn2,Cmcm,-0.1445053251641583,Ba3Sn,orthorhombic
311_Fe3Pd,Fe3Pd,Fm-3m,0.0705064552450434,Fe3Pd,cubic
312_Nb2W4,Nb2W4,Pnnm,0.1948479195466153,NbW2,orthorhombic
315_CrNa,CrNa,Cmmm,0.9867061782141312,NaCr,orthorhombic
316_MnW,MnW,F-43m,1.98968045727348,MnW,cubic
318_Sb3Ge,Sb3Ge,Pmmm,0.2645231169142601,GeSb3,orthorhombic
321_PAs,PAs,Pm-3m,0.552972441845033,AsP,cubic
323_TaYb,TaYb,F-43m,3.229303225683664,YbTa,cubic
326_Ba16Ir8,Ba16Ir8,Fd-3m,0.0796746013083324,Ba2Ir,cubic
329_SnTa,SnTa,F-43m,1.464329287677855,TaSn,cubic
330_FePd3,FePd3,Pm-3m,1.3101389883025163,FePd3,cubic
332_FePd2,FePd2,Fm-3m,0.637573661042404,FePd2,cubic
333_K2P2,K2P2,Cmcm,-0.4201608338771931,KP,orthorhombic
335_Cu3Sb,Cu3Sb,Fm-3m,0.1292163677066637,Cu3Sb,cubic
336_KP3,KP3,Pmmm,0.0163658427781863,KP3,orthorhombic
337_SmYb3,SmYb3,Pm-3m,-0.1239708918231743,Yb3Sm,cubic
340_Ag2Ge2,Ag2Ge2,Pmmn,0.1739586116285205,AgGe,orthorhombic
342_Ag3Ge,Ag3Ge,Pmmm,0.0800694173601241,Ag3Ge,orthorhombic
343_TaGe3,TaGe3,Cmmm,0.210347076036002,TaGe3,orthorhombic
344_Nb3W,Nb3W,Immm,-0.0274865342817491,Nb3W,orthorhombic
345_Cu6Pt4,Cu6Pt4,P-1,-0.1122154596063794,Cu3Pt2,triclinic
346_Ni4Rh8,Ni4Rh8,Pnma,0.0535778871675454,NiRh2,orthorhombic
347_SmTa,SmTa,P-6m2,0.266372281515423,SmTa,hexagonal
348_MnNb,MnNb,F-43m,1.8045609325081904,MnNb,cubic
350_FeAs3,FeAs3,Pmm2,0.2431374712098151,FeAs3,orthorhombic
351_Cr3Rh,Cr3Rh,Pm-3m,0.1470079694940231,Cr3Rh,cubic
352_AuP3,AuP3,Cmmm,0.5236402867825065,P3Au,orthorhombic
353_Fe8Pd4,Fe8Pd4,Pa-3,0.8325658894387308,Fe2Pd,cubic
354_CaCr3,CaCr3,Cmmm,0.7352797838408138,CaCr3,orthorhombic
357_CeGa3,CeGa3,Fm-3m,-0.2983194587045221,CeGa3,cubic
358_SbGe,SbGe,Cmmm,0.3136889612467888,GeSb,orthorhombic
359_As6Br2,As6Br2,Pm-3n,0.7613573160563023,As3Br,cubic
366_NiAs3,NiAs3,Fm-3m,0.0077896201439395,NiAs3,cubic
367_Al3Rh,Al3Rh,Pmmm,-0.5352493491958317,Al3Rh,orthorhombic
369_Ba3Sn,Ba3Sn,Immm,-0.3223431693894989,Ba3Sn,orthorhombic
371_Ag14Ca4,Ag14Ca4,Cmcm,-0.2682671116525693,Ca2Ag7,orthorhombic
372_Ag4Al8,Ag4Al8,P-1,-0.0227212694995966,Al2Ag,triclinic
373_Mn8W16,Mn8W16,Fd-3m,0.2505562964440694,MnW2,cubic
374_Al6Rh6,Al6Rh6,Pmmm,-0.7530327867590891,AlRh,orthorhombic
376_Mo3Sr,Mo3Sr,Cmmm,0.7041883060347418,SrMo3,orthorhombic
377_Au3Nb,Au3Nb,Pmmm,-0.0381561659350113,NbAu3,orthorhombic
379_P3As,P3As,Fm-3m,0.6037013122326167,AsP3,cubic
381_Sb4Ge2,Sb4Ge2,Cmcm,0.2403865894397162,GeSb2,orthorhombic
382_AuNb2,AuNb2,Immm,0.0519616767212696,Nb2Au,orthorhombic
383_Ni3Sm,Ni3Sm,Pm-3m,-0.3299709059681639,SmNi3,cubic
386_Na2Pt2,Na2Pt2,Cmcm,-0.0678347584527458,NaPt,orthorhombic
387_FePd,FePd,Fm-3m,0.4812580703488791,FePd,cubic
390_Pb6As2,Pb6As2,Pmmn,0.28922667106808,AsPb3,orthorhombic
392_FePd3,FePd3,Fm-3m,-0.0230776675298578,FePd3,cubic
393_Mn6W2,Mn6W2,Pm-3n,0.1746507393824732,Mn3W,cubic
396_Au2Nb2,Au2Nb2,Cmme,-0.1082128533063704,NbAu,orthorhombic
397_AuNb3,AuNb3,Pmm2,0.0958726177621862,Nb3Au,orthorhombic
399_Au2Nb2,Au2Nb2,Pmma,-0.0960918000005977,NbAu,orthorhombic
401_AlGa3,AlGa3,Cmmm,0.0361313760628045,AlGa3,orthorhombic
406_As4Br,As4Br,Im-3m,0.8804043387066216,As4Br,cubic
425_CsYb,CsYb,P-6m2,0.2133070813367397,CsYb,hexagonal
443_Cr3Nb,Cr3Nb,Immm,0.0969227978575446,NbCr3,orthorhombic
461_Nb2Pt2,Nb2Pt2,Pmma,-0.6457401466596764,NbPt,orthorhombic
462_Fe2Pb4,Fe2Pb4,Pnnm,0.4720998800685994,FePb2,orthorhombic
470_P24As5,P24As5,I-43m,0.2436816057725621,As5P24,cubic
471_Mo3W3,Mo3W3,Cm,-0.0025435217114875,MoW,monoclinic
472_Ca4P2,Ca4P2,Pnnm,-0.8954120405437109,Ca2P,orthorhombic
479_Ca18Mo6,Ca18Mo6,Pmmn,0.6779185862039393,Ca3Mo,orthorhombic
485_PI,PI,R-3m,0.6799114991940689,PI,cubic
488_Ga2Sr,Ga2Sr,P6/mmm,-0.531548045592905,SrGa2,hexagonal
489_In2Br2,In2Br2,Cmcm,-0.8172334018909813,InBr,orthorhombic
493_Fe3Na,Fe3Na,Fm-3m,1.1195761482720776,NaFe3,cubic
499_Cu2Ga4,Cu2Ga4,Pnnm,0.0312333231286986,Ga2Cu,orthorhombic
501_FeSb3,FeSb3,Immm,0.3358709608334767,FeSb3,orthorhombic
506_MnRh,MnRh,Pm-3m,-0.1937437766726706,MnRh,cubic
507_Ba2Pd4,Ba2Pd4,Cmcm,-0.2163654657637609,BaPd2,orthorhombic
510_Ga2P,Ga2P,Fm-3m,0.1252236395168893,Ga2P,cubic
511_AgP,AgP,Pm-3m,0.4563419294753772,AgP,cubic
515_Ni4U6,Ni4U6,R-3c,0.0729580915631913,U3Ni2,trigonal
517_AlNi,AlNi,P-6m2,-0.4930291561301398,AlNi,hexagonal
518_CaPb5,CaPb5,Amm2,-0.1095779331682044,CaPb5,orthorhombic
522_FeTh,FeTh,Fm-3m,0.1634547455125092,ThFe,cubic
524_In2Sn4,In2Sn4,C2/m,-0.0003308860237745,InSn2,monoclinic
526_GeP,GeP,P-6m2,0.3757062883912843,GeP,hexagonal
527_Ca3Pb,Ca3Pb,Immm,-0.2743955233667527,Ca3Pb,orthorhombic
528_IrTa3,IrTa3,Immm,-0.316739098636301,Ta3Ir,orthorhombic
530_AuNb,AuNb,F-43m,1.243237284066657,NbAu,cubic
533_Ga12P17,Ga12P17,I-43m,0.0434574895154503,Ga12P17,cubic
542_Fe12Mo17,Fe12Mo17,I-43m,0.1109067026742717,Fe12Mo17,cubic
543_Sr4Br8,Sr4Br8,Pnma,-2.1555202848237465,SrBr2,orthorhombic
545_Ba2Pd4,Ba2Pd4,Cmcm,-0.4201277691933628,BaPd2,orthorhombic
548_CuIr,CuIr,F-43m,1.7455088971045418,CuIr,cubic
549_FeNa,FeNa,Pm-3m,1.1342721190919105,NaFe,cubic
551_Ca12P12,Ca12P12,Pbcm,-0.942817899372234,CaP,orthorhombic
552_Fe17Pb12,Fe17Pb12,I-43m,1.2324810144787373,Fe17Pb12,cubic
553_Al8Sn4,Al8Sn4,Pnma,0.1639814527707136,Al2Sn,orthorhombic
555_In2Sn4,In2Sn4,C2/m,0.0015668598982495,InSn2,monoclinic
556_Ir4Ta2,Ir4Ta2,Pnnm,-0.1360535071058433,TaIr2,orthorhombic
560_Ir4As12,Ir4As12,Im-3,-0.42536219858306,As3Ir,cubic
562_Mo2W4,Mo2W4,C2/m,-0.0005864744588208,MoW2,monoclinic
563_CsNi,CsNi,Amm2,1.1901183413278558,CsNi,hexagonal
566_NaPd3,NaPd3,Cmmm,0.0354355352941269,NaPd3,orthorhombic
568_AsBr4,AsBr4,Im-3m,0.0827368421497677,AsBr4,cubic
569_CuNi,CuNi,P-6m2,0.0094961468601439,CuNi,hexagonal
570_Cr2Ta2,Cr2Ta2,Imma,0.0133151772221342,TaCr,orthorhombic
575_AcRb,AcRb,Fm-3m,0.98654844080828,RbAc,cubic
576_CrNa,CrNa,Cmmm,0.9901028503581726,NaCr,orthorhombic
577_Ba3Ir,Ba3Ir,Fm-3m,0.338428116950626,Ba3Ir,cubic
580_SmBi,SmBi,P-6m2,-1.0609019344514443,SmBi,hexagonal
581_BaPd3,BaPd3,Immm,-0.1696675891449359,BaPd3,orthorhombic
582_InBr3,InBr3,Immm,-0.5541793780190627,InBr3,orthorhombic
583_InBr5,InBr5,Amm2,-0.2712177359377226,InBr5,orthorhombic
585_AuNi,AuNi,F-43m,0.9641375582202292,NiAu,cubic
586_AuSr,AuSr,Pm-3m,-0.7391766903276662,SrAu,cubic
587_Ac4Br6,Ac4Br6,R-3c,-1.476718120044118,Ac2Br3,trigonal
588_Ag4Al4,Ag4Al4,P1,-0.0205140921578426,AlAg,triclinic
590_Sb4Ge2,Sb4Ge2,Cmcm,0.2864570294892138,GeSb2,orthorhombic
591_AlPd,AlPd,P-6m2,-0.769562325120063,AlPd,hexagonal
592_InSb,InSb,Fm-3m,-0.1304174171677101,InSb,cubic
596_Cr6Ta18,Cr6Ta18,Pmmn,0.2734942512328213,Ta3Cr,orthorhombic
597_Cu6Pt5,Cu6Pt5,P-1,-0.1221253059125608,Cu6Pt5,triclinic
598_K2Ge2,K2Ge2,Imma,-0.1488017230705125,KGe,orthorhombic
599_Ag2Na,Ag2Na,Immm,-0.0121683720273303,NaAg2,orthorhombic
600_Ni4Ta4,Ni4Ta4,P2_13,0.0027783047602145,TaNi,cubic
603_CrP7,CrP7,Fm-3m,0.6510238187764203,CrP7,cubic
604_Cu4Ni2,Cu4Ni2,Fd-3m,0.2141543813091626,Cu2Ni,cubic
605_Fe4Mo16,Fe4Mo16,I-43m,0.753637950687812,FeMo4,cubic
606_Ni3Np,Ni3Np,Pm-3m,0.1401342863873935,NpNi3,cubic
607_NaI,NaI,F-43m,-1.3156962778764316,NaI,cubic
609_GaP2,GaP2,Fm-3m,0.4456024952488941,GaP2,cubic
610_CuNi4,CuNi4,Im-3m,0.8709995730334945,CuNi4,cubic
612_NiTa2,NiTa2,Fm-3m,0.3244954078270427,Ta2Ni,cubic
613_IrAs,IrAs,Fm-3m,0.2667370160346731,AsIr,cubic
614_Ge18P6,Ge18P6,Pmmn,0.3569418465741094,Ge3P,orthorhombic
615_Au12Sr17,Au12Sr17,I-43m,-0.3497568575971653,Sr17Au12,cubic
616_Mo2Nb2,Mo2Nb2,Fd-3m,-0.0860738262660874,NbMo,cubic
617_PaGe3,PaGe3,Fm-3m,-0.3479441991654255,PaGe3,cubic
622_Fe2Pb2,Fe2Pb2,Fd-3m,1.216375423914755,FePb,cubic
623_K2As2,K2As2,Imma,-0.3857350325807225,KAs,orthorhombic
624_Fe5As3,Fe5As3,Cmmm,0.0406293060694071,Fe5As3,orthorhombic
627_AuIr,AuIr,F-43m,1.8220014981525097,IrAu,cubic
630_P4As,P4As,Im-3m,0.812091334973811,AsP4,cubic
631_SrW,SrW,Pm-3m,1.9972426006473425,SrW,cubic
632_Nb4I16,Nb4I16,Cmc2_1,-0.5914529900423056,NbI4,orthorhombic
633_Fe4V12,Fe4V12,Pnma,0.0347610532886228,V3Fe,orthorhombic
635_CrNb,CrNb,Pm-3m,0.0400403641248559,NbCr,cubic
636_Pd3Sb,Pd3Sb,Pmm2,-0.3289871844330214,SbPd3,orthorhombic
638_Ta2V2,Ta2V2,Cmcm,0.3131622498215911,TaV,orthorhombic
640_SrW,SrW,Pm-3m,1.9908134049990984,SrW,cubic
642_As4Br16,As4Br16,I-43m,-0.046800421294947,AsBr4,cubic
643_Al4Pb8,Al4Pb8,Pnma,0.190216711141165,AlPb2,orthorhombic
644_Al2Pt2,Al2Pt2,Imma,-0.9206056344885516,AlPt,orthorhombic
645_CaBr3,CaBr3,Immm,-1.3581370482902582,CaBr3,orthorhombic
647_PtTh,PtTh,R-3m,-0.9985407139856556,ThPt,trigonal
648_CrTa,CrTa,F-43m,2.4750764616864167,TaCr,cubic
649_AuPa,AuPa,Fm-3m,-0.285637361273328,PaAu,cubic
650_Mo5P24,Mo5P24,I-43m,0.4231915241768708,Mo5P24,cubic
651_Mo4P8,Mo4P8,Pa-3,0.2062202022958482,MoP2,cubic
653_NaP,NaP,P-6m2,0.1240933747896404,NaP,hexagonal
654_Al2In4,Al2In4,Cmcm,0.1587686536238752,AlIn2,orthorhombic
656_CrSb,CrSb,F-43m,0.450704512349529,CrSb,cubic
657_CsI,CsI,P-6m2,-1.618852980774196,CsI,hexagonal
659_Ce4Fe34,Ce4Fe34,P6_3/mmc,0.018078707394174,Ce2Fe17,hexagonal
660_Al3Ca,Al3Ca,Fm-3m,-0.0211971321280866,CaAl3,cubic
661_CrTh,CrTh,P-6m2,0.7174677879494853,ThCr,hexagonal
662_AgAl2,AgAl2,Immm,0.0076579922915721,Al2Ag,orthorhombic
665_AsBr4,AsBr4,Im-3m,0.0831803890341781,AsBr4,cubic
666_Ag3Ta,Ag3Ta,Fm-3m,0.4492187079928644,TaAg3,cubic
668_MoSn,MoSn,P-6m2,0.2023255626539493,SnMo,hexagonal
671_NpPd,NpPd,R-3m,0.0703951164883882,NpPd,trigonal
672_Ba2Ta4,Ba2Ta4,Cmcm,0.787986574164344,BaTa2,orthorhombic
675_AlRh3,AlRh3,Pmmm,-0.4132671229453981,AlRh3,orthorhombic
676_AgTa3,AgTa3,Pm-3m,3.185028116001336,Ta3Ag,cubic
678_Na4Pt8,Na4Pt8,Pnma,-0.0907200855774921,NaPt2,orthorhombic
680_EuGa3,EuGa3,Fm-3m,-0.4397634530988226,EuGa3,cubic
683_Cr3Na,Cr3Na,Cmmm,0.5610182583884997,NaCr3,orthorhombic
684_AgAs,AgAs,Fm-3m,0.0355941644367785,AgAs,cubic
686_Cu4Ge2,Cu4Ge2,Pnnm,0.1101341585813073,Cu2Ge,orthorhombic
687_In3Ni,In3Ni,Fm-3m,0.2402447399500977,In3Ni,cubic
688_AuV,AuV,Fm-3m,0.5982158839355014,VAu,cubic
689_In3Sr,In3Sr,Pm-3m,-0.3304793817924882,SrIn3,cubic
691_AgNi2,AgNi2,Immm,0.2273391932782319,Ni2Ag,orthorhombic
692_Fe2Mo,Fe2Mo,Fm-3m,0.8089052993960735,Fe2Mo,cubic
693_Mo7P,Mo7P,Fm-3m,0.2919101955614458,Mo7P,cubic
695_In4Br2,In4Br2,C2/m,-0.3554943725237409,In2Br,monoclinic
696_Ag3Ge,Ag3Ge,Imm2,0.087668262499847,Ag3Ge,orthorhombic
697_Ge2P6,Ge2P6,Cmcm,0.3548940576013857,GeP3,orthorhombic
699_NbW3,NbW3,Immm,-0.0676890586603047,NbW3,orthorhombic
701_Fe2W4,Fe2W4,Cmcm,0.1736369429963483,FeW2,orthorhombic
702_Al2K2,Al2K2,Cmcm,0.2122518133412239,KAl,orthorhombic
703_Pb5As,Pb5As,Cmmm,0.0742787194289308,AsPb5,orthorhombic
704_Cu7Pt5,Cu7Pt5,P1,-0.1193349788810517,Cu7Pt5,triclinic
705_P16As8,P16As8,Fd-3m,0.2640915783909587,AsP2,cubic
706_Ta4V6,Ta4V6,Fdd2,0.1993984094369878,Ta2V3,orthorhombic
707_Pd3Sb,Pd3Sb,Immm,-0.3760822909045904,SbPd3,orthorhombic
708_Fe4Pd8,Fe4Pd8,Pa-3,0.8340075111538189,FePd2,cubic
709_CeTa,CeTa,P-6m2,0.7696654382297821,CeTa,hexagonal
710_K2Ge2,K2Ge2,Cmcm,-0.1416724648632179,KGe,monoclinic
711_CrNb,CrNb,Pm-3m,0.0374160302242572,NbCr,cubic
713_Ir18Ta6,Ir18Ta6,Pmmn,-0.5508677004764083,TaIr3,orthorhombic
714_Fe2Pd26,Fe2Pd26,Fm-3c,0.4845342715894613,FePd13,cubic
717_TaBi,TaBi,F-43m,1.5440836077559703,TaBi,cubic
718_AgGe5,AgGe5,Cmmm,0.2757923473918933,AgGe5,orthorhombic
720_GaPt4,GaPt4,Im-3m,0.1320540703884518,GaPt4,cubic
722_Al14Th4,Al14Th4,Pbam,-0.3544823034813247,Th2Al7,orthorhombic
725_SrV,SrV,P-6m2,1.1938333385077635,SrV,hexagonal
726_Ca2Pb6,Ca2Pb6,Cmcm,0.109675289575164,CaPb3,orthorhombic
728_FeBr3,3-Feb,Fm-3m,0.3130408727754359,FeBr3,cubic
729_CrNb,CrNb,Pm-3m,0.0704811032511401,NbCr,cubic
730_Ni3Ta,Ni3Ta,Fm-3m,-0.1871286724374261,TaNi3,cubic
731_Cr6Pb18,Cr6Pb18,Pmmn,0.8597710145046591,CrPb3,orthorhombic
736_Cr2Nb4,Cr2Nb4,Fd-3m,0.7428867004486825,Nb2Cr,cubic
737_NiBi3,NiBi3,Fm-3m,0.3715862485464503,NiBi3,cubic
739_Ag2Ta4,Ag2Ta4,Fd-3m,0.5628349412683527,Ta2Ag,cubic
740_Ag5Al7,Ag5Al7,P-1,-0.0106816300969262,Al7Ag5,triclinic
741_Cr6Ge2,Cr6Ge2,Pm-3n,-0.2224477129566402,Cr3Ge,cubic
745_CaCr3,CaCr3,Pmm2,0.7852050754029234,CaCr3,orthorhombic
748_Mo2P,Mo2P,Fm-3m,0.0111428188688501,Mo2P,cubic
751_Ca3Ir,Ca3Ir,Fm-3m,-0.046826592853308,Ca3Ir,cubic
752_Ba2Ga2,Ba2Ga2,Pmma,-0.1956373653855494,BaGa,orthorhombic
754_Ba3Sn,Ba3Sn,Immm,-0.322119701814052,Ba3Sn,orthorhombic
755_RhV,RhV,F-43m,0.682774889396148,VRh,cubic
757_W5P,W5P,F-43m,0.7596371541010379,PW5,cubic
758_Cu4Pt7,Cu4Pt7,P1,-0.1032958613637947,Cu4Pt7,triclinic
759_P4Br16,P4Br16,I-43m,0.0475859620767529,PBr4,cubic
760_Cr26Nb2,Cr26Nb2,Fm-3c,0.3761024021291713,NbCr13,cubic
761_CuMo,CuMo,P-6m2,0.34300430186188,CuMo,hexagonal
763_PbAs3,PbAs3,Immm,0.2528127421578459,As3Pb,orthorhombic
767_Al18Pt6,Al18Pt6,Pmmn,-0.5079458393087251,Al3Pt,orthorhombic
768_Mo8Nb16,Mo8Nb16,Fd-3m,0.217704353426722,Nb2Mo,cubic
769_P16Br4,P16Br4,I23,0.5858727126604272,P4Br,cubic
771_Al2Pt4,Al2Pt4,Pnnm,-0.6594769920454873,AlPt2,orthorhombic
772_PbGe3,PbGe3,Fm-3m,0.1001123730519051,Ge3Pb,cubic
773_InTa3,InTa3,Pmm2,0.2223334662506904,Ta3In,orthorhombic
774_W5Sb,W5Sb,F-43m,0.6439930759214031,SbW5,cubic
775_MoI,MoI,F-43m,1.3140727451876053,MoI,cubic
776_As17Br12,As17Br12,I-43m,0.0012304841898449,As17Br12,cubic
777_Al2Cu6,Al2Cu6,Cmcm,-0.1611115337218152,AlCu3,orthorhombic
778_NaPb,NaPb,P-6m2,-0.1123338049140905,NaPb,hexagonal
780_NiTa,NiTa,P-6m2,0.0359782446442089,TaNi,hexagonal
785_Mn4W16,Mn4W16,I-43m,0.9153041860879512,MnW4,cubic
788_CrTa3,CrTa3,Immm,0.0310400462610473,Ta3Cr,orthorhombic
789_AuP3,AuP3,Imm2,0.4511237559475161,P3Au,orthorhombic
792_AuNp,AuNp,F-43m,1.4256368145629512,NpAu,cubic
794_Sb5Ge,Sb5Ge,Amm2,0.1763970050717992,GeSb5,orthorhombic
796_RhBi,RhBi,P-6m2,0.0684266591716671,BiRh,hexagonal
797_Al2K4,Al2K4,Cmcm,0.155120108336991,K2Al,orthorhombic
798_Ba2Sn4,Ba2Sn4,Cmcm,-0.4831717141879193,BaSn2,orthorhombic
800_Fe3Pd,Fe3Pd,Pm-3m,0.0678074179691172,Fe3Pd,cubic
