file_name,formula,space_group,value_per_atom,structural_complexity
2963_AuSb,AuSb,Fm-3m,-0.0501351230650959,8.0
4589_AuPb3,AuPb3,Pmm2,0.0619014909753019,8.0
1714_Ba3Ga,Ba3Ga,Pmm2,-0.0058325030941168,8.0
4571_Fe4Pb4,Fe4Pb4,Pnma,0.756893538735766,8.0
2991_Al4Pd4,Al4Pd4,Pnma,-0.7855255843605562,8.0
3091_Mo4W4,Mo4W4,Pnma,0.380614293590968,8.0
2173_Au3P,Au3P,Pmm2,0.2584710753037122,8.0
3095_PtSr,PtSr,Fm-3m,-0.6136797126464031,8.0
3108_In3Mo,In3Mo,Pmm2,0.3379385834494242,8.0
2153_Cr4Nb4,Cr4Nb4,P2_13,0.3954713383290649,8.0
3123_Au3K,Au3K,Pmm2,-0.0583983529578526,8.0
4413_MoW3,MoW3,Pmm2,0.4838752111837507,8.0
3143_AuNa3,AuNa3,Pm-3m,-0.1684955919688151,8.0
3145_In3Mn,In3Mn,Pmm2,0.2544290912213443,8.0
3245_Ba4W4,Ba4W4,Pnma,1.0878871809741997,8.0
4389_CuBr3,CuBr3,Pmm2,0.0078963335368147,8.0
2101_Mo4Nb4,Mo4Nb4,P2_13,0.2752814592945132,8.0
3447_NbSb3,NbSb3,Pmm2,0.2761555592913893,8.0
4348_Cu3Br,Cu3Br,Pmm2,0.1835211112072219,8.0
1587_Nb4W4,Nb4W4,Pnma,0.3120608256959514,8.0
5001_MoSr3,MoSr3,Pmm2,0.9291439460161364,8.0
397_AuNb3,AuNb3,Pmm2,0.0958726177621862,8.0
1575_AuP3,AuP3,Pmm2,0.0329340208447916,8.0
600_Ni4Ta4,Ni4Ta4,P2_13,0.0027783047602145,8.0
350_FeAs3,FeAs3,Pmm2,0.2431374712098151,8.0
1415_Mo4Pb4,Mo4Pb4,Pnma,0.9888519019726364,8.0
1316_TaGe3,TaGe3,Pmm2,0.2141826952026813,8.0
1311_FeW,FeW,P4/mmm,0.1734095909487258,8.0
1034_Cr3W,Cr3W,P4/mmm,0.070083144452175,8.0
978_AlIn3,AlIn3,Pmm2,0.1314761879387154,8.0
72_Ni4Ge4,Ni4Ge4,Pnma,-0.3244859129136115,8.0
1155_Ca3Pb,Ca3Pb,Pmm2,-0.3742175042414386,8.0
745_CaCr3,CaCr3,Pmm2,0.7852050754029234,8.0
1552_Pd4Sn4,Pd4Sn4,Pnma,-0.3934178880777548,8.0
275_V4W4,V4W4,Pnma,0.2378765211926374,8.0
1381_Mo4Pb4,Mo4Pb4,Pnma,0.986165049405022,8.0
926_Nb4Pb4,Nb4Pb4,Pnma,0.5735621749519426,8.0
1517_Na4Pt4,Na4Pt4,P2_13,0.2332110155064155,8.0
307_NbW3,NbW3,Pmm2,0.4627843224115704,8.0
1184_Ca3Pb,Ca3Pb,Pmm2,-0.1979178734946765,8.0
839_Pb4As4,Pb4As4,Pnma,0.0962067827938515,8.0
538_As3Br,As3Br,P4mm,0.0974852308422016,8.0
773_InTa3,InTa3,Pmm2,0.2223334662506904,8.0
636_Pd3Sb,Pd3Sb,Pmm2,-0.3289871844330214,8.0
1207_Ce4Ge4,Ce4Ge4,Pnma,-0.9901764428373054,8.0
1284_Cr4Nb4,Cr4Nb4,P2_13,0.3977030851031742,8.0
1505_Ce4Cu4,Ce4Cu4,Pnma,-0.1497641612650788,8.0
2125_AgSn4,AgSn4,I4/mmm,0.2672076135465829,7.60964047443681
2122_CaGa4,CaGa4,C2/m,-0.4087614125768802,7.60964047443681
4777_Al4Ba,Al4Ba,I4/mmm,-0.2379211242006079,7.60964047443681
110_Cr4Rh,Cr4Rh,I4/mmm,0.6478040969868033,7.60964047443681
1303_Ga4W,Ga4W,I4/mmm,0.4929919372029175,7.60964047443681
2444_AuAs4,AuAs4,I4/mmm,0.3674009336266358,7.60964047443681
77_Au4Mn,Au4Mn,Immm,-0.0475317577619271,7.60964047443681
4780_Pb4P,Pb4P,I4/mmm,0.4434886753329195,7.60964047443681
2013_MoV4,MoV4,I4/mmm,0.5719330538235908,7.60964047443681
3754_Al3Cu2,Al3Cu2,P-3m1,-0.1646769696389171,7.60964047443681
3798_Ga4Sr,Ga4Sr,I4/mmm,-0.4463342416331709,7.60964047443681
1255_Ga4W,Ga4W,I4/mmm,0.5111326559478918,7.60964047443681
1472_SnW4,SnW4,I4/mmm,0.8177328976757025,7.60964047443681
4071_Fe4As,Fe4As,I4/mmm,0.4298662774482622,7.60964047443681
1899_Cr4Rh,Cr4Rh,I4/mmm,0.6346711220946574,7.60964047443681
1888_AuGa4,AuGa4,I4/mmm,0.091451306531556,7.60964047443681
546_As4Br,As4Br,I4/mmm,0.0467358917197771,7.60964047443681
473_Ba4Br,Ba4Br,I4/mmm,-0.1948690422078861,7.60964047443681
1717_Au4Ga,Au4Ga,I4/mmm,0.0781698024577743,7.60964047443681
4940_IrW4,IrW4,I4/mmm,1.2397460964890954,7.60964047443681
4728_Au2Nb3,Au2Nb3,C2/m,-0.0708677776626018,7.60964047443681
3583_AlK4,AlK4,I4/mmm,0.4481500084409727,7.60964047443681
2376_Ag2Al3,Ag2Al3,I4/mmm,-0.0040974382584245,7.60964047443681
1020_MoV4,MoV4,I4/mmm,0.5635547788826841,7.60964047443681
4343_AlK4,AlK4,I4/mmm,0.4386963169198887,7.60964047443681
3274_Al4In,Al4In,I4/mmm,0.1408628166853951,7.60964047443681
3276_IrW4,IrW4,I4/mmm,1.243275384063176,7.60964047443681
324_BaGa4,BaGa4,I4/mmm,-0.469580045886774,7.60964047443681
4358_Cu4Ir,Cu4Ir,I4/mmm,0.4572899932894181,7.60964047443681
327_Au2Nb3,Au2Nb3,I4/mmm,-0.1809541178163854,7.60964047443681
3113_Ag4W,Ag4W,I4/mmm,1.0330159394192733,7.60964047443681
3109_Al4Ba,Al4Ba,I4/mmm,-0.2379211242006079,7.60964047443681
948_Al4Ce,Al4Ce,I4/mmm,-0.3289075421692565,7.60964047443681
3332_Nb4Br,Nb4Br,I4/mmm,0.819528878927396,7.60964047443681
972_NiP4,NiP4,I4/mmm,0.2320048088897643,7.60964047443681
975_GaW4,GaW4,I4/mmm,0.957071096951836,7.60964047443681
4443_Nb4V,Nb4V,I4/mmm,0.8560605500979136,7.60964047443681
1007_CrRh4,CrRh4,I4/mmm,0.4467363132556045,7.60964047443681
3428_Fe4Ni,Fe4Ni,I4/mmm,0.5846093848012615,7.60964047443681
4637_Na4P,Na4P,I4/mmm,0.2007152095016753,7.60964047443681
1042_Fe4Pb,Fe4Pb,I4/mmm,0.5180408792710665,7.60964047443681
4505_CuIr4,CuIr4,I4/mmm,0.5356091929971001,7.60964047443681
4558_TaSb4,TaSb4,I4/mmm,1.331670094197225,7.60964047443681
3523_AlRh4,AlRh4,I4/mmm,0.1490114095620938,7.60964047443681
1104_PdRh4,PdRh4,I4/mmm,0.401449417497561,7.60964047443681
3538_Ga4Na,Ga4Na,I4/mmm,-0.1346281103334927,7.60964047443681
1127_AgAl4,AgAl4,I4/mmm,0.2037868935858093,7.60964047443681
3551_Ag4Sn,Ag4Sn,I4/mmm,0.1467271739098009,7.60964047443681
2514_FePb4,FePb4,I4/mmm,1.191631646347414,7.60964047443681
1148_As4Br,As4Br,I4/mmm,0.0474093206841274,7.60964047443681
4597_NiGe4,NiGe4,I4/mmm,0.4805487365606581,7.60964047443681
3584_Cu4V,Cu4V,I4/mmm,0.0402390247492668,7.60964047443681
1202_PdTa4,PdTa4,I4/mmm,0.7824558231776578,7.60964047443681
1209_Ag4Al,Ag4Al,Immm,-0.0270003615448651,7.60964047443681
1695_Al4Ce,Al4Ce,I4/mmm,-0.3227036842435439,7.60964047443681
4301_RhW4,RhW4,I4/mmm,1.1430705070741864,7.60964047443681
1588_Ag2Al3,Ag2Al3,Immm,-0.0310931534378596,7.60964047443681
10_Ba2Bi3,Ba2Bi3,Immm,-0.8094130623309983,7.60964047443681
4001_KSr5,KSr5,F-43m,0.1226925396156953,7.509775004326936
1980_Ir5As,Ir5As,F-43m,0.7876346656538438,7.509775004326936
2901_AlMn5,AlMn5,F-43m,0.0325080423492979,7.509775004326936
1984_CuNi5,CuNi5,F-43m,0.1978016568543837,7.509775004326936
774_W5Sb,W5Sb,F-43m,0.6439930759214031,7.509775004326936
2001_FeMo5,FeMo5,F-43m,0.546571882198973,7.509775004326936
1022_SmGe5,SmGe5,Immm,-0.6336399568411982,7.509775004326936
2830_Cu5W,Cu5W,F-43m,0.3803622766868185,7.509775004326936
4242_PtV5,PtV5,F-43m,-0.0809234845314452,7.509775004326936
2799_AlIn5,AlIn5,F-43m,0.2243869260860869,7.509775004326936
3172_PtRb5,PtRb5,F-43m,0.4503096521275971,7.509775004326936
2775_Au5Sb,Au5Sb,F-43m,0.1474496383974006,7.509775004326936
3450_KW5,KW5,F-43m,1.1809571108084664,7.509775004326936
1070_Ni5Ta,Ni5Ta,F-43m,-0.2416319823883223,7.509775004326936
1709_Mn5W,Mn5W,F-43m,0.0518166976176933,7.509775004326936
3386_Ag5P,Ag5P,F-43m,0.3444536904378221,7.509775004326936
4451_Ca5Ge,Ca5Ge,F-43m,0.2746564330536423,7.509775004326936
1530_NiTa5,NiTa5,F-43m,0.4665004146776101,7.509775004326936
4441_Rh5As,Rh5As,F-43m,0.4701166732585164,7.509775004326936
836_MnW5,MnW5,F-43m,0.637096752327229,7.509775004326936
1930_W5P,W5P,F-43m,0.760492533042194,7.509775004326936
4428_FeMn5,FeMn5,F-43m,0.1748406066285154,7.509775004326936
2994_Ir5Mn,Ir5Mn,F-43m,0.755012571259782,7.509775004326936
4041_Pt5V,Pt5V,F-43m,0.0882913873411747,7.509775004326936
289_P5As,P5As,F-43m,0.7837244693717675,7.509775004326936
1592_BaIr5,BaIr5,F-43m,0.6484048012314467,7.509775004326936
3347_CuIn5,CuIn5,F-43m,0.3415053973082337,7.509775004326936
4069_Ba5P,Ba5P,F-43m,0.3985963186882178,7.509775004326936
258_Cr5Nb,Cr5Nb,F-43m,0.1469112927238486,7.509775004326936
1887_Fe5Pd,Fe5Pd,F-43m,0.2336302647298455,7.509775004326936
757_W5P,W5P,F-43m,0.7596371541010379,7.509775004326936
1502_Fe5Mo,Fe5Mo,F-43m,0.1221333189670185,7.509775004326936
3268_Al5Mn,Al5Mn,F-43m,0.1800210855609935,7.509775004326936
1503_FeMo5,FeMo5,F-43m,0.5453663357175754,7.509775004326936
2481_Ir5As,Ir5As,F-43m,0.7889308042601991,7.509775004326936
1701_Na5Pt,Na5Pt,F-43m,0.1710178720096715,7.509775004326936
1177_PAs5,PAs5,F-43m,0.7699399335684985,7.509775004326936
2132_P5As,P5As,F-43m,0.7834809435520972,7.509775004326936
4298_MoW5,MoW5,F-43m,0.4405019749326466,7.509775004326936
4985_Cu5Mn,Cu5Mn,F-43m,0.1331142964003463,7.509775004326936
4029_VW5,VW5,F-43m,0.4316567842693999,7.509775004326936
2576_Ni5U,Ni5U,F-43m,-0.3401739438410741,7.509775004326936
4132_AuV5,AuV5,F-43m,0.1040210577935312,7.509775004326936
140_CrNb5,CrNb5,F-43m,0.4547293105615727,7.509775004326936
1113_IrAs5,IrAs5,F-43m,0.915548865946659,7.509775004326936
3630_Cu5V,Cu5V,F-43m,0.1966226874632391,7.509775004326936
1841_Pd2Sn8,Pd2Sn8,Ccce,-0.2912838041090353,7.219280948873623
1466_Fe6Na2,Fe6Na2,Pm-3n,1.2328789781487774,6.490224995673063
4170_Ni2Ta6,Ni2Ta6,Pm-3n,-0.0830495279921201,6.490224995673063
393_Mn6W2,Mn6W2,Pm-3n,0.1746507393824732,6.490224995673063
4603_Cu2In6,Cu2In6,Pm-3n,0.2063896272875793,6.490224995673063
2973_Pt6V2,Pt6V2,Pm-3n,-0.2525866931293699,6.490224995673063
4140_In6Rh2,In6Rh2,Pm-3n,-0.0876610181800892,6.490224995673063
4839_Fe2Sb6,Fe2Sb6,P6_3/mmc,0.1168711655218608,6.490224995673063
4837_Ag6Fe2,Ag6Fe2,P6_3/mmc,0.3145756984875691,6.490224995673063
4736_Rh6W2,Rh6W2,P6_3/mmc,-0.2931200597782641,6.490224995673063
3501_P2Br6,P2Br6,Pm-3n,0.644935418993847,6.490224995673063
1171_Mo2P6,Mo2P6,Pm-3n,0.0578274049284992,6.490224995673063
1257_Ba6Ir2,Ba6Ir2,Pm-3n,0.3878091569580264,6.490224995673063
741_Cr6Ge2,Cr6Ge2,Pm-3n,-0.2224477129566402,6.490224995673063
4448_Al2Nb6,Al2Nb6,P6_3/mmc,-0.0688869841256529,6.490224995673063
2327_Cu6Fe2,Cu6Fe2,Pm-3n,0.2644123682040105,6.490224995673063
3595_Mn6P2,Mn6P2,Pm-3n,-0.2087209704508552,6.490224995673063
36_Nb6Pt2,Nb6Pt2,Pm-3n,-0.4193485824946332,6.490224995673063
3324_Cs2Ni6,Cs2Ni6,P6_3/mmc,0.6204138322765402,6.490224995673063
3322_Al6Ge2,Al6Ge2,P6_3/mmc,0.0256641957364984,6.490224995673063
3058_Ca2K6,Ca2K6,Pm-3n,0.1668564868052322,6.490224995673063
4960_Sn6Sb2,Sn6Sb2,Pm-3n,0.1037218500945518,6.490224995673063
3317_Fe2Nb6,Fe2Nb6,Pm-3n,-0.0258574124033366,6.490224995673063
1227_Mn2W6,Mn2W6,Pm-3n,0.1105672566669202,6.490224995673063
4720_Cr6Pt2,Cr6Pt2,Pm-3n,-0.0260007174240968,6.490224995673063
2511_Al2V6,Al2V6,Pm-3n,-0.1365881299866016,6.490224995673063
2915_Ce2Br6,Ce2Br6,P6_3/m,-2.11548569156943,6.490224995673063
4555_Fe2V6,Fe2V6,P6_3/mmc,0.123355382997504,6.490224995673063
3492_Ir2Mn6,Ir2Mn6,Pm-3n,0.0123537499260386,6.490224995673063
4197_Rh2As6,Rh2As6,Pm-3n,0.2374773535485985,6.490224995673063
2737_Al6Rb2,Al6Rb2,P6_3/mmc,0.1995774915215715,6.490224995673063
1091_W2Sb6,W2Sb6,Pm-3n,0.7422411538439109,6.490224995673063
4539_Fe2Na6,Fe2Na6,P6_3/mmc,0.6521293141597573,6.490224995673063
2749_Al2Ca6,Al2Ca6,P6_3/mmc,-0.1204313542762798,6.490224995673063
1398_Ga2Nb6,Ga2Nb6,Pm-3n,-0.1994136748875981,6.490224995673063
3507_Pb6As2,Pb6As2,Pm-3n,0.1701053573248594,6.490224995673063
4552_Sn2Ta6,Sn2Ta6,Pm-3n,-0.112248719472225,6.490224995673063
2769_Ba2Br6,Ba2Br6,Pm-3n,-1.669242551351272,6.490224995673063
1306_Na6Pb2,Na6Pb2,Pm-3n,-0.1263341472736097,6.490224995673063
2050_Mo2Nb6,Mo2Nb6,Pm-3n,0.0541671401782277,6.490224995673063
3511_Fe2Sr6,Fe2Sr6,P6_3/mmc,0.5452398911895373,6.490224995673063
2490_Ag6P2,Ag6P2,Pm-3n,0.2600994596241142,6.490224995673063
4226_Au2V6,Au2V6,Pm-3n,-0.0374003777432081,6.490224995673063
2595_As2Br6,As2Br6,Pm-3n,0.3903767788982994,6.490224995673063
359_As6Br2,As6Br2,Pm-3n,0.7613573160563023,6.490224995673063
4232_Fe2Bi6,Fe2Bi6,P6_3/mmc,0.3530065572768315,6.490224995673063
2870_Al2Mo6,Al2Mo6,P6_3/mmc,0.0022474617600725,6.490224995673063
182_Cu6Ni2,Cu6Ni2,Pm-3n,0.1032142976761845,6.490224995673063
4181_Au6Sb2,Au6Sb2,Pm-3n,0.1268491665292348,6.490224995673063
2879_Ca6Nb2,Ca6Nb2,Pm-3n,0.6537715933229715,6.490224995673063
4824_Al6Mn2,Al6Mn2,Pm-3n,-0.1138396464069968,6.490224995673063
4829_Fe2Ta6,Fe2Ta6,P6_3/mmc,0.2474721246249149,6.490224995673063
2183_Na6Pb2,Na6Pb2,Pm-3n,-0.1099520900951809,6.490224995673063
2130_Cr2Nb6,Cr2Nb6,Pm-3n,0.1085546089350248,6.490224995673063
2781_Ac2Al6,Ac2Al6,P6_3/mmc,-0.3916821840667923,6.490224995673063
3615_Al6Ba2,Al6Ba2,P6_3/mmc,-0.1768863718932234,6.490224995673063
3301_Ni2Pt6,Ni2Pt6,P6_3/mmc,-0.015469801680668,6.490224995673063
1556_Fe6Mo2,Fe6Mo2,Pm-3n,0.0530397565109037,6.490224995673063
1522_Cu6Ni2,Cu6Ni2,Pm-3n,0.1060776691267886,6.490224995673063
1548_Ni2Br6,Ni2Br6,Pm-3n,0.5173969276250716,6.490224995673063
3283_Al6Ge2,Al6Ge2,Pm-3n,0.1712366775517884,6.490224995673063
3136_Ca2Cu6,Ca2Cu6,Pm-3n,0.1121861645523587,6.490224995673063
1716_Mn6W2,Mn6W2,Pm-3n,0.1763066696193256,6.490224995673063
4322_K2Sn6,K2Sn6,Pm-3n,0.0649611003597767,6.490224995673063
493_Fe3Na,Fe3Na,Fm-3m,1.1195761482720776,6.0
2596_FeV3,FeV3,Immm,-0.1430951792579371,6.0
2593_FeBi3,FeBi3,Fm-3m,0.5157329205029795,6.0
319_GaNa3,GaNa3,P4/mmm,0.0242168552505561,6.0
3199_NbBr3,NbBr3,Immm,-0.5853608179005412,6.0
4331_Rh3Ta,Rh3Ta,Imm2,-0.3658550965484686,6.0
2601_AlSr3,AlSr3,Immm,0.0081842561815732,6.0
2603_Ir3Ni,Ir3Ni,Fm-3m,0.3806097119806306,6.0
2604_PbAs3,PbAs3,Immm,0.2533125639682092,6.0
784_AuCr3,AuCr3,P4/mmm,0.2856037948833716,6.0
680_EuGa3,EuGa3,Fm-3m,-0.4397634530988226,6.0
3101_Al3Ba,Al3Ba,P4/mmm,-0.0367778075288356,6.0
4551_NbPd3,NbPd3,I4/mmm,-0.4390642868602672,6.0
1093_BaTa3,BaTa3,P4/mmm,0.5966542786171853,6.0
3198_Ga3Rh,Ga3Rh,I4/mmm,-0.2169885340034145,6.0
681_Pt3V,Pt3V,I4/mmm,-0.4605299601087775,6.0
3505_Cu3Br,Cu3Br,I4/mmm,0.4183911709454029,6.0
4334_CuSb3,CuSb3,P4/mmm,0.2871325776202331,6.0
683_Cr3Na,Cr3Na,Cmmm,0.5610182583884997,6.0
4335_Fe3K,Fe3K,Fm-3m,1.8156021498517223,6.0
305_Au3Ga,Au3Ga,P4/mmm,-0.0390593413436333,6.0
303_Sb3Ge,Sb3Ge,Immm,0.2660213422478197,6.0
4548_SbP3,SbP3,Cmmm,0.5203529482374165,6.0
2624_Ca3Rh,Ca3Rh,P4/mmm,-0.2192584044008989,6.0
3514_AgP3,AgP3,Cmmm,0.4904018901239348,6.0
2586_Al3Pt,Al3Pt,Cmmm,-0.48119704804955,6.0
4327_Nb3Ni,Nb3Ni,Fm-3m,0.0207120814794556,6.0
3529_Ba3W,Ba3W,Pmmm,1.0842347237129757,6.0
3209_PtRh3,PtRh3,P4/mmm,-0.0067502684002151,6.0
1112_Cr3Ta,Cr3Ta,Immm,0.054785266293079,6.0
3539_VBr3,VBr3,P4/mmm,-0.2218910264533509,6.0
1615_CuP3,CuP3,Imm2,0.1581477937523514,6.0
1109_As3Br,As3Br,Fm-3m,0.4961707944660891,6.0
3537_V3Sb,V3Sb,Immm,-0.0930840734466427,6.0
176_In3K,In3K,Cmmm,-0.0780771556712189,6.0
3536_Fe3Yb,Fe3Yb,Fm-3m,0.3191566587744008,6.0
318_Sb3Ge,Sb3Ge,Pmmm,0.2645231169142601,6.0
4183_Au3Ta,Au3Ta,I4/mmm,0.0805848578988808,6.0
3531_Ga3Sr,Ga3Sr,Cmmm,-0.1438987980865582,6.0
3984_Mo3Sn,Mo3Sn,P4/mmm,0.2320871808682163,6.0
4557_SnBr3,SnBr3,Fm-3m,-0.2861192229211466,6.0
673_Fe3Ga,Fe3Ga,I4/mmm,-0.1088279660592226,6.0
2571_Ba3V,Ba3V,P4/mmm,0.5185583514696126,6.0
3522_Pd3As,Pd3As,Immm,-0.2758033828431498,6.0
1103_NbP3,NbP3,P4/mmm,-0.1665362972477222,6.0
3521_InRh3,InRh3,Fm-3m,-0.0126030187117507,6.0
787_Al3I,Al3I,I4/mmm,0.4000964545887084,6.0
4186_Pd3Rb,Pd3Rb,P4/mmm,0.2028508952207026,6.0
675_AlRh3,AlRh3,Pmmm,-0.4132671229453981,6.0
4559_Al3Ba,Al3Ba,P4/mmm,-0.0382474331130611,6.0
1612_SnW3,SnW3,I4/mmm,0.5070538116518577,6.0
1090_Al3K,Al3K,Fm-3m,0.3997707114694173,6.0
4547_MoV3,MoV3,Fm-3m,-0.0631905048546421,6.0
2629_Mn3Ni,Mn3Ni,Fm-3m,0.0623150700545078,6.0
4194_PbTa3,PbTa3,I4/mmm,0.3900547148183602,6.0
4177_FePt3,FePt3,Pmmm,0.0727994905894222,6.0
3477_AlYb3,AlYb3,Fm-3m,-0.1302088707657951,6.0
341_PtV3,PtV3,I4/mmm,-0.2432882618193055,6.0
3999_GaAs3,GaAs3,Imm2,0.3380044080014444,6.0
4205_MnRh3,MnRh3,Pmmm,-0.0543841615570341,6.0
4206_PbSb3,PbSb3,I4/mmm,0.2203488826656587,6.0
2747_AuBr3,AuBr3,P4/mmm,0.2885409983907767,6.0
4532_Rh3Ge,Rh3Ge,Fm-3m,-0.1988314155642134,6.0
4345_MoP3,MoP3,P4/mmm,0.3445089633266329,6.0
687_In3Ni,In3Ni,Fm-3m,0.2402447399500977,6.0
3182_SnW3,SnW3,Immm,0.3813266833695365,6.0
2753_IrTa3,IrTa3,Immm,-0.314894706077121,6.0
3460_Ir3As,Ir3As,P4/mmm,0.2958400086988613,6.0
4211_AgSr3,AgSr3,P4/mmm,-0.1333091971026072,6.0
3181_Mn3Rh,Mn3Rh,Pmmm,0.0538139994731174,6.0
192_Ir3V,Ir3V,P4/mmm,-0.0203825605630481,6.0
1068_Ca3Ni,Ca3Ni,Fm-3m,0.2013279866958397,6.0
2761_AuK3,AuK3,Imm2,-0.1330414285429428,6.0
3453_Nb3Bi,Nb3Bi,Fm-3m,0.2577617338898896,6.0
4525_FePd3,FePd3,Pmmm,-0.0949810401407154,6.0
4346_KV3,KV3,Imm2,1.2695272567403224,6.0
4524_Au3Br,Au3Br,Immm,0.2829069902830432,6.0
4217_Mo3Nb,Mo3Nb,Immm,-0.0921436769856338,6.0
4218_PbP3,PbP3,P4/mmm,0.5421844827604634,6.0
809_PbAs3,PbAs3,Cmmm,0.3753619279989451,6.0
694_AsBr3,AsBr3,P4/mmm,0.507192221287605,6.0
3187_Al3Br,Al3Br,Imm2,0.1113996489438839,6.0
2736_PtGe3,PtGe3,Cmmm,0.1019580613747619,6.0
1083_Ba3Ta,Ba3Ta,P4/mmm,0.8554577806908497,6.0
3491_Al3Pt,Al3Pt,Cmmm,-0.4834220380422467,6.0
183_AgP3,AgP3,Fm-3m,0.6377887469169732,6.0
2631_MoSr3,MoSr3,I4/mmm,0.8337843536027552,6.0
3499_Fe3As,Fe3As,P4/mmm,0.0172060819869557,6.0
3497_FeIr3,FeIr3,I4/mmm,-0.0557801795417685,6.0
3496_V3P,V3P,Pm-3m,-0.4864401960416202,6.0
2638_InBr3,InBr3,Immm,-0.5575545409714322,6.0
3495_AlBr3,AlBr3,P4/mmm,-0.2381826702708811,6.0
3493_Rh3Sb,Rh3Sb,Pmmm,-0.0427092390285475,6.0
320_AuGa3,AuGa3,P4/mmm,-0.044392137011382,6.0
184_W3Sb,W3Sb,Fm-3m,0.6142879079802093,6.0
2645_KP3,KP3,Imm2,0.0362569796913732,6.0
2647_KP3,KP3,Immm,0.0464841365445432,6.0
342_Ag3Ge,Ag3Ge,Pmmm,0.0800694173601241,6.0
2648_KP3,KP3,Cmmm,0.391278674206243,6.0
3188_AuSb3,AuSb3,P4/mmm,0.227695155440879,6.0
2651_Ag3V,Ag3V,I4/mmm,0.339459105536597,6.0
344_Nb3W,Nb3W,Immm,-0.0274865342817491,6.0
343_TaGe3,TaGe3,Cmmm,0.210347076036002,6.0
2654_Cu3Na,Cu3Na,Pmmm,0.197974552952445,6.0
1084_Fe3Pb,Fe3Pb,I4/mmm,0.4081851932579479,6.0
3485_Al3Na,Al3Na,Cmmm,0.1641406444576083,6.0
4200_Sr3Br,Sr3Br,Immm,-0.6682952205881987,6.0
2727_V3Sb,V3Sb,Immm,-0.0929562358923776,6.0
3483_MnGe3,MnGe3,Immm,0.2612476874954641,6.0
175_Fe3As,Fe3As,Cmmm,0.0166827533278075,6.0
4586_Ni3P,Ni3P,Pmmm,-0.1897412135355365,6.0
2543_Ba3Ta,Ba3Ta,P4/mmm,0.8543729953738324,6.0
2454_V3Ge,V3Ge,P4/mmm,-0.2244572057801619,6.0
4307_Au3Nb,Au3Nb,C2/m,-0.0066006916361915,6.0
2415_Ir3Ta,Ir3Ta,Pmmm,-0.3949713315041503,6.0
2416_Cs3Fe,Cs3Fe,Fm-3m,0.7934928922294131,6.0
1189_CuBr3,CuBr3,Imm2,-0.1813563709530927,6.0
3979_Ni3V,Ni3V,I4/mmm,-0.2523763540864658,6.0
155_NiAs3,NiAs3,P4/mmm,0.142732757003877,6.0
789_AuP3,AuP3,Imm2,0.4511237559475161,6.0
4622_Na3Pd,Na3Pd,Imm2,-0.0037423943346612,6.0
4621_NaP3,NaP3,Imm2,0.1460175172211837,6.0
1183_K3Sn,K3Sn,Immm,-0.0495743689624823,6.0
1180_Mo3W,Mo3W,P2/m,-0.0004325140166905,6.0
3233_WAs3,WAs3,Imm2,0.1306941151796659,6.0
2433_Fe3As,Fe3As,Cmmm,0.1791333723670165,6.0
2434_PtAs3,PtAs3,P4/mmm,0.2011017476524212,6.0
4162_TaSb3,TaSb3,P4/mmm,0.1410275166388412,6.0
3252_Mn3Nb,Mn3Nb,P4/mmm,0.0587387417979776,6.0
4163_AlBa3,AlBa3,P4/mmm,-0.0290267904209771,6.0
357_CeGa3,CeGa3,Fm-3m,-0.2983194587045221,6.0
3587_AuSb3,AuSb3,P4/mmm,0.2293286939166487,6.0
2442_V3Ge,V3Ge,I4/mmm,-0.1837031005204537,6.0
3246_Al3Rh,Al3Rh,P4/mmm,-0.4172590044019131,6.0
2445_Pd3Ta,Pd3Ta,P4/mmm,-0.2675461896751736,6.0
2447_Al3Cs,Al3Cs,Fm-3m,0.6241376151474332,6.0
3581_Ba3Sr,Ba3Sr,Immm,0.0026527436349885,6.0
2452_Ca3Mo,Ca3Mo,Cmmm,0.8021335068030071,6.0
153_Al3V,Al3V,I4/mmm,-0.2967745434488575,6.0
4629_Pd3V,Pd3V,Pmmm,-0.2222188597370307,6.0
1197_KGe3,KGe3,Imm2,0.2462290881116402,6.0
2382_VBr3,VBr3,I4/mmm,0.1166554523062841,6.0
2365_PdW3,PdW3,Cmmm,0.0769891150981809,6.0
1225_FePd3,FePd3,Fm-3m,-0.0160473646052743,6.0
4303_AuRh3,AuRh3,Pmmm,0.1418375503469873,6.0
1224_Na3Pt,Na3Pt,I4/mmm,-0.0569240620067024,6.0
4643_PdV3,PdV3,Cmmm,-0.1064366261083087,6.0
2372_Cr3W,Cr3W,P4/mmm,0.0722511074597704,6.0
4641_CuV3,CuV3,Fm-3m,0.1548210464828159,6.0
1221_Mo3Pb,Mo3Pb,Immm,0.507330070879302,6.0
646_Al3Sb,Al3Sb,Cmmm,0.1732711125575723,6.0
3608_AlK3,AlK3,Fm-3m,0.3006512908502217,6.0
2381_IrMn3,IrMn3,P4/mmm,0.0321110700647029,6.0
1215_Ag3Mn,Ag3Mn,I4/mmm,0.1560579519535476,6.0
3598_Pb3V,Pb3V,P4/mmm,0.4395690890623331,6.0
1214_GaW3,GaW3,P4/mmm,0.2057357064825211,6.0
3241_InGe3,InGe3,Cmmm,0.2659420410108755,6.0
314_Mo3Ta,Mo3Ta,P4/mmm,-0.1259140954870599,6.0
3604_Al3Pt,Al3Pt,P4/mmm,-0.4549920345578195,6.0
