formula,space_group,count,median,median_cif_name,other_cif_names
Ba4Cu2,Pnnm,2,0.0309882938574498,2293_Ba4Cu2.cif,4125_Ba4Cu2.cif
Ba4In2,C2/m,2,-0.2471882227130509,3337_Ba4In2.cif,3577_Ba4In2.cif
Ba4In2,I4/mcm,2,-0.27003008336365797,2153_Ba4In2.cif,2190_Ba4In2.cif
Ba4Ir12,Pnma,2,0.13860471483849235,3116_Ba4Ir12.cif,4480_Ba4Ir12.cif
Ba4Ir2,Fd-3m,2,1.212341716668695,0246_Ba4Ir2.cif,2048_Ba4Ir2.cif
Ba4Ni6,R-3c,2,0.4850103099578586,0992_Ba4Ni6.cif,1114_Ba4Ni6.cif
Ba5V,P4/mmm,2,0.5335178421816245,0789_Ba5V.cif,2396_Ba5V.cif
Ba6Sn2,Cmcm,2,-0.13748981277783184,0309_Ba6Sn2.cif,1734_Ba6Sn2.cif
BaBr3,P4/mmm,2,-1.4813374578492933,0261_BaBr3.cif,0956_BaBr3.cif
BaCu5,Cmmm,2,0.2530548274475525,2108_BaCu5.cif,1484_BaCu5.cif
BaGe,Fm-3m,2,-0.18253926192717324,2935_BaGe.cif,3234_BaGe.cif
BaIn,Pm-3m,2,-0.3938989571632412,4080_BaIn.cif,4115_BaIn.cif
BaIr2,Fm-3m,2,1.756304492831391,0221_BaIr2.cif,2042_BaIr2.cif
BaSn5,Cmmm,2,-0.2591774014803872,0825_BaSn5.cif,2605_BaSn5.cif
BiGe,P4/mmm,2,0.2669721090832728,0939_BiGe.cif,2102_BiGe.cif
Ca2Cu2,Cmcm,2,-0.1531372853070922,2773_Ca2Cu2.cif,3744_Ca2Cu2.cif
Ca2Ga,I4/mmm,2,-0.2308302303439557,3531_Ca2Ga.cif,3540_Ca2Ga.cif
Ca2In2,P4/nmm,2,-0.2880982598199386,1363_Ca2In2.cif,2073_Ca2In2.cif
Ca2Ta2,I4_1/amd,2,0.8419364010011483,1869_Ca2Ta2.cif,2498_Ca2Ta2.cif
Ca3Ga,P4/mmm,2,-0.04534015907213915,3794_Ca3Ga.cif,3131_Ca3Ga.cif
Ca3Nb,Pm-3m,2,0.6298893050106891,4580_Ca3Nb.cif,4812_Ca3Nb.cif
Ca3Ni,Fm-3m,2,0.2271759558564772,1642_Ca3Ni.cif,1067_Ca3Ni.cif
Ca3Pb,Immm,2,-0.2726785433284076,0526_Ca3Pb.cif,1834_Ca3Pb.cif
Ca3Pb,Pmm2,2,-0.28606768886805756,1154_Ca3Pb.cif,1183_Ca3Pb.cif
Ca4In,I4/m,2,-0.08048138776108396,0937_Ca4In.cif,1544_Ca4In.cif
Ca4P2,Pnnm,2,-0.8955011683868388,2047_Ca4P2.cif,0471_Ca4P2.cif
CaGe3,Fm-3m,2,-0.16070252063432683,4116_CaGe3.cif,1991_CaGe3.cif
CaNi5,P6/mmm,2,-0.1208772101756245,1236_CaNi5.cif,1282_CaNi5.cif
CaSb,P4/mmm,2,-0.8111685498979122,3436_CaSb.cif,4212_CaSb.cif
CaW2,I4/mmm,2,0.6425096034148006,0188_CaW2.cif,4742_CaW2.cif
Cr12W18,P4_2/mnm,2,0.3534134541954368,0205_Cr12W18.cif,2013_Cr12W18.cif
Cr16Nb4,I23,2,0.5516027781226839,1251_Cr16Nb4.cif,1550_Cr16Nb4.cif
Cr2As4,I4_1/amd,2,0.09511868929998471,0749_Cr2As4.cif,0388_Cr2As4.cif
Cr2Ta4,Pnnm,2,0.6416399500176416,1518_Cr2Ta4.cif,2421_Cr2Ta4.cif
Cr2W,I4/mmm,2,0.06149313469191965,2306_Cr2W.cif,1893_Cr2W.cif
Cr4Nb4,P2_13,2,0.39658721171611955,1283_Cr4Nb4.cif,2152_Cr4Nb4.cif
Cr4Rh,I4/mmm,2,0.6412376095407304,0109_Cr4Rh.cif,1898_Cr4Rh.cif
Cr4Rh8,I4_1/amd,2,-0.08591110471823815,1120_Cr4Rh8.cif,2009_Cr4Rh8.cif
Cr4Sn8,Fddd,2,-0.02622897620970235,1576_Cr4Sn8.cif,1729_Cr4Sn8.cif
Cr4Sr5,I4/mmm,2,0.8417382527781471,0026_Cr4Sr5.cif,0769_Cr4Sr5.cif
Cr5Nb,Cmmm,2,0.08171779200274004,1895_Cr5Nb.cif,1896_Cr5Nb.cif
Cr5Rh4,I4/mmm,2,0.0433791733847191,1018_Cr5Rh4.cif,0215_Cr5Rh4.cif
Cr6Ta18,Pmmn,2,0.2735057704721283,1261_Cr6Ta18.cif,0595_Cr6Ta18.cif
Cr7Nb,Fm-3m,2,0.4885769340934116,0393_Cr7Nb.cif,1295_Cr7Nb.cif
Cr8Rh,I4/mmm,2,0.30872104052599997,1014_Cr8Rh.cif,0219_Cr8Rh.cif
CrAs3,I4/mmm,2,0.6024902251071205,0383_CrAs3.cif,1241_CrAs3.cif
CrMn,P-6m2,2,0.24151297072935304,0158_CrMn.cif,1560_CrMn.cif
CrNa,Cmmm,2,0.988404514286152,0575_CrNa.cif,0314_CrNa.cif
CrP7,Fm-3m,2,0.6510238187764203,0266_CrP7.cif,0602_CrP7.cif
CrSr2,I4/mmm,2,0.5300263342455322,2161_CrSr2.cif,1885_CrSr2.cif
CrSr3,P4/mmm,2,0.4005424634167476,0734_CrSr3.cif,1735_CrSr3.cif
CrTa,Cmmm,2,0.1365876824514034,0979_CrTa.cif,2524_CrTa.cif
CrTa3,Immm,2,0.02881239105873495,0038_CrTa3.cif,0787_CrTa3.cif
CrTh,F-43m,2,1.700754842253772,1525_CrTh.cif,0147_CrTh.cif
CsCu,Fm-3m,2,0.46877342594711846,2836_CsCu.cif,4886_CsCu.cif
CsI,P-6m2,2,-1.619362158320377,0656_CsI.cif,1444_CsI.cif
CsIr,R-3m,2,1.5548204871981879,2741_CsIr.cif,4584_CsIr.cif
CsW,P-6m2,2,2.3855704096467063,0199_CsW.cif,0968_CsW.cif
Cu2Ga2,Cmcm,2,0.0065337413706349975,0941_Cu2Ga2.cif,1609_Cu2Ga2.cif
Cu2Ga4,Cmcm,2,0.02815292335908615,1388_Cu2Ga4.cif,2403_Cu2Ga4.cif
Cu2Ge,I4/mmm,2,0.09868072611641834,1005_Cu2Ge.cif,0839_Cu2Ge.cif
Cu2Ge4,Pnnm,2,0.18803581211616882,0157_Cu2Ge4.cif,2412_Cu2Ge4.cif
Cu2Ge6,I4/mmm,2,0.29788674967249484,1415_Cu2Ge6.cif,2439_Cu2Ge6.cif
Cu2Mn2,Cmcm,2,0.2827120913337944,4626_Cu2Mn2.cif,4282_Cu2Mn2.cif
Cu2Sb2,P4/nmm,2,0.09391892910700281,4089_Cu2Sb2.cif,4824_Cu2Sb2.cif
Cu2W,Immm,2,0.6133150589668445,4990_Cu2W.cif,3791_Cu2W.cif
Cu3Sn,P4/mmm,2,0.06996931924996505,1842_Cu3Sn.cif,2135_Cu3Sn.cif
Cu4Ge2,Pnnm,2,0.12522977416603795,0685_Cu4Ge2.cif,1882_Cu4Ge2.cif
Cu4K2,Fd-3m,2,0.35653607861929704,2632_Cu4K2.cif,3775_Cu4K2.cif
Cu4Nb2,Fd-3m,2,0.1063828985493694,3049_Cu4Nb2.cif,4174_Cu4Nb2.cif
Cu5Pt7,P1,2,-0.10556010133739235,0247_Cu5Pt7.cif,2089_Cu5Pt7.cif
Cu6Ni2,Pm-3n,2,0.10464598340148655,0181_Cu6Ni2.cif,1521_Cu6Ni2.cif
Cu6Pt4,P-1,2,-0.1146165124462001,0344_Cu6Pt4.cif,1200_Cu6Pt4.cif
Cu8In,I4/mmm,2,0.020259638950969848,4016_Cu8In.cif,4962_Cu8In.cif
Cu8Sn,I4/mmm,2,0.009044875812681149,1533_Cu8Sn.cif,2404_Cu8Sn.cif
CuFe,F-43m,2,1.4954171526997873,1476_CuFe.cif,1964_CuFe.cif
CuGe2,I4/mmm,2,0.18331662595804496,0499_CuGe2.cif,2457_CuGe2.cif
CuGe3,P4/mmm,2,0.23465287640698168,1907_CuGe3.cif,1556_CuGe3.cif
CuIn7,Fm-3m,2,0.06162664435895745,4564_CuIn7.cif,4843_CuIn7.cif
CuK4,Im-3m,2,0.22663107225205895,2210_CuK4.cif,2633_CuK4.cif
CuMo,P-6m2,2,0.3509293226549124,1856_CuMo.cif,0760_CuMo.cif
CuNb,P4/mmm,2,0.21776378685108666,0715_CuNb.cif,0014_CuNb.cif
CuTh,F-43m,2,0.8077122955678075,0171_CuTh.cif,1059_CuTh.cif
CuTh,P-6m2,2,0.1948543750543332,1497_CuTh.cif,1876_CuTh.cif
EuNi,Fm-3m,2,-0.0333109573653804,4488_EuNi.cif,4793_EuNi.cif
EuSb,P-6m2,2,-0.9334474944848732,4770_EuSb.cif,2861_EuSb.cif
Fe12W12,Pbcm,2,0.1600194507475135,0120_Fe12W12.cif,1577_Fe12W12.cif
Fe16Na4,I-43m,2,0.8877388095536336,0923_Fe16Na4.cif,1514_Fe16Na4.cif
Fe26Pd2,Fm-3c,2,0.33100780460228507,1306_Fe26Pd2.cif,2186_Fe26Pd2.cif
Fe2Ga,I4/mmm,2,-0.12538111356869364,0482_Fe2Ga.cif,1031_Fe2Ga.cif
Fe2Ga4,I4_1/amd,2,0.09205467415233551,0999_Fe2Ga4.cif,2078_Fe2Ga4.cif
Fe2Mo,Fm-3m,2,0.8147507107970793,0691_Fe2Mo.cif,0950_Fe2Mo.cif
Fe2Pb2,Fd-3m,2,1.220542364139423,0262_Fe2Pb2.cif,0621_Fe2Pb2.cif
Fe2Pb4,Pnnm,2,0.4720998800685994,0461_Fe2Pb4.cif,1418_Fe2Pb4.cif
Fe2Pd2,Fd-3m,2,0.0570976169065793,1744_Fe2Pd2.cif,3704_Fe2Pd2.cif
Fe2Sb4,I4_1/amd,2,0.3374506400732849,3405_Fe2Sb4.cif,4496_Fe2Sb4.cif
Fe2Sr6,I4/mmm,2,0.7402680249097737,3685_Fe2Sr6.cif,3713_Fe2Sr6.cif
Fe3Na,Fm-3m,2,1.1233462960395117,0492_Fe3Na.cif,0260_Fe3Na.cif
Fe3P,Immm,2,-0.19709094908309985,3639_Fe3P.cif,3643_Fe3P.cif
Fe44Mo2,Fd-3m,2,0.214109682829914,1155_Fe44Mo2.cif,1621_Fe44Mo2.cif
Fe4Mo16,I-43m,2,0.7549625213636496,0604_Fe4Mo16.cif,2348_Fe4Mo16.cif
Fe4Na,Im-3m,2,1.6984616208947636,1826_Fe4Na.cif,1448_Fe4Na.cif
Fe4Na8,Pa-3,2,1.6244893107312064,0024_Fe4Na8.cif,1508_Fe4Na8.cif
Fe4Pb8,Pnma,2,0.9440650753777429,2239_Fe4Pb8.cif,1379_Fe4Pb8.cif
Fe4V12,Pnma,2,0.03316473555271755,0632_Fe4V12.cif,1056_Fe4V12.cif
Fe5Ir4,I4/mmm,2,0.01343895973525135,1040_Fe5Ir4.cif,2151_Fe5Ir4.cif
Fe8Pb4,Pa-3,2,1.1056771918030983,1145_Fe8Pb4.cif,1936_Fe8Pb4.cif
FeAs3,Imm2,2,0.08896515324869189,0161_FeAs3.cif,0935_FeAs3.cif
FeBi3,Fm-3m,2,0.5149988952728077,2531_FeBi3.cif,2592_FeBi3.cif
FeGe,Pm-3m,2,0.0020773733828351503,4861_FeGe.cif,3525_FeGe.cif
FeIn,P-6m2,2,0.3289257270994783,0940_FeIn.cif,2857_FeIn.cif
FeIr3,P4/mmm,2,0.5584720493823268,1287_FeIr3.cif,1719_FeIr3.cif
FeMo5,F-43m,2,0.5459691089582742,1502_FeMo5.cif,2000_FeMo5.cif
FeNa3,Pm-3m,2,1.3839546138096868,1503_FeNa3.cif,1828_FeNa3.cif
FeNb,P-6m2,2,0.31542874807885996,4343_FeNb.cif,4932_FeNb.cif
FeP,R-3m,2,-0.17237462705010204,0068_FeP.cif,1027_FeP.cif
FePd,Pm-3m,2,0.05489461239301225,0801_FePd.cif,2127_FePd.cif
FePd3,Fm-3m,2,-0.019562516067566052,0391_FePd3.cif,1224_FePd3.cif
FePt,P4/mmm,2,0.104543379706834,1015_FePt.cif,1916_FePt.cif
FePt3,P4/mmm,2,0.0939328952054201,0538_FePt3.cif,1919_FePt3.cif
FeTh,Fm-3m,2,0.15969975518718899,3856_FeTh.cif,0521_FeTh.cif
FeV,P-6m2,2,0.1250288908668153,1732_FeV.cif,2559_FeV.cif
FeW2,I4/mmm,2,0.25677900201592035,0267_FeW2.cif,2624_FeW2.cif
Ga10Mn4,P4/mbm,2,-0.12209374780471495,3167_Ga10Mn4.cif,3710_Ga10Mn4.cif
Ga2Pt2,P4/nmm,2,-0.2867444920977902,1581_Ga2Pt2.cif,1971_Ga2Pt2.cif
Ga2Rh,I4/mmm,2,-0.4166963559836472,2783_Ga2Rh.cif,3258_Ga2Rh.cif
Ga2Sr,P6/mmm,2,-0.532701177951998,0012_Ga2Sr.cif,0487_Ga2Sr.cif
Ga3Sr,Cmmm,2,-0.19697718263550995,3530_Ga3Sr.cif,3724_Ga3Sr.cif
Ga3W,P4/mmm,2,0.24351941437416966,0817_Ga3W.cif,0996_Ga3W.cif
Ga4W,I4/mmm,2,0.5020622965754047,1254_Ga4W.cif,1302_Ga4W.cif
Ga8Pt16,Fd-3m,2,-0.35647262696223636,1281_Ga8Pt16.cif,2194_Ga8Pt16.cif
GaMn2,I4/mmm,2,0.010223403397047796,0678_GaMn2.cif,1861_GaMn2.cif
GaNa2,I4/mmm,2,0.019192911998665747,2638_GaNa2.cif,1850_GaNa2.cif
GaNa3,P4/mmm,2,0.0177145888553885,0318_GaNa3.cif,4958_GaNa3.cif
GaNb,R-3m,2,-0.1421113768831028,1391_GaNb.cif,1445_GaNb.cif
GaP,R-3m,2,0.3840419519220346,1436_GaP.cif,3838_GaP.cif
GaPt3,Pm-3m,2,-0.44352532209014134,1149_GaPt3.cif,2472_GaPt3.cif
GaPt4,Im-3m,2,0.1310098112587699,0719_GaPt4.cif,1466_GaPt4.cif
Ge2As4,Pnnm,2,0.1179747769028575,0137_Ge2As4.cif,1506_Ge2As4.cif
Ge4As2,Pnnm,2,0.258589181884315,0126_Ge4As2.cif,1569_Ge4As2.cif
Ge8I32,Pa-3,2,-0.4857019115279328,1191_Ge8I32.cif,1459_Ge8I32.cif
In16Sn4,I-43m,2,0.09023991900743356,4335_In16Sn4.cif,4527_In16Sn4.cif
In2Pt,Fm-3m,2,-0.4955655456140189,3368_In2Pt.cif,4576_In2Pt.cif
In2Sn,I4/mmm,2,0.0132122757957313,2606_In2Sn.cif,3487_In2Sn.cif
In5Sn,P4/mmm,2,-0.00391606966067655,0501_In5Sn.cif,2069_In5Sn.cif
In6Mn18,Pmmn,2,0.33786953112917806,2311_In6Mn18.cif,2764_In6Mn18.cif
InBr5,Amm2,2,-0.27697776312336597,1520_InBr5.cif,0582_InBr5.cif
InRh,Pm-3m,2,-0.4301252713178081,4159_InRh.cif,4095_InRh.cif
InSn5,Cm,2,-4.248834165480002e-05,0011_InSn5.cif,0017_InSn5.cif
InTa3,P4/mmm,2,0.10969926771101506,2333_InTa3.cif,1141_InTa3.cif
Ir16Pd8,Fd-3m,2,0.722071773380548,0049_Ir16Pd8.cif,2212_Ir16Pd8.cif
Ir2As6,Pm-3n,2,0.46175681909971367,2525_Ir2As6.cif,1956_Ir2As6.cif
Ir2Mn2,P4/nmm,2,-0.0091935079286562,1032_Ir2Mn2.cif,2074_Ir2Mn2.cif
Ir2Na2,Imma,2,0.47662525348359125,0003_Ir2Na2.cif,1469_Ir2Na2.cif
Ir2Pb,I4/mmm,2,0.5983099163310328,1752_Ir2Pb.cif,3739_Ir2Pb.cif
Ir2Ta,Immm,2,-0.4502100492939587,2541_Ir2Ta.cif,3030_Ir2Ta.cif
Ir2V,I4/mmm,2,-0.2748484181530308,0780_Ir2V.cif,2170_Ir2V.cif
Ir3K,Cmmm,2,0.9067412903251194,0032_Ir3K.cif,1075_Ir3K.cif
Ir3Ta3,Cm,2,-0.4355857091077849,3018_Ir3Ta3.cif,4348_Ir3Ta3.cif
Ir4Na2,Pnnm,2,0.7123117599342912,1455_Ir4Na2.cif,2359_Ir4Na2.cif
Ir5As,F-43m,2,0.7882827349570214,1979_Ir5As.cif,2480_Ir5As.cif
IrTa3,Immm,2,-0.315816902356711,0527_IrTa3.cif,2752_IrTa3.cif
IrV3,P4/mmm,2,-0.3748490026580029,1600_IrV3.cif,0983_IrV3.cif
IrW4,I4/mmm,2,1.2415107402761358,3275_IrW4.cif,4939_IrW4.cif
K2Na4,Pnnm,2,0.05337184179566615,1046_K2Na4.cif,1606_K2Na4.cif
K2P,Immm,2,-0.08869991863831934,2622_K2P.cif,3624_K2P.cif
K2Sn,I4/mmm,2,-0.0198817153388587,1034_K2Sn.cif,0557_K2Sn.cif
K2Sn2,Pmmn,2,-0.06578316001374546,2928_K2Sn2.cif,4755_K2Sn2.cif
K2Sn4,I4_1/amd,2,-0.1486306987863317,1914_K2Sn4.cif,2023_K2Sn4.cif
K4Pd2,Pnnm,2,0.0898814010048827,4801_K4Pd2.cif,4206_K4Pd2.cif
K4Sn2,Pnnm,2,0.03602680346329985,1992_K4Sn2.cif,0165_K4Sn2.cif
K5Ge,Amm2,2,0.11625415741160645,0275_K5Ge.cif,1221_K5Ge.cif
K6Ge18,Pmmn,2,0.0681702790076874,2356_K6Ge18.cif,4871_K6Ge18.cif
K8P4,Pnma,2,-0.08527632979398,0197_K8P4.cif,2141_K8P4.cif
KI,R-3m,2,-1.5851781547910004,1439_KI.cif,0997_KI.cif
KNa3,P4/mmm,2,0.013815627831951949,2335_KNa3.cif,2297_KNa3.cif
KP,F-43m,2,0.7119942787147882,2937_KP.cif,4021_KP.cif
KP3,Pmmm,2,0.01580592999174165,0335_KP3.cif,3341_KP3.cif
KPt,P4/mmm,2,0.2718671245113269,1011_KPt.cif,1892_KPt.cif
KSn,P4/mmm,2,-0.0170641983279818,1909_KSn.cif,2382_KSn.cif
KSn3,Pm-3m,2,-0.0578465920625441,4045_KSn3.cif,3014_KSn3.cif
Mn16W4,I-43m,2,0.469943082646062,1846_Mn16W4.cif,2213_Mn16W4.cif
Mn2Rh4,Cmcm,2,0.01969207050973585,4891_Mn2Rh4.cif,4351_Mn2Rh4.cif
Mn2Sn,I4/mmm,2,0.20149380740984665,0116_Mn2Sn.cif,2279_Mn2Sn.cif
Mn3Nb,P4/mmm,2,0.05991781078028775,2929_Mn3Nb.cif,3251_Mn3Nb.cif
Mn4P2,Pnnm,2,-0.03367748185299505,4030_Mn4P2.cif,3062_Mn4P2.cif
Mn4Rh2,Cmcm,2,0.01583672487780235,3072_Mn4Rh2.cif,3788_Mn4Rh2.cif
Mn4W16,I-43m,2,0.9133761099471591,0829_Mn4W16.cif,0784_Mn4W16.cif
Mn4W2,Cmcm,2,0.16167853515485336,4359_Mn4W2.cif,4750_Mn4W2.cif
Mn6W2,Pm-3n,2,0.1754787045008994,0392_Mn6W2.cif,1715_Mn6W2.cif
Mn8W16,Fd-3m,2,0.2508454773127854,0372_Mn8W16.cif,1280_Mn8W16.cif
MnNi,F-43m,2,1.506075529502354,1946_MnNi.cif,2543_MnNi.cif
MnRh,Pm-3m,2,-0.19310872922697794,0505_MnRh.cif,1820_MnRh.cif
MnSb2,I4/mmm,2,0.1809943992373419,3514_MnSb2.cif,1749_MnSb2.cif
MnTa2,Fmmm,2,0.0316298677359784,4053_MnTa2.cif,3999_MnTa2.cif
MnW,Pm-3m,2,0.14742955903082766,0972_MnW.cif,1851_MnW.cif
MnW3,Pm-3m,2,1.378031889934472,1278_MnW3.cif,2642_MnW3.cif
Mo12Rh12,Pbcm,2,-0.038239448318398844,4340_Mo12Rh12.cif,2795_Mo12Rh12.cif
Mo2Nb,I4/mmm,2,-0.1175734261704543,3463_Mo2Nb.cif,3602_Mo2Nb.cif
Mo2Nb2,Fd-3m,2,-0.08743783646045955,0615_Mo2Nb2.cif,2597_Mo2Nb2.cif
Mo2Sr2,Imma,2,0.6694569682082037,2845_Mo2Sr2.cif,4840_Mo2Sr2.cif
Mo2Ta,I4/mmm,2,-0.16879288868416603,0806_Mo2Ta.cif,2577_Mo2Ta.cif
Mo2W2,Cmcm,2,0.4114118182779931,3043_Mo2W2.cif,4175_Mo2W2.cif
Mo2W4,I4/mcm,2,0.6720148673004532,1410_Mo2W4.cif,1822_Mo2W4.cif
Mo3Nb,Immm,2,-0.09158601062586674,4227_Mo3Nb.cif,4216_Mo3Nb.cif
Mo3Sr,Cmmm,2,0.7097010358540881,0375_Mo3Sr.cif,2137_Mo3Sr.cif
Mo3Ta,P4/mmm,2,-0.12721873934567715,0313_Mo3Ta.cif,0746_Mo3Ta.cif
Mo4Pb4,Pnma,2,0.9875084756888293,1414_Mo4Pb4.cif,1380_Mo4Pb4.cif
Mo4W4,Pnma,2,0.39106449423625556,3090_Mo4W4.cif,4018_Mo4W4.cif
MoI,F-43m,2,1.3120934245164957,0774_MoI.cif,1100_MoI.cif
MoP3,P4/mmm,2,0.17208538617666624,4228_MoP3.cif,4344_MoP3.cif
MoP3,Pm-3m,2,0.5508129163760387,0249_MoP3.cif,0666_MoP3.cif
MoRh,P4/mmm,2,-0.1766797518928191,3225_MoRh.cif,3254_MoRh.cif
MoSn,P-6m2,2,0.1979402277528117,0667_MoSn.cif,1596_MoSn.cif
MoSn4,Im-3m,2,0.19711857213061879,4731_MoSn4.cif,2989_MoSn4.cif
MoSr,P4/mmm,2,1.4579471207283605,3450_MoSr.cif,4453_MoSr.cif
MoSr3,Pmm2,2,0.9276712339391626,5000_MoSr3.cif,4332_MoSr3.cif
MoV4,I4/mmm,2,0.5677439163531375,1019_MoV4.cif,2012_MoV4.cif
Na2Pt,I4/mmm,2,0.0049131603028375,3672_Na2Pt.cif,0338_Na2Pt.cif
Na2Pt2,Cmcm,2,-0.0666093854120128,0385_Na2Pt2.cif,4582_Na2Pt2.cif
Na2Pt2,Fd-3m,2,-0.013884825774283599,2436_Na2Pt2.cif,2346_Na2Pt2.cif
Na3Pd,Imm2,2,-0.0124223119993935,1452_Na3Pd.cif,4621_Na3Pd.cif
Na3Rh,Cmmm,2,0.3113275580253616,3324_Na3Rh.cif,4912_Na3Rh.cif
Na4Pd2,Cmcm,2,-0.02277272826898725,3292_Na4Pd2.cif,4492_Na4Pd2.cif
Na4Pt2,Fd-3m,2,0.2525066226652616,2406_Na4Pt2.cif,1610_Na4Pt2.cif
Na6Pb2,Pm-3n,2,-0.1181431186843953,1305_Na6Pb2.cif,2182_Na6Pb2.cif
NaBr,Pm-3m,2,-1.5706970983739177,3037_NaBr.cif,4038_NaBr.cif
NaBr5,Cmmm,2,-0.4680010376997433,3590_NaBr5.cif,3801_NaBr5.cif
NaNi,P-6m2,2,0.47307624935883075,1613_NaNi.cif,1663_NaNi.cif
NaPt,P4/mmm,2,-0.1408221113173029,0404_NaPt.cif,0810_NaPt.cif
Nb10P6,I4/mcm,2,-0.8306884741781886,1531_Nb10P6.cif,2536_Nb10P6.cif
Nb2As2,P4/nmm,2,-0.32853113481528506,3527_Nb2As2.cif,4614_Nb2As2.cif
Nb2P,I4/mmm,2,-0.4163668775705798,1483_Nb2P.cif,2454_Nb2P.cif
Nb2Pb4,Cmcm,2,0.5330360401218244,2080_Nb2Pb4.cif,1181_Nb2Pb4.cif
Nb2Pt2,Pmma,2,-0.6457364888719965,0460_Nb2Pt2.cif,2394_Nb2Pt2.cif
Nb2V2,P4/nmm,2,0.058694169973493,1751_Nb2V2.cif,2640_Nb2V2.cif
Nb2V4,I4_1/amd,2,0.47133481906416874,4629_Nb2V4.cif,0397_Nb2V4.cif
Nb2W4,Pnnm,2,0.15047643645130404,1859_Nb2W4.cif,0311_Nb2W4.cif
Nb4I16,Cmc2_1,2,-0.5948769345812868,0124_Nb4I16.cif,0631_Nb4I16.cif
Nb4V8,I4_1/amd,2,0.1592380559584517,0321_Nb4V8.cif,1578_Nb4V8.cif
Nb4W8,Pnma,2,0.1248591841862657,0033_Nb4W8.cif,0969_Nb4W8.cif
NbAs3,P4/mmm,2,0.05034746101521084,3548_NbAs3.cif,4921_NbAs3.cif
NbP3,P4/mmm,2,-0.16606241247727427,1102_NbP3.cif,1169_NbP3.cif
NbPt2,Immm,2,-0.7034685635945616,3634_NbPt2.cif,4065_NbPt2.cif
Ni2P2,P4/nmm,2,-0.20808802336431895,0638_Ni2P2.cif,3701_Ni2P2.cif
Ni2Sb,I4/mmm,2,-0.0880204176964148,2386_Ni2Sb.cif,1398_Ni2Sb.cif
Ni2Sb4,Pnnm,2,-0.3870227996953389,4970_Ni2Sb4.cif,4937_Ni2Sb4.cif
Ni2Sn,I4/mmm,2,-0.1174669469626629,0164_Ni2Sn.cif,0662_Ni2Sn.cif
Ni3P,Pmmm,2,-0.18200626644156426,4585_Ni3P.cif,4795_Ni3P.cif
Ni3Sb,I4/mmm,2,-0.13600894443437678,1426_Ni3Sb.cif,0203_Ni3Sb.cif
Ni3Sb,P4/mmm,2,0.03853428067326535,0462_Ni3Sb.cif,1020_Ni3Sb.cif
Ni4Sb2,I4_1/amd,2,0.18074467867758975,0077_Ni4Sb2.cif,1434_Ni4Sb2.cif
Ni4U6,R-3c,2,1.2524362945573955,0514_Ni4U6.cif,1831_Ni4U6.cif
NiGe2,P4/mmm,2,0.0678635757191884,3127_NiGe2.cif,4280_NiGe2.cif
NiPa,P-6m2,2,0.07909707463657867,1668_NiPa.cif,1865_NiPa.cif
NiSb,R-3m,2,-0.14800212268293575,2808_NiSb.cif,3692_NiSb.cif
NiSn,P-6m2,2,-0.12230702429539514,1055_NiSn.cif,0130_NiSn.cif
NpPa,P4/mmm,2,0.12069984414267325,3497_NpPa.cif,4785_NpPa.cif
P12As17,I-43m,2,0.3337972734301967,1612_P12As17.cif,1177_P12As17.cif
P12Br17,I-43m,2,0.0946887607739964,1711_P12Br17.cif,3259_P12Br17.cif
P16Br4,I23,2,0.4270714153858364,1703_P16Br4.cif,0768_P16Br4.cif
P5As,F-43m,2,0.7836027064619324,0288_P5As.cif,2131_P5As.cif
P8Br16,Fd-3m,2,0.5206934020970226,1253_P8Br16.cif,2140_P8Br16.cif
PI3,Pm-3m,2,0.8197401315421518,3857_PI3.cif,4917_PI3.cif
PaSr,R-3m,2,0.43339007184031075,0960_PaSr.cif,1731_PaSr.cif
Pb2P2,P4/nmm,2,0.26008202262771535,2912_Pb2P2.cif,4022_Pb2P2.cif
Pb2Sb6,Cmcm,2,0.164782627448772,0238_Pb2Sb6.cif,1824_Pb2Sb6.cif
Pb4V,Im-3m,2,0.3156525546809703,1449_Pb4V.cif,1081_Pb4V.cif
Pb4V4,P2_13,2,0.5329649264038196,1982_Pb4V4.cif,2405_Pb4V4.cif
Pb5As,Cmmm,2,0.0736421276951156,0702_Pb5As.cif,0962_Pb5As.cif
PbAs3,Immm,2,0.25306265306302755,0762_PbAs3.cif,2603_PbAs3.cif
PbGe2,I4/mmm,2,0.2583627015719196,4361_PbGe2.cif,4616_PbGe2.cif
PbGe3,Fm-3m,2,0.10259753350668485,1987_PbGe3.cif,0771_PbGe3.cif
PbSb,Cmmm,2,0.1039075446992008,1646_PbSb.cif,2082_PbSb.cif
PbSb,P4/mmm,2,0.0267154961405558,1210_PbSb.cif,2317_PbSb.cif
PbTa3,I4/mmm,2,0.38661200655363537,4193_PbTa3.cif,2834_PbTa3.cif
Pd16Ta14,P4_2/mnm,2,-0.19196071480488494,0264_Pd16Ta14.cif,2392_Pd16Ta14.cif
Pd2P,I4/mmm,2,-0.2932460067671693,4215_Pd2P.cif,4250_Pd2P.cif
Pd2Rb2,P4/nmm,2,0.4921583938957727,2782_Pd2Rb2.cif,3034_Pd2Rb2.cif
Pd2Sm2,Cmcm,2,-1.19210460212813,4528_Pd2Sm2.cif,4235_Pd2Sm2.cif
