cif_name,formula,space_group,value per atom,value,id
0015_Ac4I6.cif,Ac4I6,R-3c,-1.145669893512698,-11.45669893512698,PN_7XT7P7PRRN2XYU7E6EMXOYTLRZYI4XZH
0016_Fe6Sb18.cif,Fe6Sb18,Pmmn,0.1547501784091292,3.7140042818191006,PN_GXXBTPYXX26PR5KZKA4XWFI7R2ZZWR6P
0018_In4Sn2.cif,In4Sn2,C2/m,0.0058372774279457,0.0350236645676744,PN_OMUYHQMIFAJICMZQFDJ65YPDNHSFQRK3
0020_In2Sn4.cif,In2Sn4,C2/m,0.0010884922752308,0.0065309536513851,PN_BHUM6MV7PNVOPGJJTQQJPVOHU2LXXZ76
0021_RhGe3.cif,RhGe3,Imm2,-0.0905160589754983,-0.3620642359019932,PN_HCRIS4VB2MV62YFZYVEDWOOGDZQLNK25
0022_CuEu.cif,CuEu,Pm-3m,-0.1598074136543927,-0.3196148273087855,PN_HDASQCPBCGTE57FPWBFK2F5T4Z4UNLBN
0023_Cu2Ga2.cif,Cu2Ga2,Pmma,-0.0461503759196872,-0.1846015036787491,PN_KHNXASAIZ6GQOSR2M4TPWF6E3CGEJLDI
0024_Fe4Na8.cif,Fe4Na8,Pa-3,1.6371448910768656,19.645738692922382,PN_CFBYVTGSORFVECDSGSWJ5GNXEIDYLC5F
0026_Cr4Sr5.cif,Cr4Sr5,I4/mmm,0.8411270269282158,7.570143242353943,PN_TXYJDUBC2VVQEK6PVTCQ2TCJONKITHPA
0027_CeSb.cif,CeSb,P-6m2,-1.0332635248915611,-2.0665270497831223,PN_CMZGAVG6M63RGRR4V7CEOZAR3KDI3DH5
