file_name,formula,space_group,value_per_atom
812_V4W2,V4W2,I4_1/amd,0.4559703031640971
815_Pd4Rh,Pd4Rh,I4/m,0.0493545376730246
826_BaSn5,BaSn5,Cmmm,-0.2592371020090927
829_Fe3Pb,Fe3Pb,Fm-3m,0.8221365150147326
834_Ag5Sn3,Ag5Sn3,Cmmm,0.0055465449788667
839_Pb4As4,Pb4As4,Pnma,0.0962067827938515
843_SbGe3,SbGe3,Cmmm,0.3111828316428111
920_Cr24P5,Cr24P5,I-43m,0.1464752893235274
932_BaBr2,BaBr2,I4/mmm,-2.124731627500796
939_In2Sn2,In2Sn2,C2/m,0.0072557806581281
943_USb,USb,P-6m2,-0.2871926910980855
946_Al10Ga6,Al10Ga6,Cmcm,0.095685762753773
950_Sb3Ge,Sb3Ge,Immm,0.2281014348942531
954_Ga24Pt5,Ga24Pt5,I-43m,-0.0221923533320317
956_GaU,GaU,R-3m,-0.2505695382326465
958_Al3In,Al3In,Cmmm,0.1618625852910868
959_GaAs2,GaAs2,I4/mmm,0.1932450326482199
963_Pb5As,Pb5As,Cmmm,0.0730055359613004
966_Ag2Ca,Ag2Ca,I4/mmm,-0.2523950355557402
967_Ga2K,Ga2K,Immm,0.003014998792573
968_IrV3,IrV3,I4/mmm,-0.2177500932741018
973_MnW,MnW,Pm-3m,0.1476485737560633
985_BaIr3,BaIr3,Fm-3m,1.048165124383834
987_Cr2Na2,Cr2Na2,Pmmn,0.9853560370272048
989_Cr5Sr4,Cr5Sr4,I4/mmm,0.8622231105534092
994_Ga3Pt5,Ga3Pt5,Cmmm,-0.561520434446523
998_KI,KI,R-3m,-1.585206424514379
999_K3Na,K3Na,I4/mmm,0.01417873513989
1012_KPt,KPt,P4/mmm,0.3818962756672643
1013_Ge2Br2,Ge2Br2,P4/nmm,-0.3539225105654191
1018_AlPd3,AlPd3,P4/mmm,-0.5908285954344459
1025_KPb2,KPb2,I4/mmm,-0.1224223883686364
1027_CaFe,CaFe,Cmmm,0.6670044540710167
1033_Ir2Mn2,Ir2Mn2,P4/nmm,-0.0092013547958025
1035_K2Sn,K2Sn,I4/mmm,-0.0105444293062548
1037_AlCa3,AlCa3,Immm,-0.0462830051008067
1044_Fe2Mo4,Fe2Mo4,Fd-3m,0.7116753557152222
1045_VGe3,VGe3,P4/mmm,0.1847011190133702
1052_CuIr,CuIr,F-43m,2.1677452154660086
1053_Cr2Ta6,Cr2Ta6,Cmcm,0.0611923339509843
1063_Pb8Sb4,Pb8Sb4,Pnma,0.0237348567169709
1067_CuGe,CuGe,P4/mmm,0.1859997211468114
1068_Ca3Ni,Ca3Ni,Fm-3m,0.2013279866958397
1071_AsBr2,AsBr2,P4/mmm,0.0753329165068876
1095_Cr4Ta6,Cr4Ta6,Fddd,0.2239742892993831
1107_Pb3V,Pb3V,Pm-3m,0.414796380719622
1118_Ag4Al3,Ag4Al3,I4/mmm,-0.0526194813139255
1122_Au4Mn6,Au4Mn6,Fdd2,0.1804851735896761
1127_AgAl4,AgAl4,I4/mmm,0.2037868935858093
1136_Mo4Pb8,Mo4Pb8,Pnma,0.7113737394934839
1152_K2P2,K2P2,Cmcm,-0.4163686881296446
1154_BaIr3,BaIr3,Pm-3m,0.8991729438340785
1157_Cr4Nb2,Cr4Nb2,Fd-3m,-0.047242148869607
1159_SnW3,SnW3,P4/mmm,0.5108634037715429
1176_Mo2W2,Mo2W2,P4/nmm,-0.0002653883724654
1178_P12As17,P12As17,I-43m,0.3348875683184654
1182_Nb2Pb4,Nb2Pb4,Cmcm,0.5336396650961781
1183_K3Sn,K3Sn,Immm,-0.0495743689624823
1187_AsBr8,AsBr8,I4/mmm,0.0085100131908456
1190_Pd2Sb4,Pd2Sb4,Cmcm,-0.2272682943687858
1192_Ge8I32,Ge8I32,Pa-3,-0.4877157299122451
1196_Ba4Sb2,Ba4Sb2,I4/mcm,-0.7672871561808551
1199_Pt10Sn6,Pt10Sn6,I4/mcm,-0.2581695353379691
1200_K4Ni2,K4Ni2,Cmcm,0.6744503580154383
1202_PdTa4,PdTa4,I4/mmm,0.7824558231776578
1210_In2Ge2,In2Ge2,Imma,0.1434853874473254
1213_Al9Sr5,Al9Sr5,R-3m,-0.2739927291874911
1214_GaW3,GaW3,P4/mmm,0.2057357064825211
1215_Ag3Mn,Ag3Mn,I4/mmm,0.1560579519535476
1219_Pd2Ta2,Pd2Ta2,P4/nmm,-0.2982261976196536
1226_Ag4Al,Ag4Al,I4/m,-0.0484028888270259
1229_Nb2V6,Nb2V6,I4/mmm,0.1581114690204579
1231_AgMn4,AgMn4,I4/m,0.4837143497390969
1232_Pt7Sb,Pt7Sb,Fm-3m,-0.1560119826484634
1233_Ba2Ga2,Ba2Ga2,Pmmn,-0.0618128052502804
1248_Pd2Sn2,Pd2Sn2,Pmma,-0.4222715211301207
1253_AgBr3,AgBr3,Cmmm,0.0367241133058517
1262_Cr6Ta18,Cr6Ta18,Pmmn,0.2735172897114353
1265_CsNi,CsNi,Amm2,1.2031352450911528
1267_Al2Rh2,Al2Rh2,Cmcm,-0.8673376400270163
1274_Al5Sr,Al5Sr,Cmmm,0.0170560447700485
1275_Ca2W2,Ca2W2,P4/nmm,0.4891521987122589
1276_Mn3W,Mn3W,Fm-3m,0.0958503255778993
1282_Ga8Pt16,Ga8Pt16,Fd-3m,-0.3592429540116804
1285_Ga4As2,Ga4As2,I4/mcm,0.1240833690026974
1288_FeIr3,FeIr3,P4/mmm,0.5584664826945129
1306_Na6Pb2,Na6Pb2,Pm-3n,-0.1263341472736097
1309_Al2Cu,Al2Cu,Immm,-0.1656155871266828
1353_Ni2Sb4,Ni2Sb4,I4/mcm,0.0233909646702888
1362_CuPb,CuPb,P-6m2,0.3462815846160936
1363_BaFe2,BaFe2,I4/mmm,0.6576172441119587
1364_Ca2In2,Ca2In2,P4/nmm,-0.1173949604676822
1365_FePb3,FePb3,Cmmm,0.9185793676251812
1383_CrPt3,CrPt3,P4/mmm,-0.0451815759747766
1389_Cu2Ga4,Cu2Ga4,Cmcm,0.0349927688044265
1390_Ga2Pt4,Ga2Pt4,Cmcm,-0.3798569394426714
1398_Ga2Nb6,Ga2Nb6,Pm-3n,-0.1994136748875981
1403_Ba3Br,Ba3Br,P4/mmm,-0.6963803494486649
1407_BaAs,BaAs,P4/mmm,-0.8248225062646046
1408_Au4As2,Au4As2,I4/mcm,0.3492469345038422
1409_Cu5Br,Cu5Br,Cmmm,0.2437103675173967
1422_Ba2Br,Ba2Br,I4/mmm,-0.9571124790398188
1429_Ga3Br,Ga3Br,Immm,-0.0668485881833467
1432_Pb2Ta2,Pb2Ta2,P4/nmm,0.3806331488239092
1443_Pd4Ge2,Pd4Ge2,Imma,-0.003291648050693
1444_Au5Nb3,Au5Nb3,Cmmm,0.0112431867626598
1451_PbI2,PbI2,P-3m1,-0.7771972389298755
1458_CsYb,CsYb,F-43m,0.7037468588154681
1459_CsW,CsW,F-43m,-11.82074013651485
1460_Ge8I32,Ge8I32,Pa-3,-0.4836880931436205
1480_Fe2Pb2,Fe2Pb2,Imma,0.7151422050452814
1481_Fe3V,Fe3V,Imm2,0.0116175512059566
1483_Fe2Pb4,Fe2Pb4,I4/mcm,0.655256511776629
1487_Fe8W4,Fe8W4,Pnma,0.106739363251543
1491_AsBr5,AsBr5,P4/mmm,0.239346255118716
1493_InK2,InK2,Immm,0.0403808359025378
1495_UI,UI,Fm-3m,0.0046038683385214
1504_FeNa3,FeNa3,Pm-3m,1.3762284436560104
1511_V2W,V2W,Immm,0.1508598416056431
1515_Fe16Na4,Fe16Na4,I-43m,0.8900192099042854
1516_Ge2P4,Ge2P4,Imma,0.2592394888634833
1525_CsYb,CsYb,F-43m,0.6718211478979981
1538_MoNb,MoNb,Pm-3m,-0.1333689993059774
1544_Mn2Sb2,Mn2Sb2,P4/nmm,0.2537435629950586
1553_AlTa2,AlTa2,I4/mmm,-0.1247615256722092
1557_CuGe3,CuGe3,P4/mmm,0.2349109754561507
1567_AgIn3,AgIn3,I4/mmm,0.0414522576685278
1574_Al4Sn2,Al4Sn2,Pnnm,0.3032474216993517
1579_Nb4V8,Nb4V8,I4_1/amd,0.1587140476625173
1584_SnW2,SnW2,I4/mmm,0.4333257138619674
1589_CeBi,CeBi,P-6m2,-0.5555537611125843
1593_W2As2,W2As2,P4/nmm,0.6139095757248487
1597_MoSn,MoSn,P-6m2,0.1935548928516741
1601_IrV3,IrV3,P4/mmm,-0.3769391857983084
1614_NaNi,NaNi,P-6m2,0.4633427963348522
1615_CuP3,CuP3,Imm2,0.1581477937523514
1616_Al2K2,Al2K2,Pmmn,0.2424803932814523
1626_Ir6Na2,Ir6Na2,Pmmn,0.4922952696608815
1630_BaIr,BaIr,F-43m,1.1244898747305545
1635_Mn3V,Mn3V,P4/mmm,-0.0531336093233463
1636_NiP3,NiP3,I4/mmm,0.3806580164047135
1637_MoNb,MoNb,Pm-3m,-0.1295801188152356
1643_Ca3Ni,Ca3Ni,Fm-3m,0.2530239250171147
1645_Ag3In,Ag3In,P4/mmm,0.0056007404912765
1648_Ir3Br,Ir3Br,P4/mmm,0.9638165529735652
1650_Eu3As,Eu3As,I4/mmm,-0.6824294872306971
1651_GaMn2,GaMn2,P4/mmm,1.015550691138292
1659_Cu2Fe2,Cu2Fe2,Fd-3m,0.1809816039781348
1661_Na2Pt2,Na2Pt2,P4/nmm,0.0208329909888398
1663_TaGe3,TaGe3,Immm,0.1374193903641964
1676_Sb4Br12,Sb4Br12,Pnma,-0.6157437162277182
1679_KAs3,KAs3,I4/mmm,0.2951061834844219
1680_Na4Pt2,Na4Pt2,Cmcm,-0.127379207660755
1681_Cr3Nb,Cr3Nb,Fm-3m,0.0781401406249067
1682_AcNb,AcNb,Fm-3m,1.5026302900040678
1686_Ca3Ga8,Ca3Ga8,Immm,-0.4391065488204818
1692_As3Br,As3Br,Fm-3m,0.4963062451191149
1693_AuU,AuU,Fm-3m,0.1076096596159361
1701_Na5Pt,Na5Pt,F-43m,0.1710178720096715
1704_P16Br4,P16Br4,I23,0.2682701181112456
1705_CaMn2,CaMn2,Fmmm,6.453217612714281
1707_Pd2Sn,Pd2Sn,Immm,-0.4766293163031274
1708_K2As2,K2As2,P4/nmm,-0.1594136726871555
1710_MnV2,MnV2,I4/mmm,-0.22532081361564
1712_P12Br17,P12Br17,I-43m,0.305400172102448
1722_Al18In6,Al18In6,Pmmn,0.1601819126916096
1727_MoNb3,MoNb3,Pm-3m,0.3686160886970704
1728_Fe3Ir,Fe3Ir,P4/mmm,-0.0421983063443285
1729_AgGe,AgGe,Cmmm,0.2156207633049502
1732_PaSr,PaSr,R-3m,0.4385685916244535
1737_Na4Pb2,Na4Pb2,Fd-3m,-0.0059604221131216
1820_In2Br4,In2Br4,C2/m,-0.649103872879229
1823_Mo2W4,Mo2W4,I4/mcm,0.6720921408779242
1826_FeGa2,FeGa2,I4/mmm,-0.041209392734169
1831_Fe2Ga2,Fe2Ga2,P4/nmm,-0.0316817679816612
1833_Ga5Br,Ga5Br,Cmmm,-0.0006488106114813
1839_Al2Th2,Al2Th2,Cmcm,-0.3294962269685841
1841_Pd2Sn8,Pd2Sn8,Ccce,-0.2912838041090353
1846_VW2,VW2,Immm,0.8396076707660759
1852_MnW,MnW,Pm-3m,0.147210544305592
1853_VSb,VSb,P-6m2,-0.0537609682333108
1854_Ag5Al4,Ag5Al4,P-1,-0.0289825661094569
1858_AlTa4,AlTa4,I4/m,-0.0452718545750741
1867_Cr6Sr2,Cr6Sr2,I4/mmm,1.4466103641065455
1876_Ca6Cr2,Ca6Cr2,I4/mmm,0.8731378962099527
1878_Ca2Rh,Ca2Rh,P4/mmm,-0.2601120708243023
1880_Al4Ta5,Al4Ta5,I4/mmm,-0.155074501972327
1890_CrNa3,CrNa3,Cmmm,0.8515193684396225
1892_Cu2Ge2,Cu2Ge2,P4/nmm,0.1863597944661306
1899_Cr4Rh,Cr4Rh,I4/mmm,0.6346711220946574
1902_Ni2Sb2,Ni2Sb2,P4/nmm,-0.0576973778270293
1904_In4Mn4,In4Mn4,Pnma,0.2530961970805325
1906_InV,InV,P4/mmm,0.3485211857579378
1910_KSn,KSn,P4/mmm,0.0318888405176593
1916_Cr5Rh,Cr5Rh,P4/mmm,0.0637703554591707
1931_Cr2Nb2,Cr2Nb2,Fd-3m,0.1344305427950498
1940_Al3Cr,Al3Cr,I4/mmm,-0.1551539401644879
1942_Pd4Ta26,Pd4Ta26,P4_2/mnm,0.0798275323361679
1949_AlNb5,AlNb5,P4/mmm,0.0075439416549656
1952_Ba2V2,Ba2V2,I4_1/amd,1.4341046655489045
1956_Sr8W4,Sr8W4,Pa-3,1.5620329569499674
1966_NaPt3,NaPt3,Fm-3m,0.1237963514291218
1982_Fe2V4,Fe2V4,Cmcm,-0.1378910599604251
1985_In4Br2,In4Br2,Cmcm,-0.3372741578598444
1988_PbGe3,PbGe3,Fm-3m,0.1050826939614646
1993_K4Sn2,K4Sn2,Pnnm,0.0381415247835024
2005_Fe26Mo2,Fe26Mo2,Fm-3c,0.4051483533428351
2011_Ba8Bi6,Ba8Bi6,I-43d,-0.952543718522009
2012_Au8In,Au8In,I4/mmm,-0.0480099525897463
2021_CuI,CuI,P-6m2,0.1611175716966943
2023_Mn4Mo5,Mn4Mo5,I4/mmm,0.160447881363546
2029_GaPt5,GaPt5,Cmmm,-0.2771613896486968
2030_Cr8Rh4,Cr8Rh4,I4_1/amd,0.0901796025136161
2031_CuYb,CuYb,P-6m2,-0.0475451543672771
2034_Fe3Ga4,Fe3Ga4,I4/mmm,0.078311859130354
2035_V2Br4,V2Br4,I4_1/amd,0.0156110111199486
2036_AgAl2,AgAl2,I4/mmm,0.0454910328131704
2037_Al4Pd2,Al4Pd2,P4_2/mnm,-0.2908299967509844
2038_Nb10Ge6,Nb10Ge6,P6_3/mcm,-0.5620901117693196
2040_FePb,FePb,Pm-3m,0.8426981996656657
2051_GaP7,GaP7,Fm-3m,0.6729407778305001
2056_Pd4Rh5,Pd4Rh5,I4/mmm,0.0900570939895841
2061_AsBr3,AsBr3,Pm-3m,0.5177541344689449
