file_name,formula,space_group,value_per_atom
4_Ir2Na2,Ir2Na2,Imma,0.4721300324400452
5_MoSm,MoSm,R-3m,0.5114126186332761
7_Sr6Br4,Sr6Br4,R-3c,-1.1913767863029878
12_InSn5,InSn5,Cm,0.0003555562973946
17_Fe6Sb18,Fe6Sb18,Pmmn,0.1547501784091292
23_CuEu,CuEu,Pm-3m,-0.1598074136543927
26_PtSm,PtSm,Pm-3m,-1.2893512592068015
29_Nb2W6,Nb2W6,Pmmn,0.3700803438589179
30_In5Br,In5Br,Amm2,-0.1449179659511769
40_Al2Rh,Al2Rh,I4/mmm,-0.7879958682286438
42_Au2P,Au2P,I4/mmm,0.3033008734032615
49_Al3Sb5,Al3Sb5,Cmmm,0.2406565035847956
56_CsMn,CsMn,P-6m2,-5.420664132459949
57_Ga2Np,Ga2Np,P6/mmm,-0.2534501835418178
69_FeP,FeP,R-3m,-0.053819012798443
77_Au4Mn,Au4Mn,Immm,-0.0475317577619271
80_Ag4Al5,Ag4Al5,I4/mmm,0.0050849121442403
84_AcMn,AcMn,P4/mmm,0.3485148062906855
97_Ag3Al,Ag3Al,P4/mmm,-0.0385368658765874
100_Ge3Br,Ge3Br,P4/mmm,0.1809122110204661
104_KSn2,KSn2,I4/mmm,-0.1852067996178531
111_AgAl3,AgAl3,P4/mmm,-0.0152064934718052
114_CrNb3,CrNb3,Immm,0.0723080494381864
116_Ba2Ge2,Ba2Ge2,Cmcm,-0.5915835598114554
121_Fe12W12,Fe12W12,Pbcm,0.1591388106529313
129_InPt,InPt,Fm-3m,-0.2747187912913738
130_GaP,GaP,Pm-3m,0.2827077846157659
133_AlNb5,AlNb5,P4/mmm,0.0071761993991602
135_Pt8Sn4,Pt8Sn4,I4_1/amd,-0.3379489042611444
140_CrNb5,CrNb5,F-43m,0.4547293105615727
142_Ce12Ga8,Ce12Ga8,P4_2/mnm,-0.4472578612747064
149_PdRh2,PdRh2,I4/mmm,0.0679740127382568
151_Ir2Mo4,Ir2Mo4,Pnnm,0.2558778878110732
152_Ni2As6,Ni2As6,I4/mmm,0.2952248090641767
157_Ag3Al4,Ag3Al4,P-1,0.003962790239954
163_As3Br,As3Br,P4/mmm,0.2126619543483046
168_Fe8Mo16,Fe8Mo16,Fd-3m,0.2217364434622553
171_Cu5Pt5,Cu5Pt5,P1,-0.1138101380258533
173_Ba2V,Ba2V,I4/mmm,0.6621519240922341
175_Fe3As,Fe3As,Cmmm,0.0166827533278075
185_AgSn,AgSn,P4/mmm,0.0542811791472521
186_Ir2Mo6,Ir2Mo6,Cmcm,0.0459888007119957
190_CrCu,CrCu,Fm-3m,0.99933812170078
197_Mn10Sn6,Mn10Sn6,I4/mcm,0.2141267769039148
205_Ir3Mn4,Ir3Mn4,I4/mmm,0.0216022662820246
219_Ag4Al2,Ag4Al2,I4_1/amd,0.0373786797866924
228_Ge3P,Ge3P,Pmmm,0.4028421099060848
232_Ta3Ge,Ta3Ge,P4/mmm,-0.1070394710213111
236_VW2,VW2,Immm,0.4517394004088544
241_CrTa,CrTa,F-43m,2.5070367353222007
247_Ba4Ir2,Ba4Ir2,Fd-3m,1.2154619112347849
249_Ni8Ta16,Ni8Ta16,Fd-3m,-0.0807124775193379
256_CuIr,CuIr,F-43m,1.783717347151633
266_Ag4Al4,Ag4Al4,Cccm,-0.0171242730527843
271_PtV2,PtV2,Fmmm,-0.3400272227183064
277_Ba2Cu2,Ba2Cu2,Cmcm,-0.0169725723717149
283_Fe3Pb,Fe3Pb,Pm-3m,0.3868168751662972
291_Fe24Pb5,Fe24Pb5,I-43m,0.554399661464772
298_PtV3,PtV3,P4/mmm,-0.2900346358635062
300_Ag2Ca4,Ag2Ca4,I4/mcm,-0.2481122537202737
317_Fe4W2,Fe4W2,I4/mcm,0.6376702269705253
319_GaNa3,GaNa3,P4/mmm,0.0242168552505561
324_BaGa4,BaGa4,I4/mmm,-0.469580045886774
326_Ba16Ir8,Ba16Ir8,Fd-3m,0.0796746013083324
327_Au2Nb3,Au2Nb3,I4/mmm,-0.1809541178163854
333_K2P2,K2P2,Cmcm,-0.4201608338771931
334_Ba2Cu,Ba2Cu,I4/mmm,0.0233477096016647
336_KP3,KP3,Pmmm,0.0163658427781863
340_Ag2Ge2,Ag2Ge2,Pmmn,0.1739586116285205
341_PtV3,PtV3,I4/mmm,-0.2432882618193055
345_Cu6Pt4,Cu6Pt4,P-1,-0.1122154596063794
346_Ni4Rh8,Ni4Rh8,Pnma,0.0535778871675454
348_MnNb,MnNb,F-43m,1.8045609325081904
352_AuP3,AuP3,Cmmm,0.5236402867825065
362_Au6Ga10,Au6Ga10,I4/mcm,-0.0879386703295863
369_Ba3Sn,Ba3Sn,Immm,-0.3223431693894989
370_WAs2,WAs2,P4/mmm,0.570508179759018
371_Ag14Ca4,Ag14Ca4,Cmcm,-0.2682671116525693
382_AuNb2,AuNb2,Immm,0.0519616767212696
392_FePd3,FePd3,Fm-3m,-0.0230776675298578
398_Nb2V4,Nb2V4,I4_1/amd,0.4809952880147084
406_As4Br,As4Br,Im-3m,0.8804043387066216
443_Cr3Nb,Cr3Nb,Immm,0.0969227978575446
444_Al2Pd,Al2Pd,I4/mmm,-0.5890005074909356
462_Fe2Pb4,Fe2Pb4,Pnnm,0.4720998800685994
488_Ga2Sr,Ga2Sr,P6/mmm,-0.531548045592905
497_Al4Th6,Al4Th6,P4/mbm,-0.2419117160556957
500_CuGe2,CuGe2,I4/mmm,0.1805051598397303
503_Sn2W,Sn2W,P4/mmm,0.537531149489921
518_CaPb5,CaPb5,Amm2,-0.1095779331682044
524_In2Sn4,In2Sn4,C2/m,-0.0003308860237745
528_IrTa3,IrTa3,Immm,-0.316739098636301
530_AuNb,AuNb,F-43m,1.243237284066657
531_Pb3Ta,Pb3Ta,I4/mmm,0.7059161694290506
545_Ba2Pd4,Ba2Pd4,Cmcm,-0.4201277691933628
552_Fe17Pb12,Fe17Pb12,I-43m,1.2324810144787373
555_In2Sn4,In2Sn4,C2/m,0.0015668598982495
556_Ir4Ta2,Ir4Ta2,Pnnm,-0.1360535071058433
561_Ag4Al3,Ag4Al3,I4/mmm,-0.0150315622136787
