Composition,spacegroup_num,crystal_system,crystal_system_int,is_centrosymmetric,n_symmetry_ops,xrd_0,xrd_1,xrd_2,xrd_3,xrd_4,xrd_5,xrd_6,xrd_7,xrd_8,xrd_9,xrd_10,xrd_11,xrd_12,xrd_13,xrd_14,xrd_15,xrd_16,xrd_17,xrd_18,xrd_19,xrd_20,xrd_21,xrd_22,xrd_23,xrd_24,xrd_25,xrd_26,xrd_27,xrd_28,xrd_29,xrd_30,xrd_31,xrd_32,xrd_33,xrd_34,xrd_35,xrd_36,xrd_37,xrd_38,xrd_39,xrd_40,xrd_41,xrd_42,xrd_43,xrd_44,xrd_45,xrd_46,xrd_47,xrd_48,xrd_49,xrd_50,xrd_51,xrd_52,xrd_53,xrd_54,xrd_55,xrd_56,xrd_57,xrd_58,xrd_59,xrd_60,xrd_61,xrd_62,xrd_63,xrd_64,xrd_65,xrd_66,xrd_67,xrd_68,xrd_69,xrd_70,xrd_71,xrd_72,xrd_73,xrd_74,xrd_75,xrd_76,xrd_77,xrd_78,xrd_79,xrd_80,xrd_81,xrd_82,xrd_83,xrd_84,xrd_85,xrd_86,xrd_87,xrd_88,xrd_89,xrd_90,xrd_91,xrd_92,xrd_93,xrd_94,xrd_95,xrd_96,xrd_97,xrd_98,xrd_99,xrd_100,xrd_101,xrd_102,xrd_103,xrd_104,xrd_105,xrd_106,xrd_107,xrd_108,xrd_109,xrd_110,xrd_111,xrd_112,xrd_113,xrd_114,xrd_115,xrd_116,xrd_117,xrd_118,xrd_119,xrd_120,xrd_121,xrd_122,xrd_123,xrd_124,xrd_125,xrd_126,xrd_127
Cs2CeN5O17_mp-1198000_computed,15,monoclinic,6,True,8,9.021665033417446e-18,2.358160582492241e-15,3.6076947832672013e-13,3.231549040592586e-11,1.6962703118222558e-09,5.2288402737454334e-08,9.514037142229811e-07,1.0341765608719246e-05,6.896951897653222e-05,0.00029724187130382543,0.0008965081515498492,0.002061632753904141,0.0038755404113310506,0.006262155764486182,0.008972667656010406,0.012813566797127399,0.020572504347760482,0.030575818887190246,0.03442642694034865,0.028797884685013212,0.019073619701830257,0.012877090580226066,0.01499940792835476,0.02233364670356951,0.02780233800841795,0.030256015587994962,0.029504577403166816,0.022975222445454944,0.015335898785012646,0.013824758896562005,0.017448004960619993,0.020105161313129737,0.020075646496295417,0.019439457866086977,0.01827514757510846,0.017395447212055198,0.01906197863070524,0.022415685319864292,0.024346255644377996,0.023638490295101226,0.020923027097346763,0.01762261157887822,0.015008321934128262,0.012321668218546513,0.008813993836225165,0.006054025072745209,0.006265275194021953,0.009065653357462651,0.011255261160485546,0.011297713843347195,0.010835452551192823,0.010748824733383937,0.010624727823247816,0.010528930790724228,0.010423485557129094,0.01020861648898869,0.0097693925065965,0.008805311080527244,0.007289469577412404,0.0056617319881278275,0.004730458482694787,0.004811268709146668,0.005310950879755392,0.005725061585657391,0.006122316280717285,0.006716223639761386,0.007393290368844528,0.007368380855397758,0.006344284328287466,0.005232181047413272,0.004927190028422079,0.005475873525925538,0.005901820217154649,0.005124456161175046,0.00354115213804094,0.002503685216357936,0.0024870261449425725,0.002865079677274708,0.003127900501631086,0.0032032404553608037,0.0030655251703608365,0.0029276020950902044,0.0030443900778932653,0.003207547404065982,0.0032223409492716706,0.0033040666790796033,0.003534398621841389,0.003664369472280163,0.0035843682364497097,0.0032665923241144428,0.0026071123044502714,0.0018880275359139786,0.0015685842745030464,0.0017715456803554955,0.0023897164088133014,0.003115687452383435,0.003456699700004984,0.00325559949816162,0.002904136651982628,0.0027603918590111275,0.0028028905590679176,0.0029656147963785977,0.0030620333001603727,0.002790419040042014,0.0023268189322258525,0.001981572767900496,0.0017325037758021843,0.0016128769943041113,0.00163920295685733,0.001730310218815954,0.0019396423547074495,0.002163443269645147,0.002074288873861307,0.0017110012908463815,0.0015296273630565856,0.0017743399665050607,0.002260283210168649,0.0026262426898583336,0.002624815969853394,0.0023769968821048216,0.0023731905621437502,0.0028750838861377167,0.003430388335866687,0.003514057607105677,0.0032525770097102695,0.002987418656429399,0.0026529086252066827,0.001953969545424121
