file_name,formula,space_group,value_per_atom,composition,HHI_P,HHI_R
1145_Ba2Ir4,Ba2Ir4,Fd-3m,-0.006348404294106,BaIr2,4842.002372733877,7310.246453836144
1146_Fe8Pb4,Fe8Pb4,Pa-3,1.0841797110529658,Fe2Pb,2594.926150083101,1659.901533444134
1147_K2P2,K2P2,Cmcm,-0.4137983534760199,KP,1832.608179847769,6271.742741065619
1148_As4Br,As4Br,I4/mmm,0.0474093206841274,As4Br,3300.0,4610.451686870902
1152_K2P2,K2P2,Cmcm,-0.4163686881296446,KP,1832.608179847769,6271.742741065619
1153_AuCu3,AuCu3,P4/mmm,-0.0003989963805692,Cu3Au,1345.918153766655,1245.918153766655
1155_Ca3Pb,Ca3Pb,Pmm2,-0.3742175042414386,Ca3Pb,3140.640861975238,1689.839784506191
1156_Fe44Mo2,Fe44Mo2,Fd-3m,0.2030259481731812,Fe22Mo,2400.0,1682.489637833797
1158_NaPd2,NaPd2,Immm,-0.0431735977720085,NaPd2,2995.282352879382,7268.86554599779
1159_SnW3,SnW3,P4/mmm,0.5108634037715429,SnW3,6220.679468242245,3821.780582785014
1160_Fe3As,Fe3As,Cmmm,0.1806419260128855,Fe3As,2678.109319358599,2203.426922591507
1161_AuMo,AuMo,F-43m,2.2015380882334377,MoAu,1525.808135426283,2408.442294102322
1162_Fe6V4,Fe6V4,Fdd2,-0.0192158893058021,V2Fe3,2740.343629601585,2156.319176892413
1163_Mo3W,Mo3W,P4/mmm,-0.0041970000888422,Mo3W,4192.952550566087,4910.227706398678
1164_Ba4Cu2,Ba4Cu2,Cmc2_1,0.0391115110717175,Ba2Cu,2736.947368421052,2149.684210526316
1166_As3Br,As3Br,P4/mmm,0.2125235734648201,As3Br,3300.0,4760.568853784831
1167_AgTa3,AgTa3,Pm-3m,3.130992588674295,Ta3Ag,2117.653510039098,4236.383576484484
1168_Pb5Sr24,Pb5Sr24,I-43m,0.0469595991761585,Sr24Pb5,3704.918951982873,2603.935161586298
1169_Cu6Pt5,Cu6Pt5,P1,-0.133328817054783,Cu6Pt5,4403.972297404871,6964.151143660776
1171_Mo2P6,Mo2P6,Pm-3n,0.0578274049284992,MoP3,2203.196752562619,5201.598376281308
1172_CuNi,CuNi,F-43m,1.7193662460175383,CuNi,1311.909253481283,1500.0
1173_GaP4,GaP4,Im-3m,0.6351338889906983,GaP4,3260.370624126941,3947.661143655369
1174_PbV4,PbV4,Im-3m,1.736418693171305,V4Pb,2997.493223283678,2593.315262089808
1175_Ba5Pd,Ba5Pd,Amm2,-0.0416080374204114,Ba5Pd,3026.837987277049,3064.882637395893
1176_Mo2W2,Mo2W2,P4/nmm,-0.0002653883724654,MoW,5422.603474158268,4642.912288226464
1177_PAs5,PAs5,F-43m,0.7699399335684985,As5P,3200.720657651268,4084.005597372004
1178_P12As17,P12As17,I-43m,0.3348875683184654,As17P12,3006.329960897421,4248.490033086799
1179_As4Br2,As4Br2,I4/mcm,0.4407940179014631,As2Br,3300.0,5008.593793526102
1180_Mo3W,Mo3W,P2/m,-0.0004325140166905,Mo3W,4192.952550566087,4910.227706398678
1181_MoPb5,MoPb5,Amm2,0.463974806041629,MoPb5,2674.57285721858,2096.649999116561
1182_Nb2Pb4,Nb2Pb4,Cmcm,0.5336396650961781,NbPb2,3762.192444731328,3081.956398813672
1183_K3Sn,K3Sn,Immm,-0.0495743689624823,K3Sn,2152.698227875777,4383.21102655072
1184_Ca3Pb,Ca3Pb,Pmm2,-0.1979178734946765,Ca3Pb,3140.640861975238,1689.839784506191
1185_AsBr,AsBr,Pm-3m,0.606413846195041,AsBr,3300.0,5496.662050720294
1186_Ag6Al2,Ag6Al2,Cmmm,-0.0471502445581117,AlAg3,1230.78448989198,1369.21551010802
1187_AsBr8,AsBr8,I4/mmm,0.0085100131908456,AsBr8,3300.0,6595.762032145465
1188_Ca6P2,Ca6P2,Pmmn,-0.6035213080755142,Ca3P,3510.799425759638,2237.432666981739
1189_CuBr3,CuBr3,Imm2,-0.1813563709530927,CuBr3,2943.774607759729,5768.460518766199
1190_Pd2Sb4,Pd2Sb4,Cmcm,-0.2272682943687858,Sb2Pd,6470.686403383437,4798.902669028977
1192_Ge8I32,Ge8I32,Pa-3,-0.4877157299122451,GeI4,4950.074287659824,4436.961414466272
1193_Ag7Al3,Ag7Al3,Amm2,-0.0400596366406151,Al3Ag7,1238.728461342035,1361.271538657966
1194_MnSb8,MnSb8,I4/mmm,0.1924240153271862,MnSb8,7563.650520822499,3314.577910050159
1195_Ag5Al3,Ag5Al3,Amm2,-0.0629852474614018,Al3Ag5,1252.19828655585,1347.801713444151
1196_Ba4Sb2,Ba4Sb2,I4/mcm,-0.7672871561808551,Ba2Sb,4505.052798337092,2637.868995545062
1197_KGe3,KGe3,Imm2,0.2462290881116402,KGe3,4752.358528556138,2706.24994407013
1198_Ag5Al3,Ag5Al3,Amm2,-0.0362252790731596,Al3Ag5,1252.19828655585,1347.801713444151
1199_Pt10Sn6,Pt10Sn6,I4/mcm,-0.2581695353379691,Sn3Pt5,4724.379858060155,7094.085839810747
1200_K4Ni2,K4Ni2,Cmcm,0.6744503580154383,K2Ni,1399.865731609322,4756.049528818759
1201_Cu6Pt4,Cu6Pt4,P-1,-0.1170175652860208,Cu3Pt2,4219.902686955713,6605.451389964978
1202_PdTa4,PdTa4,I4/mmm,0.7824558231776578,Ta4Pd,2415.365780518199,5210.189441842484
1203_BaCu5,BaCu5,Amm2,0.1611099610981305,BaCu5,2022.491687854489,1741.423821631136
1205_PAs3,PAs3,Pm-3m,0.6237256083686127,As3P,3142.550570844298,4133.226440054825
1206_K2Ge6,K2Ge6,Cmcm,0.180561388428706,KGe3,4752.358528556138,2706.24994407013
1207_Ce4Ge4,Ce4Ge4,Pnma,-0.9901764428373054,CeGe,8066.019289702757,2690.291225629359
1208_W16Sb4,W16Sb4,I23,1.0332184323450888,SbW4,7127.851409370917,4172.148590629084
1209_Ag4Al,Ag4Al,Immm,-0.0270003615448651,AlAg4,1223.541309420166,1376.458690579834
1210_In2Ge2,In2Ge2,Imma,0.1434853874473254,InGe,4075.000266726413,1961.249986663679
1211_PbSb,PbSb,P4/mmm,0.0827676745746988,SbPb,4624.708171206225,2392.217898832685
1212_Ir4Ta2,Ir4Ta2,Imma,-0.1304702171536978,TaIr2,4475.854663046506,7723.804703468742
1213_Al9Sr5,Al9Sr5,R-3m,-0.2739927291874911,Sr5Al9,3272.790983073109,2286.762294671622
1214_GaW3,GaW3,P4/mmm,0.2057357064825211,GaW3,6831.652831500718,4030.644530401148
1215_Ag3Mn,Ag3Mn,I4/mmm,0.1560579519535476,MnAg3,1258.052159486549,1458.052159486549
1216_Pb16Sr4,Pb16Sr4,I-43m,-0.0826897159433492,SrPb4,2843.416773968268,1914.733419174614
1218_Ba4Cu8,Ba4Cu8,Pnma,0.2957104055890719,BaCu2,2327.095254123191,1915.483002356109
1219_Pd2Ta2,Pd2Ta2,P4/nmm,-0.2982261976196536,TaPd,2633.294034114042,5985.045454627705
1220_Ba4As,Ba4As,I4/m,-0.4649167621253038,Ba4As,3036.006751361999,2504.038257717993
1221_Mo3Pb,Mo3Pb,Immm,0.507330070879302,Mo3Pb,2525.570684012767,3835.008686517716
1222_K5Ge,K5Ge,Amm2,0.115353885773028,K5Ge,2675.282650490524,5764.167209000061
1223_Al2Cu,Al2Cu,Fm-3m,-0.1791318434967745,Al2Cu,1600.0,1270.387622446583
1224_Na3Pt,Na3Pt,I4/mmm,-0.0569240620067024,Na3Pt,4350.7435980318,6853.726123425789
1225_FePd3,FePd3,Fm-3m,-0.0160473646052743,FePd3,3080.897348742352,7017.403127124405
1226_Ag4Al,Ag4Al,I4/m,-0.0484028888270259,AlAg4,1223.541309420166,1376.458690579834
1227_Mn2W6,Mn2W6,Pm-3n,0.1105672566669202,MnW3,6510.82280885564,4073.529078173907
1228_Mn2V2,Mn2V2,P4/nmm,0.0580102388124679,MnV,2417.915774005262,2569.803081416717
1230_Mo5W,Mo5W,P4/mmm,0.4296285247493069,Mo5W,3674.473279681707,5022.940591373543
1231_AgMn4,AgMn4,I4/m,0.4837143497390969,Mn4Ag,1468.300989089873,1668.300989089873
1233_Ba2Ga2,Ba2Ga2,Pmmn,-0.0618128052502804,BaGa,3841.86186911374,2165.302100941801
1234_SbGe3,SbGe3,Imm2,0.3208394111207813,Ge3Sb,6231.983042863872,2437.682524729157
1235_FePb,FePb,Pm-3m,0.8299400887561053,FePb,2636.309376722614,1715.079168963485
1236_Ag2Ge4,Ag2Ge4,Pnnm,0.2981145380044309,AgGe2,3552.961624850582,1686.946539615925
1237_CaNi5,CaNi5,P6/mmm,-0.1309344261631579,CaNi5,1348.457329595707,1500.0
1238_Cr2Ta2,Cr2Ta2,P4/nmm,0.0607414872424509,TaCr,2478.570315489587,4643.750973946611
1239_Ba2Sn2,Ba2Sn2,Pmma,-0.6111419105514235,BaSn,2814.542429414499,1975.449251475373
1240_VW3,VW3,P4/mmm,-0.0782328929197611,VW3,6687.144240752313,4223.899950453265
1241_VW2,VW2,I4/mmm,-0.0960441537532806,VW2,6549.751864154135,4190.480183172627
1242_CrAs3,CrAs3,I4/mmm,0.6062406563238731,CrAs3,3262.425255879714,4018.787372060143
1243_Ag2Ge6,Ag2Ge6,Cmcm,0.2741174677480242,AgGe3,3942.49343591941,1734.450419014562
1244_V10W6,V10W6,I4/mcm,0.2820367812171813,V5W3,5831.077146338967,4015.667413974344
1245_P17Br12,P17Br12,I-43m,0.0963308127641721,P17Br12,2839.168412727159,6261.925494545297
1246_Al3Cu5,Al3Cu5,Cmmm,-0.2072909856782967,Al3Cu5,1600.0,1398.482857207284
1247_Ba2Ga2,Ba2Ga2,Cmcm,-0.3509398047293142,BaGa,3841.86186911374,2165.302100941801
1248_Pd2Sn2,Pd2Sn2,Pmma,-0.4222715211301207,SnPd,2883.622795718029,4625.309820992316
1250_Ag2Mn,Ag2Mn,I4/mmm,0.2204605998716194,MnAg2,1281.18689594062,1481.18689594062
1252_Cr16Nb4,Cr16Nb4,I23,0.5503360172435151,NbCr4,4767.363991678309,5551.224214979269
1253_AgBr3,AgBr3,Cmmm,0.0367241133058517,AgBr3,2648.285028894051,5193.127456627276
1254_P8Br16,P8Br16,Fd-3m,0.5215730473216924,PBr2,3088.942663188109,6607.766764414306
1255_Ga4W,Ga4W,I4/mmm,0.5111326559478918,Ga4W,6095.93890199943,2853.502243199087
1256_Ag2Ge2,Ag2Ge2,Cmme,0.1947644454814843,AgGe,2849.919505041877,1601.209695736814
1257_Ba6Ir2,Ba6Ir2,Pm-3n,0.3878091569580264,Ba3Ir,3795.339441706195,4463.323281440853
1258_AgBr3,AgBr3,Cmmm,0.0322776735988974,AgBr3,2648.285028894051,5193.127456627276
1259_VW3,VW3,P4/mmm,-0.0783489245455051,VW3,6687.144240752313,4223.899950453265
1260_KP3,KP3,Cmmm,0.5600689693530976,KP3,1911.153410222026,5721.92612844582
1261_FePb3,FePb3,Pm-3m,0.8225211552662088,FePb3,2675.26957908022,1767.026105440294
1262_Cr6Ta18,Cr6Ta18,Pmmn,0.2735172897114353,Ta3Cr,2369.92955783351,4738.811636895679
1263_Ni2P4,Ni2P4,I4/mcm,0.0238628367824442,NiP2,1513.486816463707,3348.552539269345
1264_Sb4Ge2,Sb4Ge2,Cmcm,0.1172749535292852,GeSb2,7302.631578947367,3055.364372469635
1265_CsNi,CsNi,Amm2,1.2031352450911528,CsNi,4468.32589501545,4621.493305513904
1266_Mn5Sb,Mn5Sb,P4/mmm,0.3337874259315647,Mn5Sb,3534.89106986886,2291.400906633361
1267_Al2Rh2,Al2Rh2,Cmcm,-0.8673376400270163,AlRh,2867.630718004529,6545.884391269816
1268_Ca3W,Ca3W,P4/mmm,0.735085956096504,Ca3W,5774.227983977586,3192.851082302335
1269_PdSn3,PdSn3,Cmmm,-0.2541301370193132,Sn3Pd,2738.043454761647,3072.463517457572
1270_Cu2Sn2,Cu2Sn2,P4/nmm,0.0571521049419954,CuSn,2251.336581511719,1565.133658151172
1271_GaMn3,GaMn3,P4/mmm,0.0619946859989424,Mn3Ga,2759.388682734612,1829.727914941913
1272_Ba6Ga2,Ba6Ga2,Cmcm,-0.07673025911448,Ba3Ga,3361.856036071944,2242.103034228489
1273_Ag2Mn4,Ag2Mn4,I4/mcm,0.6947248627524445,Mn2Ag,1401.844264205505,1601.844264205504
1274_Al5Sr,Al5Sr,Cmmm,0.0170560447700485,SrAl5,2623.74673879354,1787.497491379646
1275_Ca2W2,Ca2W2,P4/nmm,0.4891521987122589,CaW,6445.145990943113,3798.841540206683
1276_Mn3W,Mn3W,Fm-3m,0.0958503255778993,Mn3W,4447.337519745751,3118.211814697107
1279_MnW3,MnW3,Pm-3m,0.4059069997705169,MnW3,6510.82280885564,4073.529078173907
1280_Fe17Pd12,Fe17Pd12,I-43m,0.6157757955179565,Fe17Pd12,2858.870690642539,5185.68319780094
1281_Mn8W16,Mn8W16,Fd-3m,0.2511346581815014,MnW2,6298.029399099606,3975.013610694262
1283_CaNi5,CaNi5,P6/mmm,-0.1108199941880911,CaNi5,1348.457329595707,1500.0
1285_Ga4As2,Ga4As2,I4/mcm,0.1240833690026974,Ga2As,4731.098729472178,2633.951212776557
1286_Ta2V4,Ta2V4,Cmcm,0.0447167169141889,TaV2,2660.225870668719,4295.683781063794
1290_Ag2Br2,Ag2Br2,P2_1/m,-0.4427062432956123,AgBr,2093.627491183466,3740.452953099553
1291_Al5Sb,Al5Sb,Cmmm,0.1330706441740492,Al5Sb,4588.642594765521,2138.530512291627
1293_Au3Ir,Au3Ir,Immm,0.3039893633854751,IrAu3,2179.985642548678,2988.155387419158
1294_Au3Ga,Au3Ga,I4/mmm,-0.0748055552389126,GaAu3,1564.381857827966,1094.987198192084
1298_Al12K12,Al12K12,Pbcm,0.3068203356212556,KAl,1659.168274058103,4668.432991602373
1299_Cr2Na6,Cr2Na6,Cmcm,0.6015848251485396,Na3Cr,1959.685441126687,2047.433794028037
1300_Al4P2,Al4P2,I4_1/amd,0.0048209866646065,Al2P,1745.867269334412,2495.139510677717
1301_Al2Sb4,Al2Sb4,Pnnm,0.0344713044585702,AlSb2,7271.598054267039,3160.60878257792
1302_Ir2Pb4,Ir2Pb4,I4/mcm,0.1596593003387981,IrPb2,3587.228020315949,4113.130195823724
1303_Ga4W,Ga4W,I4/mmm,0.4929919372029175,Ga4W,6095.93890199943,2853.502243199087
1304_SrAs3,SrAs3,Pm-3m,-0.6826751140489415,SrAs3,3552.438658987249,3719.512601125279
1305_GaW2,GaW2,I4/mmm,0.1380785238708952,GaW2,6760.896701668712,3917.43472266994
1306_Na6Pb2,Na6Pb2,Pm-3n,-0.1263341472736097,Na3Pb,2300.423039739331,1475.343719788207
1307_Fe26Pd2,Fe26Pd2,Fm-3c,0.3245601126779028,Fe13Pd,2502.277136730318,2243.78637802512
1308_Ba2Sn4,Ba2Sn4,Imma,-0.5594160073734505,BaSn2,2746.581026665991,1856.516796665484
1309_Al2Cu,Al2Cu,Immm,-0.1656155871266828,Al2Cu,1600.0,1270.387622446583
1310_Ag4Mn2,Ag4Mn2,I4_1/amd,0.5553655597303203,MnAg2,1281.18689594062,1481.18689594062
1311_FeW,FeW,P4/mmm,0.1734095909487258,FeW,5928.230802928844,3624.31941923775
1313_Sn4W,Sn4W,I4/m,0.4976734814005475,Sn4W,3828.056112224449,2353.579887046821
1314_Ta3V,Ta3V,Cmmm,0.2921233851410409,Ta3V,2385.791133136137,4679.892413609408
1315_P7As,P7As,Fm-3m,0.7665221907047712,AsP7,2333.854698511713,4817.507562797781
1316_TaGe3,TaGe3,Pmm2,0.2141826952026813,TaGe3,3939.038972002458,3215.595660397623
1353_Ni2Sb4,Ni2Sb4,I4/mcm,0.0233909646702888,NiSb2,6559.938771742087,3030.997632798546
1354_V3Br,V3Br,P4/mmm,0.2459976949128535,V3Br,3300.0,4601.67491304245
1362_CuPb,CuPb,P-6m2,0.3462815846160936,CuPb,2441.8222245204,1729.587879414654
1363_BaFe2,BaFe2,I4/mmm,0.6576172441119587,BaFe2,2730.885843135207,1896.328764702811
1364_Ca2In2,Ca2In2,P4/nmm,-0.1173949604676822,CaIn,3455.244809420514,1870.629325482905
1365_FePb3,FePb3,Cmmm,0.9185793676251812,FePb3,2675.26957908022,1767.026105440294
1379_Cu18As6,Cu18As6,P-3c1,-0.0680231611870526,Cu3As,2079.616327182297,2205.318128209261
1380_Fe4Pb8,Fe4Pb8,Pnma,1.0701517736064603,FePb2,2664.372826930643,1752.49710257419
1381_Mo4Pb4,Mo4Pb4,Pnma,0.986165049405022,MoPb,2605.053770535066,2907.706010424226
1382_In2Mn4,In2Mn4,Pnnm,1.087186877735301,Mn2In,2468.694855303047,1902.199394741535
1384_VBr3,VBr3,P4/mmm,0.6187073980676105,VBr3,3300.0,6286.571123347903
1388_Fe8Na16,Fe8Na16,Fd-3m,0.7667905908766114,Na2Fe,1812.976469392212,993.5990941946084
1389_Cu2Ga4,Cu2Ga4,Cmcm,0.0349927688044265,Ga2Cu,4279.117403641523,1774.781272168362
1391_PdTa2,PdTa2,I4/mmm,-0.0609986808037371,Ta2Pd,2504.515859128892,5527.167499124949
1397_Cr20W10,Cr20W10,P4_2/mnm,0.1884869986014261,Cr2W,5590.951325112339,4227.741093595505
1399_Ni2Sb,Ni2Sb,I4/mmm,-0.0823336954427803,Ni2Sb,4513.089031507007,2467.372342009176
1400_VBr2,VBr2,I4/mmm,-0.4096795574544997,VBr2,3300.0,6053.994434150496
1403_Ba3Br,Ba3Br,P4/mmm,-0.6963803494486649,Ba3Br,3048.733342142981,3047.244579525702
1404_Al3Pd,Al3Pd,P4/mmm,-0.3980137157838905,Al3Pd,2508.773512399773,4975.884116749006
1406_Cu2Br2,Cu2Br2,Imma,0.0045894584552015,CuBr,2546.927849424887,4507.888462879052
1407_BaAs,BaAs,P4/mmm,-0.8248225062646046,BaAs,3105.896952912763,2900.082733172327
1408_Au4As2,Au4As2,I4/mcm,0.3492469345038422,AsAu2,1451.553491179607,1479.391124335828
1409_Cu5Br,Cu5Br,Cmmm,0.2437103675173967,Cu5Br,1941.612638758255,2585.122499585045
1410_K2Na,K2Na,I4/mmm,0.0087589688820123,K2Na,1563.678658833681,5677.745023642773
1411_Mo2W4,Mo2W4,I4/mcm,0.6719375937229822,MoW2,6048.091109097969,4506.936715413485
1412_FeK,FeK,R-3m,1.3241645138926663,KFe,2111.735214596501,3788.479650486132
1413_Nb2Pb2,Nb2Pb2,Cmcm,0.4433461486233714,NbPb,4495.553310129561,3967.047098432229
1415_Mo4Pb4,Mo4Pb4,Pnma,0.9888519019726364,MoPb,2605.053770535066,2907.706010424226
1416_Cu2Ge6,Cu2Ge6,I4/mmm,0.2952457794634711,CuGe3,4464.658608855066,1809.692822578926
1417_Mn2Sb,Mn2Sb,I4/mmm,0.1825550662347351,Mn2Sb,4911.608307669154,2641.0433797255
1418_Ag4Al2,Ag4Al2,I4/mcm,0.0167224435327266,AlAg2,1244.465668678022,1355.534331321978
1419_Fe2Pb4,Fe2Pb4,Pnnm,0.4720998800685994,FePb2,2664.372826930643,1752.49710257419
1420_CaCs,CaCs,R-3m,0.2514498412173807,CsCa,5513.457506625233,4957.408942768357
1421_In2Ta,In2Ta,I4/mmm,0.3123895790519941,TaIn2,2859.291319474111,3233.98430547249
1422_Ba2Br,Ba2Br,I4/mmm,-0.9571124790398188,Ba2Br,3067.608684615775,3336.666497441885
1423_SnW3,SnW3,P4/mmm,0.5193271044310759,SnW3,6220.679468242245,3821.780582785014
1424_Pd12Sb4,Pd12Sb4,Pnma,-0.3704102548060044,SbPd3,4497.610085710399,6729.998639517482
1425_Mn6Sb2,Mn6Sb2,I4/mmm,0.1532675726229939,Mn3Sb,4276.752387301108,2479.810130108218
1426_In4Sn2,In4Sn2,Cm,0.003060684052329,In2Sn,3061.452693586262,1863.687253477864
1427_Ni3Sb,Ni3Sb,I4/mmm,-0.1358773065812233,Ni3Sb,3820.78779157414,2276.738667245053
1428_InV,InV,R-3m,0.4022346652563175,VIn,3300.0,2430.25045321686
1429_Ga3Br,Ga3Br,Immm,-0.0668485881833467,Ga3Br,4891.887862235491,3282.073040373885
1430_BaCu,BaCu,Immm,0.1183265687375136,BaCu,2557.111209570226,2046.920691182986
1431_Ba2Br,Ba2Br,I4/mmm,-0.9593332803697492,Ba2Br,3067.608684615775,3336.666497441885
1432_Pb2Ta2,Pb2Ta2,P4/nmm,0.3806331488239092,TaPb,2513.526865070086,3198.548511974353
1433_Cr16W14,Cr16W14,P4_2/mnm,0.1711127888080928,Cr8W7,6047.315111006919,4251.144364667021
1434_Cr12P17,Cr12P17,I-43m,-0.0830506357085518,Cr12P17,2596.561714209036,4557.671168900875
1435_Ni4Sb2,Ni4Sb2,I4_1/amd,0.1844372324256843,Ni2Sb,4513.089031507007,2467.372342009176
1436_AlFe,AlFe,P-6m2,-0.2410192208620589,AlFe,2139.392334330871,1269.696167165436
1437_GaP,GaP,R-3m,0.3845919851814665,GaP,4423.419533589372,2884.302140718288
1438_KNa3,KNa3,I4/mmm,0.0243309260970867,KNa3,1317.076887967506,2924.025248970479
1439_PbTa3,PbTa3,P4/mmm,0.2290332506804056,Ta3Pb,2410.500237026208,3971.248222303438
1440_KI,KI,R-3m,-1.585149885067622,KI,4146.310407952831,5365.267194035378
1441_BaCu3,BaCu3,I4/mmm,0.4070886445157522,BaCu3,2186.214382632293,1834.979647218453
1442_Ag8P16,Ag8P16,Fd-3m,0.5154180949090043,AgP2,1491.834101299124,2749.732718508447
1443_Pd4Ge2,Pd4Ge2,Imma,-0.003291648050693,GePd2,3734.342160571669,6447.863247863248
1444_Au5Nb3,Au5Nb3,Cmmm,0.0112431867626598,Nb3Au5,2732.320363930258,2720.553897115678
1447_Fe2Pb2,Fe2Pb2,P4/nmm,0.2944677495223846,FePb,2636.309376722614,1715.079168963485
1448_PtV3,PtV3,Cmmm,-0.2197814555382198,V3Pt,4533.614010580368,6596.1817546855
1450_Pb4V,Pb4V,Im-3m,0.3160382440149568,VPb4,2734.743046679053,1892.648124477474
1451_PbI2,PbI2,P-3m1,-0.7771972389298755,PbI2,3911.212233758417,3451.653046034205
1452_In3Br3,In3Br3,Cm,-0.617555666652034,InBr,3300.0,4010.710654163372
1453_Na3Pd,Na3Pd,Imm2,-0.0211022296641258,Na3Pd,2374.205382028606,5050.733507245022
1454_Al2Sn6,Al2Sn6,Pmmn,0.1020939395614122,AlSn3,2529.572628643349,1557.74357718601
1455_SrBi,SrBi,P-6m2,-0.630477073737969,SrBi,4975.044268315214,5113.757095405131
1457_Au2Nb4,Au2Nb4,Cmcm,0.045874804663016,Nb2Au,4692.185679389182,4786.357878275084
1458_CsYb,CsYb,F-43m,0.7037468588154681,CsYb,7979.568567660738,4359.786043938247
1460_Ge8I32,Ge8I32,Pa-3,-0.4836880931436205,GeI4,4950.074287659824,4436.961414466272
1461_Pd2Ge4,Pd2Ge4,Imma,0.1011663982781095,Ge2Pd,4412.109654350417,4479.110051648789
1462_P4Br8,P4Br8,Pa-3,0.1761227743372254,PBr2,3088.942663188109,6607.766764414306
1463_Cr2Na,Cr2Na,Immm,1.0064532429628876,NaCr2,2737.904981150407,3448.228966070733
1464_Ir2Mo,Ir2Mo,Immm,0.0889698773702368,MoIr2,4880.86990553194,8341.066335813346
1465_BaAs,BaAs,P4/mmm,-0.8242589244395955,BaAs,3105.896952912763,2900.082733172327
1466_Fe6Na2,Fe6Na2,Pm-3n,1.2328789781487774,NaFe3,2243.134831355823,1291.401037092493
1468_Cr3P,Cr3P,Fm-3m,-0.1446743340815022,Cr3P,2917.764428593006,4265.668701279086
1469_CuGe,CuGe,P4/mmm,0.0786484601624302,CuGe,3573.536193147606,1713.355264124066
1471_CuGe,CuGe,P4/mmm,0.1994466412303577,CuGe,3573.536193147606,1713.355264124066
1472_SnW4,SnW4,I4/mmm,0.8177328976757025,SnW4,6388.429519828585,3924.718114440268
1473_VBr2,VBr2,I4/mmm,-0.4152301239996578,VBr2,3300.0,6053.994434150496
1474_Ge2Br2,Ge2Br2,I4_1/amd,0.1309502640754578,GeBr,4252.380952380953,4519.047619047619
1475_Ca2P2,Ca2P2,Cmcm,-0.816929871768715,CaP,3071.728523776793,3069.356481265025
1476_Ni3Ta,Ni3Ta,Fm-3m,-0.1899694483609204,TaNi3,1658.862025642353,3172.495911245972
1477_CuFe,CuFe,F-43m,1.5323561329046536,FeCu,1974.199060230671,1453.225117471166
1478_Ta2Ge6,Ta2Ge6,I4/mmm,0.1118716085629225,TaGe3,3939.038972002458,3215.595660397623
1479_Fe6Sb2,Fe6Sb2,Pmmn,0.2828788980736254,Fe3Sb,4714.868905442541,2241.770511070015
1480_Fe2Pb2,Fe2Pb2,Imma,0.7151422050452814,FePb,2636.309376722614,1715.079168963485
1481_Fe3V,Fe3V,Imm2,0.0116175512059566,VFe3,2609.850258494621,1866.333907765824
1482_Cr8P4,Cr8P4,Pa-3,0.095169955832033,Cr2P,2847.557549361964,4329.493136943669
1483_Fe2Pb4,Fe2Pb4,I4/mcm,0.655256511776629,FePb2,2664.372826930643,1752.49710257419
1485_BaCu5,BaCu5,Cmmm,0.2562033384073583,BaCu5,2022.491687854489,1741.423821631136
1486_InIr,InIr,Fm-3m,0.4610586516897141,InIr,4677.293793867148,6444.902698389435
1487_Fe8W4,Fe8W4,Pnma,0.106739363251543,Fe2W,5261.516597299767,3203.999593949854
1488_IrTa,IrTa,R-3m,-0.2715116790559833,TaIr,3948.318030356982,7014.927353292196
1489_Ge2P2,Ge2P2,Cmcm,0.1221786004450189,GeP,4313.515071482493,2856.591445835158
1490_PbSb3,PbSb3,Immm,0.1251027141729275,Sb3Pb,6017.942984907771,2820.905533817775
1491_AsBr5,AsBr5,P4/mmm,0.239346255118716,AsBr5,3300.0,6442.045554184119
1492_K6Sn2,K6Sn2,Cmcm,-0.0242253265418126,K3Sn,2152.698227875777,4383.21102655072
1493_InK2,InK2,Immm,0.0403808359025378,K2In,2651.787066885096,4106.692032623439
1494_Fe7Pb,Fe7Pb,Fm-3m,0.3180355931039793,Fe7Pb,2503.926502428462,1538.568669904617
1496_Cu12Ni17,Cu12Ni17,I-43m,0.1192806312733478,Cu12Ni17,1259.910728599104,1500.0
1497_W5Sb24,W5Sb24,I-43m,0.4023882197469812,Sb24W5,7684.643258777957,3615.356741222041
1499_Fe6Sb2,Fe6Sb2,Cmcm,0.3131206590505275,Fe3Sb,4714.868905442541,2241.770511070015
1500_Ag2Al4,Ag2Al4,I4/mcm,0.0457588772121333,Al2Ag,1333.381082158326,1266.618917841674
1501_Au2Nb2,Au2Nb2,Pmmn,-0.0823842144160345,NbAu,3471.753605749531,3499.956503357614
1502_Fe5Mo,Fe5Mo,F-43m,0.1221333189670185,Fe5Mo,2400.0,2397.337171644476
1503_FeMo5,FeMo5,F-43m,0.5453663357175754,FeMo5,2400.0,4893.319889084951
1504_FeNa3,FeNa3,Pm-3m,1.3762284436560104,Na3Fe,1681.652065827776,902.6821994192296
1505_Ce4Cu4,Ce4Cu4,Pnma,-0.1497641612650788,CeCu,7035.065942591156,2600.772849132386
1506_Ba2Pd2,Ba2Pd2,Cmcm,-0.5512698825241915,BaPd,3087.32004906727,4788.621398417211
1507_Ge2As4,Ge2As4,Pnnm,0.1162548416320869,GeAs2,3952.993124874148,3314.357218882144
1508_Na2Pd2,Na2Pd2,Imma,-0.0727240279877157,NaPd,2826.932991561547,6667.617827005525
1509_Fe4Na8,Fe4Na8,Pa-3,1.6118337303855472,Na2Fe,1812.976469392212,993.5990941946084
1511_V2W,V2W,Immm,0.1508598416056431,V2W,5680.655390010605,3979.078338110688
1512_CuNi,CuNi,Fm-3m,0.6666003672900942,CuNi,1311.909253481283,1500.0
